Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,Sto,Sk.F,FiV,TB,Frk,Stl,Blk,Stp,Gul,2m,Rau
IBV,Dagbjört Ýr Ólafsdóttir,2023/24,2,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Dagmar Guðrún Pálsdóttir,2023/24,4,0,0,0,0,0.3,0.3,0.3,0.5,0.5,0,0,0.5,0,0,0
Fram,Dagmar Guðrún Pálsdóttir,2022/23,19,0.5,52.6,0.1,50,0.2,0.4,0.2,0.2,0,0,0,0.2,0,0,0
Fram,Dagmar Guðrún Pálsdóttir,2021/22,5,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
Stjarnan,Dagný Huld Birgisdóttir,2019/20,11,1.8,58.8,0,0,0.3,0.3,0.1,0.2,0.1,0.2,0,0.7,0,0.1,0
Stjarnan,Dagný Huld Birgisdóttir,2018/19,20,1.2,52.3,0,0,0,0,0,0.5,0.1,0.2,0,0.2,0,0,0
Valur,Díana Dögg Magnúsdóttir,2019/20,18,3.9,56.9,0,0,2.2,4.3,0.6,1.9,0.4,1.1,0.1,5.9,0.1,0.3,0
Valur,Díana Dögg Magnúsdóttir,2018/19,27,3.3,51.4,0,0,1.6,2.5,0.6,2,0.3,1.1,0.2,5.5,0,0.3,0
IBV,Díana Helga Guðjónsdóttir,2019/20,5,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0
HK,Díana Kristín Sigmarsdóttir,2020/21,14,2.4,32.7,0.4,75,1,1.7,0.1,2.3,0.1,0.1,0,0.4,0,0.1,0
HK,Díana Kristín Sigmarsdóttir,2019/20,19,5.2,43.8,0.8,78.9,1.7,2.4,0.1,3.4,0.2,0.1,0.1,1.7,0.2,0.3,0.1
HK,Díana Kristín Sigmarsdóttir,2018/19,20,5.4,43.4,1.3,78.8,1.4,2.2,0.2,2.4,0.1,0.1,0.2,1.7,0.2,0.3,0
Afturelding,Drífa Garðarsdóttir,2023/24,3,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Drífa Garðarsdóttir,2021/22,21,1,48.8,0,0,0.1,0.1,0,0.4,0.2,0.6,0,0.2,0,0.1,0
Afturelding,Drífa Garðarsdóttir,2019/20,11,0.2,33.3,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0
Stjarnan,Elena Elísabet Birgisdóttir,2022/23,4,0.5,66.7,0,0,0.3,0.3,0.3,0.5,0,0,0,0,0,0,0
Stjarnan,Elena Elísabet Birgisdóttir,2021/22,22,1.7,88.1,0,0,0.3,0.3,0.2,0.3,0.3,0.6,0.4,2,0.1,0.3,0
Stjarnan,Elena Elísabet Birgisdóttir,2020/21,15,0.3,80,0,0,0.1,0.1,0.3,0.1,0.1,0.4,0.3,1.1,0.1,0.5,0
Stjarnan,Elena Elísabet Birgisdóttir,2019/20,12,1.2,66.7,0,0,0.1,0.1,0.2,0.5,0.4,0.3,0.1,2.6,0.2,0.2,0
Fram,Elín Ása Bjarnadóttir,2023/24,4,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0
Valur,Elín Helga Lárusdóttir,2020/21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Elín Helga Lárusdóttir,2019/20,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
Haukar,Elín Klara Þorkelsdóttir,2023/24,5,9,76.3,3.6,85.7,3.6,5.2,2,2.2,0.8,0.8,0,3,0,0.6,0
Haukar,Elín Klara Þorkelsdóttir,2022/23,28,6.9,59,1.5,63.2,3.8,6.1,2,2,0.5,1.2,0.1,5.1,0.3,0.5,0
Haukar,Elín Klara Þorkelsdóttir,2021/22,23,3.9,65.2,0,0,3.3,5,1.5,2.3,0.6,0.7,0,4.3,0,0.4,0
Haukar,Elín Klara Þorkelsdóttir,2020/21,12,2.1,69.4,0,0,0.4,1.2,0.9,1.2,0.4,0.3,0,1.6,0,0,0
Selfoss,Elín Krista Sigurðardóttir,2018/19,11,0.2,33.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0
Valur,Elín Rósa Magnúsdóttir,2023/24,5,2.4,57.1,0,0,2.2,4,1,0.8,0,1,0,3.2,0,0.2,0
Valur,Elín Rósa Magnúsdóttir,2022/23,28,2.9,60.2,0,0,2.4,3.8,1.6,1.6,0.3,0.4,0.1,2,0,0,0
Valur,Elín Rósa Magnúsdóttir,2021/22,26,2,56,0,0,2,2.9,0.8,2.7,0.2,0.3,0.1,0.6,0,0,0
Valur,Elín Rósa Magnúsdóttir,2020/21,20,2.4,70.6,0,0,1,1.6,1.2,1.4,0,0.3,0.1,0.8,0,0.1,0
Valur,Elín Rósa Magnúsdóttir,2019/20,18,1.1,50,0,0,0.4,0.6,0.9,0.8,0.2,0.2,0,1.3,0,0.2,0
Selfoss,Elínborg Katla Þorbjörnsdóttir,2022/23,21,1.5,40.8,0,0,0.5,0.7,0.2,1.5,0.7,0.4,0.4,5.1,0.1,0.7,0
IBV,Elísa Elíasdóttir,2023/24,5,3,75,0,0,0.6,0.6,2.2,0.8,0.4,1,0.4,3.4,0.4,0.8,0
IBV,Elísa Elíasdóttir,2022/23,28,3,73.7,0,0,0.2,0.3,0.4,0.7,0.4,0.3,1.1,3.6,0.2,0.4,0
IBV,Elísa Elíasdóttir,2021/22,24,3.3,76.7,0,0,0.3,0.5,1.3,0.7,0.4,0.8,0.3,4,0.1,0.4,0
IBV,Elísa Elíasdóttir,2020/21,19,2.2,70.7,0,0,0.3,0.3,0.8,0.7,0.2,0.4,0.3,4.1,0.1,0.6,0
IBV,Elísa Björk Björnsdóttir,2019/20,8,0.3,100,0,0,0.1,0.1,0,0.3,0.1,0,0,0,0,0,0
IBV,Elísa Björk Björnsdóttir,2018/19,12,0,0,0,0,0,0,0,0,0.3,0,0,0.2,0,0,0
Stjarnan,Elísabet Gunnarsdóttir,2023/24,2,0.5,100,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0
Stjarnan,Elísabet Gunnarsdóttir,2022/23,28,2.6,79.6,0.1,75,0.3,0.3,0.9,0.5,0.3,0.1,0,0.3,0,0.2,0
Stjarnan,Elísabet Gunnarsdóttir,2021/22,23,3.6,78.3,0.9,72.4,0.1,0.2,1,0.6,0.3,0.3,0,0.3,0,0.1,0
Stjarnan,Elísabet Gunnarsdóttir,2020/21,15,2.1,66,0.2,75,0.1,0.1,1,0.3,0.3,0.2,0.1,1,0.1,0.1,0
Stjarnan,Elísabet Gunnarsdóttir,2019/20,5,2,76.9,0,0,0,0,0.6,0,0.2,0.4,0.2,0.8,0,0,0
Stjarnan,Elísabet Gunnarsdóttir,2018/19,20,2.2,77.2,0.1,50,0.4,0.5,0.9,0.9,0.2,0.4,0.2,1.6,0.1,0.6,0
Fram,Elna Ólöf Guðjónsdóttir,2023/24,2,0.5,100,0,0,0,0,0,0.5,0,0,0,1,0,0.5,0
HK,Elna Ólöf Guðjónsdóttir,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK,Elna Ólöf Guðjónsdóttir,2021/22,20,3.2,69.2,0,0,0.2,0.4,0.9,0.9,0.2,1.2,0.3,5.8,0.3,0.7,0
HK,Elna Ólöf Guðjónsdóttir,2020/21,14,2.7,77.6,0,0,0.4,0.4,1,1.1,0.3,0.9,0.1,7.4,0.1,0.5,0
HK,Elna Ólöf Guðjónsdóttir,2019/20,19,1.7,70.2,0,0,0.2,0.3,0.9,0.9,0.3,0.7,0.1,4.7,0.3,0.7,0
HK,Elna Ólöf Guðjónsdóttir,2018/19,15,1.9,63.6,0,0,0.1,0.2,0.7,0.5,0.3,0.3,0.1,2.4,0.1,0.5,0
KA/Thor,Elsa Björg Guðmundsdóttir,2023/24,5,0.6,100,0,0,0,0,0,0,0.2,0,0,0,0,0,0
KA/Thor,Elsa Björg Guðmundsdóttir,2022/23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK,Elva Arinbjarnar,2019/20,8,1.1,34.6,0.3,100,0.5,1.3,0.3,1,0.3,0,0.8,1.8,0.3,0.1,0
HK,Elva Arinbjarnar,2018/19,20,2.6,38.5,0,0,1.5,2.1,0.3,2,0.1,0.5,0.8,1.9,0,0.4,0
Fram,Elva Þóra Arnardóttir,2020/21,14,0.1,100,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0.6,0,0.1,0
Fram,Elva Þóra Arnardóttir,2019/20,18,0.2,100,0,0,0.3,0.3,0,0,0,0.2,0.4,0.9,0,0.1,0
Fram,Elva Þóra Arnardóttir,2018/19,27,0.6,78.9,0,0,0.1,0.1,0,0.1,0,0.1,0.8,1.1,0,0.1,0
Stjarnan,Embla Steindórsdóttir,2023/24,5,6.6,57.9,1.4,77.8,3.2,4.4,1.6,2.2,0,0.6,0,4.2,0.2,0.4,0
HK,Embla Steindórsdóttir,2022/23,20,4.4,43.3,1.1,59.5,2.5,3.5,1.3,3,0.3,0.7,0.1,4,0.1,0.7,0.1
HK,Embla Steindórsdóttir,2021/22,17,0.2,42.9,0,0,0.2,0.4,0.4,0.8,0,0.2,0,0.4,0,0.1,0
HK,Embla Steindórsdóttir,2020/21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FH,Emilie Jakobsen,2020/21,5,0.8,66.7,0,0,0,0,0.2,1,0.2,0.2,0,0,0,0.2,0
Afturelding,Emilía Guðrún Hauksdóttir,2021/22,16,0.1,20,0,0,0.1,0.2,0.1,0.3,0.1,0,0,0.4,0,0,0
Haukar,Emilía Katrín Matthíasdóttir,2022/23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Emilía Katrín Matthíasdóttir,2021/22,8,0.1,50,0,0,0.1,0.1,0,0.3,0,0.3,0,0,0,0,0
Haukar,Emilía Katrín Matthíasdóttir,2020/21,13,0.2,50,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0
FH,Emilía Ósk Steinarsdóttir,2020/21,14,3.6,36.2,1.1,88.2,0.9,1.3,0.2,2.6,0.3,0.4,0.1,2.2,0,0.9,0
Selfoss,Emilía Ýr Kjartansdóttir,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Emma Olsson,2021/22,27,3,60.4,0,0,0.6,0.8,0.7,1.3,0.6,0.5,0.7,3.7,0.3,0.7,0.1
FH,Emma Havin Sardardóttir,2020/21,14,0.9,63.2,0,0,0,0,0.1,0.4,0.4,0.2,0,0.6,0,0.1,0
Haukar,Ena Car,2022/23,25,2.4,41.1,0.4,69.2,1.3,2.2,0.5,1.6,0.4,0.8,0.2,4.2,0.2,0.3,0
IBV,Erika Ýr Ómarsdóttir,2023/24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Erika Ýr Ómarsdóttir,2020/21,16,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
KA/Thor,Erla Hleiður Tryggvadóttir,2021/22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA/Thor,Erla Hleiður Tryggvadóttir,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,Erla María Magnúsdóttir,2023/24,5,1,62.5,0,0,0,0,0,0.4,0,0,0,0,0,0,0
KA/Thor,Erla Rós Einarsdóttir,2022/23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Erna Guðlaug Gunnarsdóttir,2023/24,4,1.5,60,0,0,1.5,2,0.3,1,0,0.3,0,2.8,0,0,0
Fram,Erna Guðlaug Gunnarsdóttir,2022/23,22,1.9,52.5,0,100,3,4.2,0.7,2,0.7,0.5,0,1,0.1,0.2,0
Fram,Erna Guðlaug Gunnarsdóttir,2021/22,28,0.6,52.9,0,100,0.4,0.7,0.2,0.5,0.1,0.1,0,0.3,0,0,0
Fram,Erna Guðlaug Gunnarsdóttir,2020/21,13,0.2,60,0.1,100,0.3,0.5,0.3,0.1,0,0.1,0.1,0.3,0,0,0
Fram,Erna Guðlaug Gunnarsdóttir,2019/20,18,0.2,57.1,0,0,0.1,0.2,0,0.1,0,0.2,0,0.2,0,0.1,0
Fram,Erna Guðlaug Gunnarsdóttir,2018/19,7,0,0,0,0,0.4,0.4,0,0.3,0,0,0,0.1,0,0,0
IBV,Ester Óskarsdóttir,2020/21,6,0.5,60,0,0,0.3,0.6,0,0.5,0.2,0.2,0.2,0.2,0,0.3,0
IBV,Ester Óskarsdóttir,2019/20,11,4.3,43.9,0,0,1.9,4.2,0.5,2.4,0.3,1.1,1.1,3.8,0.2,0.6,0
IBV,Ester Óskarsdóttir,2018/19,23,4.9,48.9,0,0,3,4.3,0.6,3.2,0.2,2,0.6,4,0.1,0.6,0
Haukar,Ester Amíra Ægisdóttir,2023/24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Ester Amíra Ægisdóttir,2022/23,17,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0
Haukar,Ester Amíra Ægisdóttir,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Eva Aðalsteinsdóttir,2019/20,8,0.1,33.3,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0
IBV,Eva Aðalsteinsdóttir,2018/19,10,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.1,0
Stjarnan,Eva Björk Davíðsdóttir,2023/24,5,4.2,51.2,1.8,81.8,2.2,3.6,1,3.4,0.4,1.2,0.2,4.6,0,0.4,0
Stjarnan,Eva Björk Davíðsdóttir,2022/23,28,4,56.9,1.8,76.6,2.3,3.3,0.6,2.2,0.6,0.4,0.2,2.1,0,0.3,0
Stjarnan,Eva Björk Davíðsdóttir,2021/22,23,4.8,54.5,1.7,73.1,3.4,4.9,1.1,2.6,0.2,0.3,0.1,2,0.1,0.5,0
Stjarnan,Eva Björk Davíðsdóttir,2020/21,16,6.8,60.2,2.9,80.7,3,4.9,0.6,3.6,0.3,0.5,0.6,2.6,0.1,0.3,0
HK,Eva Hrund Harðardóttir,2018/19,21,0.7,78.9,0.1,100,0,0,0.1,0.3,0,0,0,0.4,0,0.1,0
FH,Fanney Þóra Þórsdóttir,2020/21,12,3.1,50.7,1.4,81,1.3,2.1,1.1,2.7,0.6,0.8,0.8,4.8,0.1,0.3,0
Afturelding,Fanney Ösp Finnsdóttir,2023/24,3,0.3,100,0,0,0,0,0,0.3,0,0,0,0,0,0,0
FH,Freydís Jara Þórsdóttir,2020/21,10,0.9,25,0,0,0.3,0.7,0,1.9,0.1,0.1,0,0.3,0,0,0
Stjarnan,Freydís Jara Þórsdóttir,2018/19,9,0.9,72.7,0.9,80,0.1,0.2,0,0.1,0,0,0,0,0,0,0
Valur,Gerður Arinbjarnar,2019/20,3,0.7,50,0,0,0,0,0.7,0.3,0,0.3,1.3,3.3,0.3,0.3,0
Valur,Gerður Arinbjarnar,2018/19,26,0.6,62.5,0,0,0.1,0.1,0,0.4,0.3,0.1,0.7,4.7,0.2,0.5,0
HK,Guðbjörg Erla Steinarsdóttir,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stjarnan,Guðmunda Auður Guðjónsdóttir,2023/24,5,0.4,66.7,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0
Fram,Guðrún Erla Bjarnadóttir,2021/22,20,1.4,47.4,0,0,0.5,0.7,0,0.9,0.4,0.1,0,0.4,0,0.1,0
Fram,Guðrún Erla Bjarnadóttir,2020/21,15,0.8,52.2,0.1,66.7,0.2,0.3,0.3,0.8,0.1,0.1,0,0.1,0,0,0
Haukar,Guðrún Erla Bjarnadóttir,2019/20,18,3.3,53.1,0.7,75,1.5,2.2,0.6,2.7,0.2,0.2,0,1.5,0.1,0.4,0
Haukar,Guðrún Erla Bjarnadóttir,2018/19,11,0.5,33.3,0.2,66.7,0.2,0.5,0.2,0.5,0.1,0,0,0.2,0,0.1,0
Valur,Guðrún Hekla Traustadóttir,2023/24,5,0.4,66.7,0,0,0,0.2,0.4,0,0,0,0,0.8,0,0,0
Valur,Guðrún Hekla Traustadóttir,2022/23,14,0,0,0,0,0.1,0.2,0,0,0,0.1,0,0.1,0,0,0
Haukar,Guðrún Jenný Sigurðardóttir,2021/22,3,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
Haukar,Guðrún Jenný Sigurðardóttir,2020/21,16,0.5,72.7,0,0,0,0,0.3,0.1,0.1,0,0.1,0.3,0,0.1,0
IR,Guðrún Maryam Rayadh,2023/24,5,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
Afturelding,Guðrún Maryam Rayadh,2019/20,8,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
Haukar,Gunnhildur  Pétursdóttir,2022/23,22,0.9,60.6,0.7,71.4,0.1,0.1,0,0.2,0.2,0,0,0.2,0,0.1,0
Haukar,Gunnhildur  Pétursdóttir,2021/22,11,0.5,62.5,0,0,0.1,0.2,0,0.5,0,0.1,0,0.1,0,0,0
HK,Hafdís Shizuka Iura,2020/21,14,1.4,54.3,0,0,0.5,0.7,0.3,1.5,0,0.1,0,0.7,0,0.1,0
HK,Hafdís Shizuka Iura,2019/20,8,0.3,40,0,0,0.1,0.2,0.4,0.6,0,0,0,0.3,0,0,0
Fram,Hafdís Shizuka Iura,2018/19,19,0.9,45,0,0,0.5,0.7,0.3,0.8,0,0.1,0,0.4,0.1,0.2,0
Selfoss,Hafdís Alda Hafdal,2022/23,12,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
IBV,Hafrún Dóra Hafþórsdóttir,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stjarnan,Hanna Guðrún Hauksdóttir,2023/24,5,0.2,50,0,0,1,1.6,0.4,1.4,0,0,0,2.8,0,0.2,0
Stjarnan,Hanna Guðrún Stefánsdóttir,2022/23,26,1.2,58.2,0,0,0.2,0.4,0.1,0.2,0.6,0.5,0,0.6,0,0.1,0
Stjarnan,Hanna Guðrún Hauksdóttir,2022/23,28,0.2,50,0,0,0.5,0.8,0.1,0.5,0.1,0.1,0,0.4,0,0.1,0
Stjarnan,Hanna Guðrún Stefánsdóttir,2021/22,15,1,60,0.1,66.7,0.1,0.2,0.1,0.1,0.3,0.6,0,0.7,0.1,0.1,0
Stjarnan,Hanna Guðrún Hauksdóttir,2021/22,12,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0
Stjarnan,Hanna Guðrún Stefánsdóttir,2020/21,12,2.1,61,0,0,0.1,0.2,0,0.3,0.3,0.8,0,1.1,0,0.1,0
Stjarnan,Hanna Guðrún Stefánsdóttir,2019/20,12,3.5,66.7,1.1,76.5,0.3,0.6,0.1,0.6,0,1,0,1.7,0,0.2,0
Stjarnan,Hanna Guðrún Stefánsdóttir,2018/19,18,2.4,62.9,0.4,80,0.1,0.4,0.1,0.5,0.2,0.7,0.2,1.7,0.1,0.1,0
Haukar,Hanna Jakobsdóttir Dalsgarð,2020/21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,Hanna Karen Ólafsdóttir,2023/24,5,3.4,70.8,0,0,0,0,0.2,0.4,0,0.6,0,1,0,0,0
Valur,Hanna Karen Ólafsdóttir,2022/23,9,0.1,33.3,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0,0
Valur,Hanna Karen Ólafsdóttir,2021/22,28,0.6,51.4,0,0,0,0,0.1,0.1,0.1,0.1,0,0.4,0,0,0
Valur,Hanna Karen Ólafsdóttir,2020/21,14,0.4,41.7,0,0,0,0.1,0.1,0,0.1,0,0,0.4,0,0,0
Valur,Hanna Karen Ólafsdóttir,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Harpa María Friðgeirsdóttir,2023/24,4,2.8,55,0,0,1,1,0.3,0.8,0,1.3,0,0.3,0,0,0
Fram,Harpa María Friðgeirsdóttir,2022/23,22,0.9,60.6,0,0,0.4,0.4,0.1,0.3,0.2,0.5,0,0.7,0,0.1,0
Fram,Harpa María Friðgeirsdóttir,2021/22,28,1.5,60,0,0,0.2,0.3,0.1,0.2,0.5,0,0,0.4,0,0,0
Fram,Harpa María Friðgeirsdóttir,2020/21,12,0.7,80,0,0,0.1,0.1,0.1,0,0.3,0,0,0.3,0,0.1,0
Fram,Harpa María Friðgeirsdóttir,2019/20,8,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Fram,Harpa María Friðgeirsdóttir,2018/19,19,0.7,70,0,0,0.1,0.2,0.1,0.2,0.1,0.1,0,0.1,0,0,0
IBV,Harpa Valey Gylfadóttir,2022/23,25,2.8,68.3,0,0,0.3,0.4,0.6,0.7,0.7,0.8,0,0.4,0,0.1,0
IBV,Harpa Valey Gylfadóttir,2021/22,27,4.6,64.4,0,0,0.4,0.6,0.7,1.1,0.6,0.9,0.1,1,0,0.2,0
IBV,Harpa Valey Gylfadóttir,2020/21,19,2.3,63.8,0,0,0.4,0.5,0.3,0.7,0.5,1.5,0,2.3,0.2,0.3,0
IBV,Harpa Valey Gylfadóttir,2019/20,18,1.2,50,0,0,0.4,0.6,0.4,1.1,0.1,0.6,0,2.5,0,0.4,0
IBV,Harpa Valey Gylfadóttir,2018/19,24,0.7,59.3,0,100,0.1,0.1,0.1,0.3,0.1,0.3,0.1,0.3,0,0.1,0
FH,Heiðdís Rún Guðmundsdóttir,2020/21,11,0.2,33.3,0,0,0.2,0.5,0,0.8,0.3,0,0.1,0.9,0,0.1,0
HK,Heiðrún Berg Sverrisdóttir,2020/21,14,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0
Valur,Heiðrún Berg Sverrisdóttir,2019/20,6,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0
Valur,Heiðrún Berg Sverrisdóttir,2018/19,1,1,33.3,0,0,0,0,0,1,0,1,0,0,0,0,0
Stjarnan,Hekla Rán Hilmisdóttir,2022/23,9,0,0,0,0,0.2,0.2,0,0.1,0,0,0,0.1,0,0,0
Fram,Hekla Rún Ámundadóttir,2022/23,16,1.3,64.5,0,0,0.9,1.4,0.2,1,0.3,0.1,0.1,1.9,0.1,0.1,0
Haukar,Hekla Rún Ámundadóttir,2021/22,3,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0
Haukar,Hekla Rún Ámundadóttir,2020/21,16,1.6,54.3,0,0,0.9,1.2,0.8,1.3,0.5,0.3,0.1,2.1,0,0.1,0.1
Haukar,Hekla Rún Ámundadóttir,2019/20,13,1.2,55.2,0,0,0.1,0.3,0.4,1.1,0.3,0.2,0,1,0,0.3,0
Haukar,Hekla Rún Ámundadóttir,2018/19,24,2.6,60,0,0,0.9,1.3,0.6,1,0.4,0.5,0.1,2.2,0,0.2,0
Haukar,Helena Ósk Krisjánsdóttir,2020/21,3,1,60,0,0,0,0,0,0,0.7,0,0,0.3,0,0,0
Haukar,Helena Ósk Krisjánsdóttir,2019/20,18,0.5,47.4,0,0,0.1,0.1,0.1,0.5,0.3,0.2,0,0.8,0.1,0.1,0
HK,Helena Ósk Krisjánsdóttir,2018/19,17,0.6,52.4,0,0,0.1,0.2,0,0.2,0,0.1,0.1,0.3,0,0.1,0
Stjarnan,Helena Rut Örvarsdóttir,2023/24,4,5.3,44.7,0,0,1,1.5,0,2.3,0,0.8,0.8,4.5,0.5,0.3,0
Stjarnan,Helena Rut Örvarsdóttir,2022/23,28,6.1,50.7,0,0,2,2.9,0.4,3.1,0.8,0.6,1.5,4.6,0.2,0.7,0
Stjarnan,Helena Rut Örvarsdóttir,2021/22,24,4.6,46.6,0,0,2,3,0.7,2.3,0.4,0.8,1.1,3.1,0.2,0.4,0
Stjarnan,Helena Rut Örvarsdóttir,2020/21,16,6,49.2,0,0,1.1,2,0.4,2.3,0.3,0.6,0.8,5.3,0.3,0.6,0
IBV,Helga Margrét Thorlacius,2023/24,5,0.2,50,0,0,0,0,0,0,0,0,0,0,0,0,0
KA/Thor,Helga María Viðarsdóttir,2019/20,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
KA/Thor,Helga María Viðarsdóttir,2018/19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK,Hera Huld Gunnlaugsdóttir,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Herdís Eiríksdóttir,2022/23,4,0.3,100,0.3,100,0,0,0,0.3,0,0,0,0,0,0,0
HK,Herdís Freyja Friðriksdóttir,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Hildigunnur Einarsdóttir,2023/24,5,3,78.9,0,0,0.4,1,1.2,0.6,0,1,1.4,3,0.2,0,0
Valur,Hildigunnur Einarsdóttir,2022/23,26,2,66.2,0,0,0.2,0.2,0.8,0.7,0.2,0.5,1,2.7,0.2,0.2,0
Valur,Hildigunnur Einarsdóttir,2021/22,28,2.7,76.5,0,50,0.3,0.4,1,0.8,0.1,0.5,1.1,3.3,0.1,0.3,0
Valur,Hildur Björnsdóttir,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Hildur Björnsdóttir,2022/23,26,1,77.1,0,0,0,0,0.2,0.5,0.1,0.4,0.8,2.2,0,0.2,0
Fram,Hildur Þorgeirsdóttir,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Hildur Sigurðardóttir,2021/22,3,1.3,80,0,0,0,0,0,0,0,0,0,0.7,0.3,0,0
Valur,Hildur Björnsdóttir,2021/22,26,0.7,60,0,0,0,0,0.5,0.3,0.2,0,0.9,2.2,0.2,0.1,0
Fram,Hildur Þorgeirsdóttir,2021/22,28,2.5,39.4,0.2,75,3.5,5.9,0.3,2.4,0.9,0.2,0.1,2.5,0.1,0.1,0
Valur,Hildur Björnsdóttir,2020/21,3,1,75,0,0,0,0,0,0.3,0.3,0.7,0.7,2.3,0,0.3,0
Fram,Hildur Þorgeirsdóttir,2020/21,11,1.7,36.5,0.1,100,3.2,4.2,0.1,2.5,0.5,0.5,0.2,1.6,0.1,0.1,0
Stjarnan,Hildur Guðjónsdóttir,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Hildur Björnsdóttir,2019/20,18,2,78.3,0,0,0.4,0.5,1,0.6,0.2,0.3,1.1,3.4,0.2,0.3,0
Fram,Hildur Þorgeirsdóttir,2019/20,18,2.2,47.1,0,0,4.5,6.1,0.2,2.6,0.3,0.6,0.7,1.9,0,0.1,0
Stjarnan,Hildur Guðjónsdóttir,2019/20,15,0.6,31,0.1,66.7,0.2,0.3,0,0.2,0,0.1,0,0.8,0,0,0
Fram,Hildur Þorgeirsdóttir,2018/19,27,2.4,46.4,0,0,3.7,5.4,0.1,2,0.2,0.4,0.3,2,0,0.1,0
Stjarnan,Hildur Guðjónsdóttir,2018/19,6,0.2,100,0,0,0,0,0,0.2,0,0,0,0,0,0,0
Valur,Hildur Björnsdóttir,2018/19,22,0.9,86.4,0,0,0,0,0.2,0.1,0,0,0.2,1.1,0,0.1,0
Afturelding,Hildur Lilja  Jónsdóttir,2023/24,4,6.8,61.4,1.8,70,2.3,3.6,0.3,2,0.5,1,0,2,0,0.5,0
KA/Thor,Hildur Lilja  Jónsdóttir,2022/23,24,2.4,38.8,0,0,1,1.7,0.1,1.3,0.5,0.4,0,0.7,0,0.1,0
KA/Thor,Hildur Lilja  Jónsdóttir,2021/22,25,0.7,48.6,0,50,0.2,0.5,0,0.1,0.1,0,0,0.2,0,0,0
KA/Thor,Hildur Lilja  Jónsdóttir,2020/21,12,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0
KA/Thor,Hildur Magnea Valgeirsdóttir,2023/24,5,0.2,100,0,0,0,0,0,0,0.4,0,0,0,0,0,0
KA/Thor,Hildur Marín Andrésdóttir,2022/23,6,0.2,100,0,0,0,0,0.2,0.5,0,0,0,0.2,0,0,0
