Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,Sto,Sk.F,FiV,TB,Frk,Stl,Blk,Stp,Gul,2m,Rau
IBV,Ólöf María Stefánsdóttir,2021/22,27,0.1,30,0,0,0,0.1,0.1,0.1,0.1,0,0,1.1,0,0,0
IBV,Ólöf María Stefánsdóttir,2020/21,15,0.1,66.7,0.1,100,0,0,0.1,0,0,0,0,0.1,0,0,0
Valur,Ólöf María Stefánsdóttir,2019/20,3,0,0,0,0,0,0.3,0.3,0,0,0,0,0.7,0,0,0
Afturelding,Ólöf Marín Hlynsdóttir,2021/22,16,2.4,38.6,0,0,0.8,1.4,0.4,2.4,0.4,0.6,0,2.1,0.1,0.1,0
KA/Thor,Ólöf Marín Hlynsdóttir,2018/19,15,0.9,37.1,0,0,0.3,0.4,0.3,0.5,0.3,0.1,0,2.5,0.1,0.2,0
Afturelding,Ósk Hauksdóttir,2019/20,10,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0
Fram,Perla Ruth Albertsdóttir,2022/23,23,5.1,71.3,1,88.9,0.4,0.5,0.4,0.5,0.6,0.6,0.3,5,0,0.3,0
Fram,Perla Ruth Albertsdóttir,2021/22,25,2.4,72.8,0,0,0.2,0.2,0.3,0.5,0.4,0.3,0,0.6,0,0.1,0
Fram,Perla Ruth Albertsdóttir,2020/21,3,2,60,0,0,0,0,0.3,0.3,1,0.3,0,0.3,0,0,0
Fram,Perla Ruth Albertsdóttir,2019/20,18,3.1,75.3,0,0,0.3,0.3,0.6,0.7,0.1,0.4,0.2,3.1,0.1,0.3,0
Selfoss,Perla Ruth Albertsdóttir,2018/19,21,5.1,78.3,0,100,0.5,0.6,1,1,0.7,0.7,0.4,3.2,0,0.1,0
KA/Thor,Rafaele Nascimento Fraga,2023/24,1,1,33.3,0,0,1,1,0,4,0,1,0,1,0,1,0
Afturelding,Ragna Sif Úlfarsdóttir,2021/22,13,0.2,50,0,0,0.2,0.2,0.1,0.2,0,0,0.1,0.2,0,0,0
Haukar,Ragnheiður Ragnarsdóttir,2023/24,5,1.6,53.3,0,0,0.2,0.2,0,0.4,0,0,0,0.4,0,0.2,0
Haukar,Ragnheiður Sveinsdóttir,2023/24,5,1.4,63.6,0,0,0.4,0.4,0.2,0.2,0.6,0.4,0.8,3.2,0,1,0.2
Haukar,Ragnheiður Ragnarsdóttir,2022/23,28,2.9,66.7,0,0,0.4,0.6,0.3,0.5,0.3,1.1,0,0.6,0,0.2,0
Haukar,Ragnheiður Sveinsdóttir,2022/23,28,1.5,63.6,0,0,0.2,0.3,0.6,0.5,0.5,0.5,0.8,4.7,0.3,0.8,0
Fram,Ragnheiður Júlíusdóttir,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Ragnheiður Ragnarsdóttir,2021/22,22,2,51.8,0,0,0.3,0.4,0,0.4,0.3,0.7,0,0.5,0,0.1,0
Valur,Ragnheiður Sveinsdóttir,2021/22,25,0,100,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0
Fram,Ragnheiður Júlíusdóttir,2021/22,13,6.2,46.8,1.9,89.3,2,3.9,0.1,3,0.3,1,0.3,1.2,0,0.1,0
Valur,Ragnheiður Sveinsdóttir,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Ragnheiður Júlíusdóttir,2020/21,16,8.1,50.8,2.4,78,2.6,3.7,0.1,3.1,0.4,0.9,0.6,1.9,0.1,0.5,0.1
FH,Ragnheiður Tómasdóttir,2020/21,11,2.5,63.6,0,0,0.1,0.1,0.2,0.6,0.9,0.7,0,1.8,0,0.1,0
Haukar,Ragnheiður Ragnarsdóttir,2020/21,16,1.9,57.7,0,0,0.2,0.2,0.3,0.4,0.6,1,0,0.5,0,0.3,0
Haukar,Ragnheiður Ragnarsdóttir,2019/20,18,1.8,62.3,0,0,0.2,0.2,0.2,0.6,0.2,0.6,0,1.4,0.1,0.1,0
Haukar,Ragnheiður Sveinsdóttir,2019/20,8,1.1,47.4,0,0,0.1,0.4,0.3,0.3,0.5,0.6,0.1,2.4,0,0.4,0
Fram,Ragnheiður Júlíusdóttir,2019/20,18,6.3,54.9,1.8,78,2.2,3.3,0.1,1.6,0.2,0.7,0.6,1.8,0.1,0.1,0
Haukar,Ragnheiður Ragnarsdóttir,2018/19,13,1.5,71.4,0,0,0,0,0,0.2,0.2,0.2,0.1,0.2,0,0.3,0
Haukar,Ragnheiður Sveinsdóttir,2018/19,24,1.6,71.7,0,0,0.2,0.2,0.3,0.8,0.3,0.5,0.5,3.3,0.2,0.5,0
Fram,Ragnheiður Júlíusdóttir,2018/19,27,6.7,48.3,1.9,79.4,2.7,3.8,0.1,1.7,0.2,0.9,1,2.3,0.1,0.5,0
Afturelding,Ragnhildur Hjartardóttir,2023/24,4,3,85.7,0,0,0.3,0.3,0.3,0,1.3,0.5,0,0.8,0,0,0
Afturelding,Ragnhildur Hjartardóttir,2021/22,9,0.6,38.5,0,0,0.2,0.2,0.1,0.4,0.3,0.4,0,0.6,0,0,0
Afturelding,Ragnhildur Hjartardóttir,2019/20,19,1.9,66.1,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.7,0,0.1,0
Valur,Ragnhildur Edda Þórðardóttir,2021/22,9,0.2,33.3,0,0,0,0,0,0,0,0,0,0.7,0,0,0
Valur,Ragnhildur Edda Þórðardóttir,2020/21,17,1.2,50,0,0,0,0,0.2,0.2,0.3,0.2,0,0.1,0,0.1,0
Valur,Ragnhildur Edda Þórðardóttir,2019/20,18,1.7,57.4,0,0,0.1,0.1,0.1,0.2,0.1,0.3,0,0.3,0,0,0
Valur,Ragnhildur Edda Þórðardóttir,2018/19,27,2.3,64.2,0,0,0,0,0.1,0.6,0.2,0.8,0,0.4,0,0,0
Selfoss,Rakel Guðjónsdóttir,2022/23,21,2.9,55.6,0,0,0.1,0.1,0.1,0.6,0.5,0.3,0,0.4,0,0.1,0
Haukar,Rakel Sigurðardóttir,2021/22,17,1.5,73.5,0,0,0.2,0.3,0.6,0.2,0.5,0.6,0.7,2.9,0.2,0.8,0
Haukar,Rakel Sigurðardóttir,2020/21,16,1.6,70.3,0,0,0.1,0.1,0.3,0.5,0.3,0.3,0.6,3.3,0.3,0.6,0
Haukar,Rakel Sigurðardóttir,2019/20,17,0.7,75,0,0,0.1,0.1,0.1,0.3,0.4,0.2,0.4,2.3,0.1,0.6,0.1
Haukar,Rakel Sigurðardóttir,2018/19,19,0.5,69.2,0.1,100,0.1,0.1,0.2,0.3,0.1,0.1,0.3,1.7,0.2,0.2,0
Selfoss,Rakel Guðjónsdóttir,2018/19,20,0.7,44.8,0,0,0.1,0.1,0.1,0.2,0.1,0,0.1,0.3,0,0.1,0
Stjarnan,Rakel Dórothea Ágústsdóttir,2023/24,5,0.4,22.2,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0
HK,Rakel Dórothea Ágústsdóttir,2022/23,4,0.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Stjarnan,Rakel Dögg Bragadóttir,2019/20,10,3,46.2,0,0,2.6,4,0.1,1.2,0.1,1.1,0.8,2.3,0.1,0.4,0
Stjarnan,Rakel Dögg Bragadóttir,2018/19,11,2.4,37.1,0,0,3.1,3.9,0.1,1.6,0.2,0.5,0.3,3.5,0,0.5,0
Haukar,Rakel Oddný Guðmundsdóttir,2023/24,5,1,45.5,0,0,0,0,0,1,0.6,0,0,0.2,0,0,0
Haukar,Rakel Oddný Guðmundsdóttir,2022/23,28,1.8,53.1,0,0,0.1,0.2,0.1,0.3,0.3,0.3,0,0.4,0,0.1,0
Haukar,Rakel Oddný Guðmundsdóttir,2021/22,22,0.9,55.9,0,100,0,0.1,0,0.1,0.1,0.1,0,0.2,0,0,0
Haukar,Rakel Oddný Guðmundsdóttir,2020/21,16,0.7,40.7,0,0,0.3,0.4,0,0.5,0,0.1,0.1,0.3,0,0.1,0
Haukar,Rakel Oddný Guðmundsdóttir,2019/20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KA/Thor,Rakel Sara Elvarsdóttir,2023/24,4,3.8,62.5,0,0,0.3,0.3,0.3,0.8,0.5,0.5,0,0.5,0,0.3,0
KA/Thor,Rakel Sara Elvarsdóttir,2021/22,27,4.4,63.8,0,0,0.2,0.3,0.2,0.6,0.6,0.7,0,0.7,0.1,0.3,0
KA/Thor,Rakel Sara Elvarsdóttir,2020/21,19,3.9,70.1,0,0,0.1,0.1,0.4,0.3,0.7,0.8,0,0.8,0.1,0.4,0
KA/Thor,Rakel Sara Elvarsdóttir,2019/20,18,2.7,51.1,0,0,0.1,0.2,0.4,0.6,0.2,0.3,0,1,0,0.3,0
KA/Thor,Rakel Sara Elvarsdóttir,2018/19,20,1.3,52,0,0,0,0,0.2,0.6,0.2,0.3,0,0.5,0,0.1,0
Selfoss,Roberta Stropé,2022/23,13,6.8,55.3,0,0,1.5,2.7,0.6,3.4,0.2,0.9,1.2,3.4,0.5,1.3,0.3
Afturelding,Roberta Ivanauskaite,2019/20,14,4.6,50.4,0,0,0.6,1,1.3,1.6,0.6,0.3,1.2,4,0.4,1.1,0.2
Haukar,Rósa Kristín Kemp,2023/24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Rósa Kristín Kemp,2022/23,28,0.1,40,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0
Haukar,Rósa Kristín Kemp,2021/22,15,0.1,100,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0
Haukar,Rósa Kristín Kemp,2020/21,7,0.1,100,0.1,100,0,0,0,0.1,0,0,0,0,0,0,0
Haukar,Rósa Kristín Kemp,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA/Thor,Rut Jónsdóttir,2022/23,15,5.5,66.4,2,78.9,4.3,7.2,0.5,2.4,0.7,1.1,0,1.8,0,0.2,0
KA/Thor,Rut Jónsdóttir,2021/22,24,5.8,67.6,1.3,81.1,3.5,5.4,0.9,2.2,0.4,0.5,0.3,2.5,0,0.2,0
KA/Thor,Rut Jónsdóttir,2020/21,19,5.8,70.5,2.1,78.4,3.7,4.9,0.8,1,0.3,0.7,0.2,2.8,0.1,0.1,0
Valur,Sandra Erlingsdóttir,2019/20,12,4.9,62.8,3.1,74,3,5.3,1.6,3.2,0.4,0.3,0.1,2,0.1,0.2,0
Valur,Sandra Erlingsdóttir,2018/19,26,4,70.9,2.6,83.8,1.9,2.9,0.8,2.2,0.2,0.2,0,0.2,0.1,0.1,0
IBV,Sandra Dís Sigurðardóttir,2020/21,3,0.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0
IBV,Sandra Dís Sigurðardóttir,2019/20,11,2.8,45.6,0,0,0.4,0.4,0.2,1.1,0.5,0.4,0.3,2.9,0.4,0.3,0
IBV,Sandra Dís Sigurðardóttir,2018/19,23,1.8,40.2,0,0,1,1.6,0.3,1.8,0.3,0.3,0.3,3.4,0,0.3,0
Haukar,Sara Odden,2023/24,5,1.8,33.3,0,0,1.4,3.2,0,2,0,0.2,1.4,3,0.2,0.6,0
Haukar,Sara Odden,2022/23,18,1.8,29.4,0,0,1.7,2.7,0,1.4,0.1,0.3,1.1,2.8,0,0.2,0
Haukar,Sara Odden,2021/22,21,5.7,49.4,0,0,2.5,3.9,0.2,2.5,0.4,0.9,1,3.3,0.1,0.2,0
Stjarnan,Sara Jovisic,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Sara Odden,2020/21,16,5.4,45.3,0,0,1.7,2.5,0.3,2.3,0.3,0.8,1.2,2.1,0.1,0.4,0
Afturelding,Sara Kristjánsdóttir,2019/20,5,0.4,25,0,0,0.8,1,0,1.2,0,0,0,0.8,0,0.2,0
Haukar,Sara Odden,2019/20,17,3.7,37.5,0,0,1.4,2.2,0.5,1.2,0.3,0.5,0.7,3.8,0,0.5,0
IBV,Sara Dröfn  Ríkharðsdóttir,2023/24,5,2.2,73.3,0.2,100,0,0,0.2,0,0,0.6,0,0.4,0,0.4,0
IBV,Sara Dröfn  Ríkharðsdóttir,2022/23,29,1.2,59.6,0,0,0.1,0.1,0.2,0.4,0.7,0.5,0,0.3,0,0.3,0
IBV,Sara Dröfn  Ríkharðsdóttir,2021/22,22,0.1,23.1,0,0,0.1,0.1,0,0.2,0.1,0,0,0.1,0,0,0
IR,Sara Dögg Hjaltadóttir,2023/24,5,5.8,56.9,1.4,100,3.8,5.8,0.2,2.4,0.4,0.8,0.2,4.4,0.2,0.2,0
Valur,Sara Dögg Hjaltadóttir,2022/23,27,1.7,55.4,0.2,66.7,1.6,2.5,0.3,0.7,0.1,0.1,0,2.2,0,0.1,0
Haukar,Sara Katrín Gunnarsdóttir,2023/24,5,0.8,28.6,0.2,25,1,1.6,0.6,2,0,0.6,0,0.8,0,0.2,0
HK,Sara Katrín Gunnarsdóttir,2022/23,22,3.4,57.7,0.8,81.8,1.2,1.8,0.5,2.2,0.2,0.5,0,3,0,0.5,0
HK,Sara Katrín Gunnarsdóttir,2021/22,18,2.1,62.7,0.7,86.7,0.4,0.7,0.6,1.2,0.1,0.3,0,1.7,0.1,0.1,0
HK,Sara Katrín Gunnarsdóttir,2020/21,14,0.2,27.3,0,0,0,0,0.2,0.3,0,0.1,0,0.2,0,0.1,0
HK,Sara Katrín Gunnarsdóttir,2019/20,6,0.2,100,0,0,0,0,0,0.2,0,0,0,0.7,0,0,0
Valur,Sara Lind Fróðadóttir,2023/24,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Sara Margrét Örlygsdóttir,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Sara Rún Gísladóttir,2022/23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Sara Sif Jónsdóttir,2021/22,15,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0
IBV,Sara Sif Jónsdóttir,2020/21,6,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0
IBV,Sara Sif Jónsdóttir,2018/19,16,0.1,20,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0
IBV,Selma Rut  Sigurbjörnsdóttir,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Selma Rut  Sigurbjörnsdóttir,2020/21,3,0.7,66.7,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0
IBV,Selma Rut  Sigurbjörnsdóttir,2019/20,7,0,0,0,0,0,0,0.1,0.3,0,0,0,0.1,0,0,0
KA/Thor,Selma Sól Ómarsdóttir,2023/24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA/Thor,Selma Sól Ómarsdóttir,2022/23,7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
Valur,Sigríður Hauksdóttir,2023/24,3,3,69.2,0,0,0,0,0.3,0.3,0,0,0,0.3,0,0.3,0
Valur,Sigríður Hauksdóttir,2022/23,26,1.5,59.1,0,100,0.1,0.1,0.1,0.3,0.2,0.2,0,0.2,0,0,0
HK,Sigríður Hauksdóttir,2020/21,14,4.9,75,0.9,86.7,0.4,0.5,0.1,0.6,0.3,1.3,0,1.6,0,0.5,0
HK,Sigríður Hauksdóttir,2019/20,19,4.4,70.6,0.7,77.8,0.2,0.3,0.5,0.5,0.5,0.9,0,1.6,0.2,0.4,0
HK,Sigríður Hauksdóttir,2018/19,20,3.3,62.3,1,76,0.2,0.3,0.3,0.4,0.2,0.3,0.1,0.3,0.1,0.4,0
Selfoss,Sigríður Lilja Sigurðardóttir,2018/19,6,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
FH,Sigrún Jóhannsdóttir,2020/21,9,0.7,37.5,0,0,0.9,1.2,0.7,3.1,0.8,0.6,0.1,1.7,0.1,0.2,0
IR,Sigrún Ása Ásgrímsdóttir,2023/24,5,2.2,47.8,0,0,0.2,0.2,1.6,1,0.2,0.6,0,0.4,0,0.2,0
Stjarnan,Sigrún Ása Ásgrímsdóttir,2020/21,17,0.4,85.7,0,0,0,0,0.2,0.2,0,0,0,0,0,0.1,0
Stjarnan,Sigrún Ása Ásgrímsdóttir,2019/20,18,1.2,68.8,0,0,0.1,0.1,0.7,0.7,0.2,0.1,0.1,0.6,0.1,0.4,0
Fram,Sigurbjörg Jóhannsdóttir,2018/19,17,1.4,50,0.1,50,2.1,2.6,0.1,1.1,0.1,0.2,0.2,0.6,0,0.1,0
HK,Sigurrós Hávarðardóttir,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK,Sigurrós Hávarðardóttir,2019/20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Silja Ísberg,2019/20,3,1.3,36.4,0,0,0,0,0.3,0.7,0.7,0.3,0,0.7,0,0,0
IBV,Sirrý Rúnarsdóttir,2019/20,4,0.3,50,0,0,0,0,0,0,0,0,0,0,0,0,0
KA/Thor,Sofie Soberg Larsen,2021/22,2,2,40,0,0,0,0,0,1,0,0,0,4,0,0,0
Haukar,Sonja Lind Sigsteinsdóttir,2023/24,5,3.4,53.1,0,0,0.2,0.2,0.4,0.2,0,0,0,1,0,0,0
Haukar,Sonja Lind Sigsteinsdóttir,2022/23,27,1.9,48.1,0,0,0.6,0.9,0.6,0.7,0.1,0.3,0,2.3,0.1,0.1,0
Stjarnan,Sonja Lind Sigsteinsdóttir,2021/22,23,0.6,43.3,0.1,100,0.1,0.1,0.1,0.2,0.2,0.1,0,0.6,0,0.2,0
Stjarnan,Sonja Lind Sigsteinsdóttir,2020/21,9,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0
Fram,Sóldís Rós Ragnarsdóttir,2023/24,4,0.3,33.3,0,0,0.5,0.5,0,0.3,0,0,0,0,0,0,0
Fram,Sóldís Rós Ragnarsdóttir,2022/23,12,0.3,100,0,0,0.1,0.1,0,0.1,0,0.1,0,0.1,0,0,0
Fram,Sóldís Rós Ragnarsdóttir,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK,Sóley Ívarsdóttir,2022/23,21,2.3,67.6,0,0,0,0.2,0.3,1.2,0.4,0.5,0,2.3,0.2,0.6,0
HK,Sóley Ívarsdóttir,2021/22,21,0.3,75,0,0,0,0,0.1,0.2,0.1,0,0,0.5,0.1,0.3,0
HK,Sóley Ívarsdóttir,2019/20,19,0.7,56,0,0,0.3,0.4,0.2,0.4,0.2,0.2,0.1,2.6,0,0.8,0
HK,Sóley Ívarsdóttir,2018/19,3,0.3,100,0,0,0,0,0.3,0,0,0,0,0,0,0,0
Selfoss,Sólveig Erla Oddsdóttir,2018/19,2,0.5,50,0,0,0,0,0,1,0.5,0,0,0,0,0,0
KA/Thor,Sólveig Lára Kristjánsdóttir,2023/24,3,1.3,33.3,0,0,0.7,1.4,0.7,2.7,0,0.7,0.3,2.7,0,0,0
KA/Thor,Sólveig Lára Kristjánsdóttir,2022/23,3,0.3,16.7,0,0,0.7,1,0.3,0.3,0.3,0,0.3,1.3,0,0,0
KA/Thor,Sólveig Lára Kristjánsdóttir,2021/22,6,1.2,38.9,0,0,0,0.7,0.2,0.3,0.2,0.7,0.3,1.3,0,0.3,0
KA/Thor,Sólveig Lára Kristjánsdóttir,2020/21,16,1.9,42.3,0,0,1,2.1,0.3,1.3,0.2,0.4,0.6,1.4,0.1,0.3,0.1
Stjarnan,Sólveig Lára Kjærnested,2020/21,16,2.6,51.3,0.1,50,2.6,3.7,0.8,3.3,0.2,0.9,0.1,2.4,0.1,0.4,0
Stjarnan,Sólveig Lára Kjærnested,2019/20,18,2.8,63,0.7,81.3,2.8,4,0.4,2.2,0.1,0.8,0.1,3.8,0.2,0.3,0
KA/Thor,Sólveig Lára Kristjánsdóttir,2018/19,21,4.2,43.8,0,100,1.4,2.6,0.3,2.7,0.3,0.8,0.4,2.9,0.3,0.7,0
Stjarnan,Stefanía Theodórsdóttir,2023/24,5,1.4,70,0,0,0.2,0.2,0.2,0.4,0.8,0.4,0,0.6,0,0.2,0
Stjarnan,Stefanía Theodórsdóttir,2022/23,24,1.6,73.1,0,100,0.3,0.3,0.1,0.2,0.1,0.5,0,0.4,0,0.1,0
Stjarnan,Stefanía Theodórsdóttir,2021/22,9,2.9,59.1,0,0,0,0,0.3,0.7,0.2,0.4,0,1.4,0.2,0.3,0
Stjarnan,Stefanía Theodórsdóttir,2020/21,7,0.9,54.5,0,0,0,0,0.1,0,0.3,0.7,0,0.1,0,0,0
Stjarnan,Stefanía Theodórsdóttir,2019/20,18,4.1,63.8,0,0,0.7,0.9,0.7,0.5,0.5,1.1,0.1,4.9,0.2,0.4,0
Stjarnan,Stefanía Theodórsdóttir,2018/19,21,2.7,61.3,0.1,50,0.4,0.5,0.2,0.5,0.2,0.8,0,1.8,0.1,0.4,0
Afturelding,Stefanía Ósk Engilbertsdóttir,2023/24,4,1.3,55.6,0,0,0,0,0.8,0.3,0,0,0,0.3,0,0.3,0
Fram,Steinunn Björnsdóttir,2022/23,22,4.9,73.8,0.4,64.3,1.3,1.6,1,0.9,0.5,1.1,2.2,4.6,0.1,0.3,0
Fram,Steinunn Björnsdóttir,2021/22,12,3,85.7,0,0,0.5,0.8,0.7,0.7,0.8,0.6,2.3,3,0.3,0.3,0
Fram,Steinunn Björnsdóttir,2020/21,13,3.5,82.1,0,0,0.9,1.1,0.9,0.8,0.5,1.1,2.2,2.7,0.1,0.4,0
Stjarnan,Steinunn Guðjónsdóttir,2019/20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Steinunn Björnsdóttir,2019/20,18,5.3,83.5,0,0,1.4,1.5,1.6,1,0.3,1.9,3.3,4.8,0.2,0.5,0
Fram,Steinunn Björnsdóttir,2018/19,26,5.3,76.2,0,100,1,1.3,1.3,1.1,0.2,1.5,1.8,4.7,0.2,0.8,0
Stjarnan,Steinunn Guðjónsdóttir,2018/19,21,0.4,50,0,0,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0
HK,Stella Jónsdóttir,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Stella Sigurðardóttir,2021/22,27,0.9,75,0,0,0.3,0.5,0.2,0.3,0.2,0.7,1.4,3.6,0,0.4,0
Fram,Stella Sigurðardóttir,2020/21,10,0.7,87.5,0,0,0.4,0.6,0.1,0.3,0.3,0.7,0.4,1.5,0.1,0.4,0
IBV,Sunna Daðadóttir,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Sunna Jónsdóttir,2023/24,5,4.8,70.6,0,0,1.6,2.8,1,1.2,0.2,0.6,0.6,2.2,0,0,0
IBV,Sunna Jónsdóttir,2022/23,29,4.6,53.6,0,0,2.6,3.8,0.9,2.4,0.4,1,1.4,3.9,0.2,0.3,0
IBV,Sunna Jónsdóttir,2021/22,27,5.1,52.1,0,0,3,4.6,1.2,3.1,0.6,0.9,1.2,4.1,0.1,0.3,0
IBV,Sunna Daðadóttir,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Sunna Jónsdóttir,2020/21,17,3.7,48.5,0,0,1.5,2.5,0.9,2.1,0.2,0.8,0.9,4.4,0.2,0.2,0
IBV,Sunna Jónsdóttir,2019/20,18,4.6,51.9,0.1,100,1.9,2.8,0.9,1.9,0.7,0.9,1.7,5.3,0.1,0.8,0
IBV,Sunna Jónsdóttir,2018/19,24,2.5,44.1,0,0,1.8,2.9,0.6,2.4,0.2,0.4,0.6,3.9,0.1,0.2,0
KA/Thor,Sunna Katrín  Hreinsdóttir,2022/23,11,0.3,100,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0
KA/Thor,Sunna Katrín  Hreinsdóttir,2021/22,12,0.1,33.3,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0
KA/Thor,Sunna Katrín  Hreinsdóttir,2020/21,11,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0
Afturelding,Susan Ines Gamboa,2023/24,4,3.3,46.4,0,0,1.5,2,0.8,3,0.5,1.3,1.8,4.3,0,1,0
KA/Thor,Svala Björk Svavarsdóttir,2022/23,9,0.7,30,0,0,0.1,0.2,0,1.2,0,0.1,0.2,0.8,0.1,0,0
KA/Thor,Svala Björk Svavarsdóttir,2020/21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA/Thor,Svala Björk Svavarsdóttir,2019/20,18,0.8,35,0,0,0.2,0.3,0.1,0.3,0.1,0.1,0,0.9,0,0.2,0
KA/Thor,Svala Björk Svavarsdóttir,2018/19,16,0.1,50,0,0,0,0,0,0.3,0,0,0,0,0,0.1,0
Fram,Svala Júlía Gunnarsdóttir,2023/24,4,1.8,77.8,0,0,0,0,0.3,1,0,0,0,0.8,0,0.3,0
Fram,Svala Júlía Gunnarsdóttir,2022/23,17,0.1,66.7,0,0,0.1,0.1,0,0,0,0,0,0.4,0,0,0
Fram,Svala Júlía Gunnarsdóttir,2021/22,27,0.4,58.8,0,0,0,0,0.1,0.1,0,0,0,0.4,0,0,0
Fram,Svala Júlía Gunnarsdóttir,2020/21,7,0.1,20,0,0,0,0,0.3,0.1,0,0,0,0,0,0,0
Fram,Svala Júlía Gunnarsdóttir,2019/20,6,0.2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Svala Júlía Gunnarsdóttir,2018/19,7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
Afturelding,Sylvía Björt Blöndal,2023/24,2,7,66.7,0,0,2,3.5,0,2.5,1.5,1.5,0.5,4,1,0,0.5
Afturelding,Sylvía Björt Blöndal,2021/22,21,5.7,41.7,0.4,75,2,3.7,0.6,2.9,0.6,1,0.2,3.7,0,0.7,0
FH,Sylvía Björt Blöndal,2020/21,7,1.6,44,0.3,100,0.6,0.7,0.1,0.7,0.1,0,0,0,0,0.1,0
IR,Sylvía Sigríður Jónsdóttir,2023/24,5,1,45.5,0,0,0.6,1.2,1,0.6,0.4,0.4,0,1.8,0.2,0,0
Fram,Tamara Jovicevic,2022/23,8,3.5,49.1,0.5,57.1,1.3,2.3,0,0.8,0.1,0.1,0.1,0.5,0,0.4,0
HK,Telma Medos,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA/Thor,Telma Lísa Elmarsdóttir,2023/24,5,1.8,60,0,0,2.2,3.6,0,1,0.2,0.2,0.4,3.4,0.2,0.4,0
KA/Thor,Telma Lísa Elmarsdóttir,2022/23,22,0.2,35.7,0,0,0.1,0.3,0,0.5,0.1,0.2,0,1,0,0.3,0
KA/Thor,Telma Lísa Elmarsdóttir,2021/22,6,0.3,50,0.2,100,0,0.2,0.2,0.2,0,0.2,0,0.2,0,0,0
KA/Thor,Telma Lísa Elmarsdóttir,2020/21,8,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
KA/Thor,Telma Lísa Elmarsdóttir,2019/20,10,0.6,50,0,0,0.1,0.3,0,0.2,0,0,0,0.1,0,0,0
KA/Thor,Telma Lísa Elmarsdóttir,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Telma Rut Frímannsdóttir,2023/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Telma Rut Frímannsdóttir,2021/22,15,1.2,75,0.3,83.3,0.6,1.5,0.3,0.9,0.5,0.9,0,1.8,0.1,0.3,0
Valur,Thea Imani Sturludóttir,2023/24,5,5,53.2,0,0,3.4,3.8,0.4,0.6,0.2,0.6,0.4,4.8,0,0,0
Valur,Thea Imani Sturludóttir,2022/23,26,4.6,54.1,0,0,3,3.9,0.7,1.1,0.3,0.7,1,5.6,0,0.1,0
