Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,Sto,Sk.F,FiV,TB,Frk,Stl,Blk,Stp,Gul,2m,Rau
IBV,Dánjal Ragnarsson,2023/24,5,0.6,42.9,0,0,0.8,0.8,0,0.4,0,0.4,0,0.8,0,0.6,0
IBV,Dánjal Ragnarsson,2022/23,28,1.6,63,0,100,0.8,1.3,0.3,0.7,0.1,0.3,0.1,1.1,0.1,0.3,0
IBV,Dánjal Ragnarsson,2021/22,29,1.4,69.5,0,0,0.5,0.6,0.1,0.4,0.2,0.2,0,0.9,0,0.1,0
IR,Eggert Sveinn Jóhannsson,2020/21,18,1.2,59.5,0,0,0.1,0.1,0.1,0.4,0.1,0.4,0,0.4,0,0,0
IR,Eggert Sveinn Jóhannsson,2019/20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,Eggert Sveinn Jóhannsson,2018/19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
Stjarnan,Egill  Magnússon,2023/24,4,1,19,0,0,3,4.5,0.3,1.5,0.5,0.3,0,0.8,0.3,0.5,0
FH,Egill  Magnússon,2022/23,18,1.6,33.7,0,0,1.6,2.5,0.1,0.8,0.1,0.1,0,0.3,0,0.1,0
FH,Egill  Magnússon,2021/22,16,4,42.4,0,0,3.1,4.2,0.4,1.7,0,0.2,0.1,0.8,0,0.1,0
FH,Egill  Magnússon,2020/21,17,3.7,46.7,0,0,3.4,4.6,0.2,1.9,0.4,0.2,0.1,0.3,0,0.1,0
IR,Egill Björgvinsson,2020/21,8,0,0,0,0,0,0.3,0.5,0.3,0,0.1,0,0.3,0,0,0
FH,Egill  Magnússon,2019/20,7,1.7,52.2,0,0,1.3,1.9,0.1,0.9,0,0.1,0,0.4,0,0,0
Stjarnan,Egill  Magnússon,2018/19,17,6.5,46.4,0,0,2.7,3.6,0.1,1.4,0.2,0.2,0.6,2.5,0.1,0.2,0
Afturelding,Egill Már Hjartarson,2020/21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Egill Már Hjartarson,2019/20,18,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Afturelding,Egill Már Hjartarson,2018/19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,Egill Skorri Vigfússon,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,Egill Skorri Vigfússon,2020/21,1,1,33.3,1,33.3,0,0,0,0,0,0,0,0,0,0,0
Fram,Eiður Rafn Valsson,2023/24,5,1.4,63.6,0,0,0,0,0,0.4,0.4,0.2,0,0.4,0,0,0
Fram,Eiður Rafn Valsson,2022/23,6,0.3,33.3,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0
Selfoss,Einar Sverrisson,2023/24,4,3,31.6,0.5,66.7,1.8,3.3,0,2.3,0,1.3,0.5,3,0.3,0.8,0
Selfoss,Einar Sverrisson,2022/23,24,6,54.7,1.6,77.6,3,4,0.3,1.5,0.7,0.5,0.3,2.7,0.2,0.4,0
Selfoss,Einar Sverrisson,2021/22,20,4.9,55.1,1.8,75,1.6,2.2,0.4,1.6,0.8,0.3,0.5,3.9,0.3,0.4,0
Selfoss,Einar Sverrisson,2020/21,24,3.2,51,0.2,62.5,1.9,2.6,0.3,1.5,0.3,0.4,0.3,2.5,0.1,0.3,0
Selfoss,Einar Sverrisson,2019/20,6,4.5,64.3,0.7,100,1.5,1.8,0.7,1.5,0.2,0.2,0.2,1.7,0,0.5,0.2
Selfoss,Einar Sverrisson,2018/19,18,2.9,54.6,0.7,57.1,1.4,1.8,0.5,1.1,0.3,0.5,0.2,2.2,0.1,0.6,0
KA,Einar Birgir Stefánsson,2023/24,5,2.6,81.3,0,0,0.2,0.2,0.8,1,0.2,0.2,0.2,4.2,0,0.4,0
KA,Einar Birgir Stefánsson,2022/23,16,2.4,72.2,0,0,0.3,0.4,0.9,0.5,0.4,0.6,0.2,2.3,0.3,0.4,0
KA,Einar Birgir Stefánsson,2021/22,25,1.8,60.5,0,100,0.1,0.2,0.7,0.6,0.4,0.4,0.4,4.4,0,0.4,0
KA,Einar Birgir Stefánsson,2020/21,24,2.2,74.3,0,0,0.1,0.2,0.5,0.7,0.6,0.4,0.7,2.8,0.2,0.4,0
KA,Einar Birgir Stefánsson,2019/20,20,1.2,74.2,0,0,0.1,0.2,0.6,0.2,0.5,0.4,0.5,1.8,0.1,0.3,0.1
KA,Einar Birgir Stefánsson,2018/19,22,1,66.7,0,100,0.1,0.2,0.6,0.4,0.1,0.1,0.4,1.4,0.1,0.3,0
FH,Einar Bragi Aðalsteinsson,2023/24,6,4.2,61,0,0,2.8,5,1.2,2,0.7,1,1.3,3.5,0.2,0.7,0
FH,Einar Bragi Aðalsteinsson,2022/23,27,4.8,56.3,0,0,2,2.6,0.8,2,0.5,0.9,0.9,4.4,0,0.7,0
HK,Einar Bragi Aðalsteinsson,2021/22,17,6.4,53.4,0.8,72.2,2.1,2.7,0.8,1.4,0.4,0.6,0.2,2.8,0,0.1,0
Afturelding,Einar Ingi Hrafnsson,2022/23,29,3.2,79.7,0,0,0.1,0.1,0.8,0.4,0.3,0.1,0.3,0.9,0.1,0.5,0.1
Afturelding,Einar Ingi Hrafnsson,2021/22,18,1.6,82.4,0,0,0.1,0.1,0.4,0.4,0.5,0.2,0.7,2.2,0.3,0.5,0
Afturelding,Einar Ingi Hrafnsson,2020/21,22,1.5,71.7,0,0,0.1,0.2,0.5,0.3,0.2,0.4,0.7,1.9,0,0.5,0
Afturelding,Einar Ingi Hrafnsson,2019/20,20,1.4,79.4,0,0,0.3,0.4,0.7,0.6,0.2,0.4,0.8,3.1,0.2,0.7,0.2
Afturelding,Einar Ingi Hrafnsson,2018/19,24,2,69,0,0,0.1,0.2,0.7,0.3,0.3,0.3,0.5,1.9,0,0.5,0.1
KA,Einar Logi Friðjónsson,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA,Einar Logi Friðjónsson,2018/19,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
HK,Einar Pétur Pétursson,2021/22,16,2.6,65.1,1.5,64.9,0.3,0.4,0.4,0.8,0.4,0.4,0,0.7,0,0.1,0
Haukar,Einar Pétur Pétursson,2019/20,20,2.5,70.4,0,0,0.1,0.3,0.4,0.3,0.7,0.6,0,0.7,0,0.2,0
Haukar,Einar Pétur Pétursson,2018/19,25,0.9,62.2,0.1,50,0,0.1,0.1,0.3,0.3,0.2,0,0.8,0,0.2,0
KA,Einar Rafn Eiðsson,2023/24,5,6.6,58.9,2.6,68.4,3.4,4.6,0.4,1.6,1,0.2,0,1.2,0.2,0.4,0
KA,Einar Rafn Eiðsson,2022/23,22,7.4,62.1,2.8,80.5,3.7,5.8,0.5,2.2,0.3,0.3,0,2.5,0.2,0.6,0
KA,Einar Rafn Eiðsson,2021/22,17,3.9,53.7,0.7,75,3.5,6.1,0.7,1.9,0.5,0.4,0,2.8,0.2,0.4,0
FH,Einar Rafn Eiðsson,2020/21,22,6,60.6,2,78.6,4.2,6.2,0.5,2.3,0.3,0.3,0.2,3.5,0.1,0.6,0
FH,Einar Rafn Eiðsson,2019/20,20,4.8,54.9,0.7,76.5,3.7,5.4,0.5,1.8,0.8,0.5,0.1,2.7,0.2,0.7,0
FH,Einar Rafn Eiðsson,2018/19,20,3.8,46,0.7,76.5,3.3,5.9,0.5,1.6,1.1,0.5,0.1,3.2,0.1,0.5,0
Valur,Einar Þorsteinn Ólafsson,2021/22,30,1.8,66.3,0,0,2.2,2.9,0.4,1.2,0.3,1,0.6,2.6,0.1,0.7,0.1
Valur,Einar Þorsteinn Ólafsson,2020/21,26,1.1,60.9,0,0,0.9,1.2,0.1,0.2,0.1,0.9,0.9,1.8,0.1,0.4,0
Valur,Einar Þorsteinn Ólafsson,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FH,Einar Örn Sindrason,2023/24,6,2.5,60,1.2,77.8,2.3,4.3,0.3,1.3,0.5,0.2,0,0,0,0.2,0.2
FH,Einar Örn Sindrason,2022/23,27,2.1,58.3,0.3,60,3,3.9,0.1,1.6,0.5,0.1,0,0.1,0,0,0
FH,Einar Örn Sindrason,2021/22,25,3.1,60,0.4,68.8,2,3.4,0.3,1.6,0.3,0.4,0,0.4,0,0,0
FH,Einar Örn Sindrason,2020/21,24,2.3,58.5,0,0,2.6,3.5,0.2,1.5,0.1,0.1,0,0.2,0,0,0
FH,Einar Örn Sindrason,2019/20,20,1.4,65.9,0.2,66.7,1.6,2.4,0.5,0.7,0.2,0,0,0.3,0,0.1,0
FH,Einar Örn Sindrason,2018/19,24,0.2,44.4,0,0,0.5,0.8,0.2,0.2,0,0,0,0.1,0,0,0
FH,Eiríkur Guðni Þórarinsson,2022/23,7,0.1,50,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0.1,0
FH,Eiríkur Guðni Þórarinsson,2021/22,16,0,0,0,0,0.1,0.1,0.1,0.1,0,0.1,0,0.1,0,0.1,0
FH,Eiríkur Guðni Þórarinsson,2020/21,22,0.3,100,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0
HK,Eiríkur Guðni Þórarinsson,2019/20,20,1.5,65.2,0,0,0.2,0.3,0.3,0.6,0.5,0.3,0.3,3.3,0.1,0.4,0
IR,Elías Bóasson,2019/20,3,0.7,50,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0
IR,Elías Bóasson,2018/19,21,1.1,54.5,0,0,0.8,1.2,0.3,0.8,0,0.1,0,0.7,0,0,0
Hordur,Elías Ari Guðjónsson,2022/23,4,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0
HK,Elías Björgvin Sigurðsson,2023/24,6,0.7,40,0,0,0.7,0.9,0.3,0.3,0,0,0,0.5,0,0.3,0
HK,Elías Björgvin Sigurðsson,2021/22,18,2.6,48.4,0.1,50,0.8,1,0.1,1.5,0.1,0.5,0.3,1.2,0.1,0.3,0
IBV,Elliði Snær Viðarsson,2019/20,20,3.1,82.4,0,0,1.5,1.6,0.4,0.5,0.4,1.3,0.5,4.5,0.1,0.6,0.1
IBV,Elliði Snær Viðarsson,2018/19,29,1.4,74.5,0,0,0.3,0.4,0.4,0.3,0.4,0.4,0.5,3.1,0.1,0.5,0
IBV,Elmar  Erlingsson,2023/24,5,7,70,2.8,93.3,4,6,0.8,2.2,0.4,0.8,0,2.2,0,0.6,0
IBV,Elmar  Erlingsson,2022/23,31,3.6,64.7,1.5,77,2.9,4,0.6,1.4,0.2,0.5,0.1,1,0,0.3,0
IBV,Elmar  Erlingsson,2021/22,25,2.2,77.8,0.7,85.7,0.9,1.2,0.4,1.3,0.3,0.1,0,0.6,0.1,0.1,0
IBV,Elmar  Erlingsson,2020/21,2,0.5,100,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0
Afturelding,Elvar Ásgeirsson,2018/19,24,5.1,55,0,0,3.4,4.9,0.5,2,0.3,0.4,0.2,2.3,0.1,0.4,0
Selfoss,Elvar Elí  Hallgrímsson,2022/23,24,1.4,70.8,0,0,0.3,0.3,0.4,0.4,0.5,0.1,0.3,2.7,0,0.4,0
Selfoss,Elvar Elí  Hallgrímsson,2021/22,23,0.4,83.3,0,0,0,0,0.1,0.2,0.2,0,0.1,1,0,0.1,0
Selfoss,Elvar Elí  Hallgrímsson,2020/21,8,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
Grotta,Elvar Otri Hjálmarsson,2023/24,5,2.8,46.7,0,0,4.6,7,0.2,1.8,0,0.4,0.4,4.4,0.2,0.4,0
Grotta,Elvar Otri Hjálmarsson,2022/23,18,1.2,48.9,0,0,1.6,2.2,0.2,1.2,0.2,0.3,0.1,1.4,0.1,0.2,0
Fjolnir,Elvar Otri Hjálmarsson,2019/20,12,0.4,25,0,0,0.6,0.7,0.1,0.8,0.1,0,0,0.2,0,0,0
Selfoss,Elvar Örn Jónsson,2018/19,30,6,59.9,0.9,68.4,2.7,4.3,0.6,1.9,0.4,0.4,0.5,4.8,0.2,0.4,0
Hordur,Endijs Kusners,2022/23,18,3.7,64.7,0,0,1.9,3.3,0.7,2.4,0.2,0.2,0,0.6,0.1,0.5,0
IR,Eyþór Vestmann,2020/21,12,0.2,50,0,0,0.1,0.1,0,0.2,0.3,0.2,0.7,3.2,0.1,1.1,0.2
IR,Eyþór Vestmann,2019/20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,Eyþór Vestmann,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,Eyþór Ari Waage,2022/23,21,1.5,71.1,0,0,0,0,0,0,0.3,0.1,0,0.1,0,0.1,0
FH,Eyþór Örn Ólafsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FH,Eyþór Örn Ólafsson,2019/20,7,0.1,12.5,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0
FH,Eyþór Örn Ólafsson,2018/19,15,0.3,50,0,0,0,0.1,0,0,0.1,0,0,0.1,0,0,0
IBV,Fannar Þór Friðgeirsson,2021/22,11,0,0,0,0,0.2,0.4,0,0,0.4,0.1,0,2.9,0,0.5,0.1
IBV,Fannar Þór Friðgeirsson,2020/21,19,2.1,55.7,0,0,1.4,2.2,0.6,0.9,0.3,0.4,0.4,3.7,0.2,0.5,0
IBV,Fannar Þór Friðgeirsson,2019/20,19,2.3,54.3,0,0,2.2,3.6,0.8,1.4,0.4,0.2,0.4,3.7,0.2,0.4,0.1
IBV,Fannar Þór Friðgeirsson,2018/19,26,3.4,58.6,0.1,75,2.1,3.1,0.8,1.6,0.3,0.5,0.7,3.7,0.2,0.4,0
Fram,Felix Már Kjartansson,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grotta,Filip Andonov,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grotta,Filip Andonov,2018/19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Finnbogi Þór Gunnarsson,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Finnur Ingi Stefánsson,2022/23,24,2.4,73.1,0,0,0.3,0.3,0,0.4,0.4,0.4,0,0.6,0,0.2,0
Valur,Finnur Ingi Stefánsson,2021/22,31,3.5,70.9,0.3,75,0.4,0.7,0.1,0.4,0.5,0.4,0,0.5,0,0.2,0
Valur,Finnur Ingi Stefánsson,2020/21,26,4,70.5,0.8,75.9,0.3,0.5,0,0.2,0.3,0.5,0,0.4,0,0.3,0
Valur,Finnur Ingi Stefánsson,2019/20,11,4.5,70,1.3,82.4,0.6,1,0.1,0.5,0.7,0.3,0,0.5,0.1,0.3,0
Afturelding,Finnur Ingi Stefánsson,2018/19,24,3.4,63.3,1,80,0.7,1,0.1,0.7,0.2,0.2,0,0.2,0,0.1,0
Thor,Finnur Salvar Geirsson,2020/21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akureyri,Finnur Salvar Geirsson,2018/19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Friðrik Hólm Jónsson,2023/24,2,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0
IR,Friðrik Hólm Jónsson,2022/23,22,1.8,66.1,0,0,0.2,0.2,0.1,0.4,0.5,0.4,0,0.9,0,0.4,0
IBV,Friðrik Hólm Jónsson,2021/22,19,1.7,64.7,0,0,0.3,0.5,0.1,0.4,1,0.5,0,0.9,0.1,0.1,0
IBV,Friðrik Hólm Jónsson,2020/21,4,1.3,71.4,0,0,0.3,0.6,0,0,0,0,0,1,0,0.5,0
IBV,Friðrik Hólm Jónsson,2019/20,19,0.8,59.3,0,0,0,0,0,0.1,0.3,0.2,0,0.7,0.1,0.1,0
IBV,Friðrik Hólm Jónsson,2018/19,25,0.6,83.3,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0,0.3,0,0,0
IBV,Gabríel Martinez,2023/24,5,1.4,70,0,0,0,0,0.2,0.4,0.2,0,0,0.6,0,0,0
IBV,Gabríel Martinez,2022/23,31,2.2,69,0,0,0.2,0.2,0.2,0.4,0.5,0.5,0,0.4,0,0.1,0
IR,Gabríel Kristinsson,2022/23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Gabríel Martinez,2021/22,30,1.8,66.3,0,0,0.3,0.3,0.2,0.3,0.3,0.2,0,0.2,0,0.1,0
IR,Gabríel Kristinsson,2020/21,7,0.1,33.3,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0
IBV,Gabríel Martinez,2020/21,22,0.7,55.2,0,0,0.2,0.4,0.1,0.4,0.1,0.1,0,0.1,0,0,0
IBV,Gabríel Martinez,2019/20,18,1.6,60.9,0,0,0.3,0.4,0.3,0.3,0.9,0.5,0,0.4,0.1,0.1,0
IBV,Gabríel Martinez,2018/19,17,2.2,76,0,0,0.2,0.3,0.4,0.2,0.7,0.4,0,0.4,0.1,0.1,0
Selfoss,Gabríel Bjarni Jónsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK,Garðar Svansson,2019/20,19,2.2,50.6,0.7,72.2,1.7,2.1,0.3,1.7,0.3,0.1,0.1,0.7,0,0.1,0
FH,Garðar Svansson,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FH,Garðar Ingi Sindrason,2023/24,2,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0
FH,Garðar Ingi Sindrason,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thor,Garðar Már Jónsson,2020/21,22,1.4,47.6,0,0,2.1,2.8,0.2,1.6,0.5,0.3,0,0.5,0,0,0
Akureyri,Garðar Már Jónsson,2018/19,22,2.5,60.9,0,0,0.2,0.2,0.1,0.1,0.5,0.2,0,0.7,0,0.1,0
IBV,Gauti Gunnarsson,2023/24,5,2.6,86.7,0,0,0,0,0.2,0.2,0.2,0.4,0,0.4,0,0,0
KA,Gauti Gunnarsson,2022/23,22,4.1,65.9,0,0,0.1,0.1,0.3,0.5,0.4,0.5,0,0.1,0,0.2,0
IBV,Gauti Gunnarsson,2021/22,24,0.9,60,0,100,0,0,0,0,0.2,0,0,0.1,0,0,0
IBV,Gauti Gunnarsson,2020/21,1,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0
IBV,Gauti Gunnarsson,2019/20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Geir Guðmundsson,2023/24,5,4,55.6,0,0,1,1.2,0.4,1.6,0,0,0,2,0.2,0.4,0
Haukar,Geir Guðmundsson,2022/23,34,2.1,51.8,0,0,0.5,0.7,0.3,0.5,0.3,0,0,1.8,0.1,0.3,0
Haukar,Geir Guðmundsson,2021/22,28,2.1,55.2,0,0,0.7,1.1,0.3,0.7,0.1,0.1,0.1,1.4,0,0.4,0
Haukar,Geir Guðmundsson,2020/21,25,3.4,54.1,0,0,1,1.2,0.2,0.6,0.4,0.2,0,2,0,0.5,0
Afturelding,Gestur Ólafur Ingvarsson,2022/23,27,1.4,60,0,0,0.1,0.2,0.1,0.1,0.3,0.1,0,0.3,0,0,0
Afturelding,Gestur Ólafur Ingvarsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Gestur Ólafur Ingvarsson,2020/21,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0
Afturelding,Gestur Ólafur Ingvarsson,2019/20,4,2.8,57.9,0,0,1.5,2.8,0.5,0.8,0.3,0,0,2.3,0.3,0.5,0
Vikingur,Gísli Jörgen Gíslason,2021/22,8,0.8,23.1,0,0,0.1,0.4,0,0.4,0.1,0,0,0.8,0,0,0.1
FH,Gísli Jörgen Gíslason,2020/21,17,2.2,38.9,0,0,0.6,1.2,0.4,2.1,0.4,0,0.1,0.4,0,0,0
FH,Gísli Jörgen Gíslason,2019/20,2,0.5,50,0,0,0,0,0,1,0,0,0,1.5,0,0,0
Afturelding,Gísli Rúnar Jóhannsson,2023/24,5,0.4,40,0,0,0.4,0.4,0,0.4,0,0,0,0,0,0,0
Fjolnir,Gísli Steinar Valmundsson,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grotta,Gísli Örn Alfreðsson,2023/24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stjarnan,Goði Ingvar Sveinsson,2020/21,2,0.5,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Fjolnir,Goði Ingvar Sveinsson,2019/20,20,3,42.8,0,0,2,3.3,0.2,2,0.3,0.2,0.1,0.5,0.1,0.2,0
Afturelding,Grétar Jónsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Grétar Þór Eyþórsson,2019/20,6,1.2,77.8,0,0,0.3,0.6,0,0.3,0.7,0.5,0,0.7,0,0.2,0
IBV,Grétar Þór Eyþórsson,2018/19,15,1.1,57.1,0,0,0.9,1,0.1,0.5,0.3,0.4,0,0.7,0,0.3,0.1
Stjarnan,Grímur Valdimarsson,2018/19,2,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikingur,Guðjón Ágústsson,2021/22,19,0.9,56.3,0,0,0,0.1,0.1,0.2,0.1,0.2,0,0.2,0,0.1,0
Selfoss,Guðjón Baldur Ómarsson,2022/23,22,2.8,70.1,0,0,0.2,0.2,0.1,0.1,0.4,0.2,0,0.3,0,0.1,0
Selfoss,Guðjón Baldur Ómarsson,2021/22,23,1.8,72.4,0,0,0,0,0,0.1,0.3,0.4,0,0.3,0,0,0
Selfoss,Guðjón Baldur Ómarsson,2020/21,18,0.9,72.7,0,0,0.1,0.1,0.1,0.4,0.2,0.1,0.1,0.4,0,0.1,0
Selfoss,Guðjón Baldur Ómarsson,2019/20,18,1.6,65.1,0,0,0.1,0.1,0.1,0.1,0.4,0.1,0,0.6,0.1,0.1,0
Selfoss,Guðjón Baldur Ómarsson,2018/19,30,1.5,58.7,0,0,0,0,0,0.1,0.2,0.1,0,0.3,0,0,0
Afturelding,Guðmundur Árni Ólafsson,2020/21,17,2.8,64.9,0.3,50,0.4,0.5,0.2,0.3,0.4,0.6,0,0.2,0.1,0.1,0
Afturelding,Guðmundur Árni Ólafsson,2019/20,20,7.4,71.7,3,76.6,0.4,0.5,0.2,0.6,1.1,0.4,0,1,0.2,0.2,0
Haukar,Guðmundur Bragi Ástþórsson,2023/24,5,7.6,63.3,2.4,80,5.2,6.8,0.2,1,0.2,0.4,0,2,0.2,0,0
Haukar,Guðmundur Bragi Ástþórsson,2022/23,28,6.1,61.4,1.6,79.3,3.9,5.2,0.5,2.7,0.4,0.3,0.1,1.1,0,0.1,0
Afturelding,Guðmundur Bragi Ástþórsson,2021/22,29,4.3,62.7,0.7,74.1,3,4.1,0.6,2.2,0.2,0.2,0,0.6,0.1,0.2,0
Haukar,Guðmundur Bragi Ástþórsson,2020/21,25,1.8,62,0.3,66.7,1.9,2.5,0.3,1,0.1,0.2,0,0.7,0,0,0
Haukar,Guðmundur Bragi Ástþórsson,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hordur,Guðmundur Brynjar Björgvinsson,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Guðmundur Hólmar Helgason,2023/24,5,1.6,57.1,0,0,1.6,2,0,1,0,0.2,0.2,2.4,0,0.4,0
Selfoss,Guðmundur Hólmar Helgason,2022/23,20,3.9,56.5,0,0,2.5,3.4,0.2,1.8,0.7,0.3,0.4,2.7,0.1,0.5,0
Selfoss,Guðmundur Hólmar Helgason,2021/22,23,3.3,61.8,0.7,80,1.7,2.4,0.2,1.6,0.3,0.3,0.4,1.6,0,0.4,0
Selfoss,Guðmundur Hólmar Helgason,2020/21,12,4.3,50.5,0.6,50,3.3,4.5,0.3,2.8,0.5,0.4,0.5,3.3,0.1,0.4,0
Selfoss,Guðni Ingvarsson,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selfoss,Guðni Ingvarsson,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selfoss,Guðni Ingvarsson,2019/20,20,2.1,80.8,0,0,0.3,0.4,0.7,0.5,0,0.1,0,0.2,0,0.3,0
Selfoss,Guðni Ingvarsson,2018/19,28,1.5,76.8,0,0,0.2,0.3,0.5,0.3,0.1,0.4,0,0.5,0,0.1,0
Hordur,Guilherme Andrade,2022/23,18,1.7,58.8,0,0,0.2,0.3,0.2,0.3,0.5,0.6,0,1.6,0,0.2,0
Grotta,Gunnar Dan Hlynsson,2023/24,1,2,100,0,0,0,0,0,1,0,0,0,0,0,0,0
Grotta,Gunnar Dan Hlynsson,2021/22,27,1.4,70.4,0,0,0.2,0.2,0.6,0.3,0.2,0.1,0,2.3,0.1,0.3,0
Grotta,Gunnar Dan Hlynsson,2020/21,22,2.5,76.7,0,0,0.1,0.2,0.4,0.5,0.3,0.5,0.1,3.9,0.1,0.2,0
Haukar,Gunnar Dan Hlynsson,2019/20,6,0.2,50,0,0,0,0,0,0.2,0.3,0,0,0,0,0.2,0
Haukar,Gunnar Dan Hlynsson,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selfoss,Gunnar Flosi Grétarsson,2021/22,10,0.6,60,0,0,0,0,0,0.1,0,0.1,0,0.2,0,0,0
Selfoss,Gunnar Flosi Grétarsson,2020/21,12,0.7,40,0,0,0.1,0.1,0,0.3,0.8,0.1,0,0.7,0,0.3,0
Stjarnan,Gunnar Hrafn Pálsson,2020/21,16,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0
Grotta,Gunnar Hrafn Pálsson,2018/19,5,0.2,33.3,0,0,0,0,0,0,0.2,0,0,0,0,0,0
Selfoss,Gunnar Kári Bragason,2023/24,5,1.6,44.4,0,0,0,0,0.4,1.6,0.6,0,0.4,1.8,0.4,0.8,0
Selfoss,Gunnar Kári Bragason,2022/23,8,1.6,68.4,0,0,0.1,0.1,0.3,0,0.1,0.1,0.1,1.3,0.1,0,0
Afturelding,Gunnar Kristinn Malquist Þórsson,2023/24,5,0,0,0,0,0.2,0.2,0,0.2,0.8,0.4,0.2,4.2,0.2,0.2,0
Afturelding,Gunnar Kristinn Malquist Þórsson,2022/23,28,0,0,0,0,0.2,0.2,0,0,0.2,0.1,0,3.6,0.1,0.5,0
Afturelding,Gunnar Kristinn Malquist Þórsson,2021/22,20,1.7,60,0,0,0.2,0.3,0.2,0.5,0.7,0.6,0.3,4.4,0.2,1,0.2
Afturelding,Gunnar Kristinn Malquist Þórsson,2020/21,23,1.4,57.1,0,0,0.8,1,0.1,0.6,0.4,0.4,0.1,4.6,0.2,0.7,0
Afturelding,Gunnar Kristinn Malquist Þórsson,2019/20,20,1,69,0,0,0.5,0.7,0.4,0.5,0.6,0.5,0.1,3.6,0.2,0.6,0.1
Afturelding,Gunnar Kristinn Malquist Þórsson,2018/19,24,0.8,72,0,0,0.3,0.4,0.1,0.3,0.3,0.4,0.4,4.1,0.2,0.8,0
Stjarnan,Gunnar Steinn Jónsson,2022/23,21,2.2,55.3,0.3,85.7,2.6,3.8,0.3,1.1,0.3,0.1,0.2,2.2,0.2,0.3,0
Stjarnan,Gunnar Steinn Jónsson,2021/22,23,2.5,55.3,0,100,3.5,4.8,0.2,2.3,0.2,0.4,0.5,3.2,0.2,0.7,0
Vikingur,Gunnar Valdimar Johnsen,2023/24,4,2.5,33.3,0.8,50,2.3,3.1,0.5,1,0,0.8,0,1.5,0,0,0
Vikingur,Gunnar Valdimar Johnsen,2021/22,9,2.1,41.3,0,0,0.8,1.7,0.3,1.4,0.1,0.4,0.2,0.9,0.1,0.2,0
