Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,Sto,Sk.F,FiV,TB,Frk,Stl,Blk,Stp,Gul,2m,Rau
FH,Ágúst Birgisson,2018/19,24,3.5,68.3,0,0,0.1,0.2,0.9,0.8,0.7,0.4,0.8,4.7,0.3,0.8,0.1
Grotta,Ágúst Emil Grétarsson,2023/24,5,2.6,65,0,0,0.6,0.6,0,0.6,0.4,0,0,0.6,0,0.6,0
Grotta,Ágúst Emil Grétarsson,2022/23,22,1.1,61,0,0,0.2,0.2,0,0.4,0.5,0.7,0,0.5,0,0.5,0
Grotta,Ágúst Emil Grétarsson,2021/22,22,2,70.3,0,100,0.3,0.3,0.2,0.1,0.1,0.5,0,0.4,0,0.2,0
Grotta,Ágúst Emil Grétarsson,2020/21,21,0.7,57.7,0,0,0.1,0.2,0,0.1,0.1,0.1,0,0.3,0,0,0
Grotta,Ágúst Emil Grétarsson,2018/19,22,1.4,48.4,0,50,0.2,0.4,0.3,0.3,0.3,0.3,0,0.5,0,0,0
Grotta,Ágúst Ingi Óskarsson,2023/24,5,6.8,58.6,1,83.3,4.6,5.6,2.2,2.6,0.2,0,0,2.6,0.2,0.6,0
Haukar,Ágúst Ingi Óskarsson,2022/23,16,0.1,100,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0
Grotta,Áki Hlynur Andrason,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Áki Hlynur Andrason,2022/23,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Grotta,Árni Benedikt Árnason,2018/19,21,1.1,38.1,0.4,80,0.7,1,0.2,0.6,0.2,0.5,0.3,2,0,0.4,0
Afturelding,Árni Bragi Eyjólfsson,2023/24,5,4,62.5,0.6,60,5.4,6.6,0.2,1.6,0.8,0.2,0,2.2,0.4,0.2,0
Afturelding,Árni Bragi Eyjólfsson,2022/23,29,5.6,59.6,1.7,74.2,3.7,4.9,0.3,1.4,0.7,0.6,0.2,0.4,0.1,0.1,0
Afturelding,Árni Bragi Eyjólfsson,2021/22,15,5.3,61.2,0.8,60,1.2,1.5,0.3,0.9,0.9,1.4,0,0.4,0,0.1,0
KA,Árni Bragi Eyjólfsson,2020/21,24,7.7,64.9,1.5,75.5,2.3,3.5,0.2,1.1,0.6,1,0.1,1,0,0.3,0
Afturelding,Árni Bragi Eyjólfsson,2018/19,24,3.2,52.4,0.5,57.1,0.7,1.2,0.4,0.6,0.5,0.7,0.2,1.2,0,0.1,0
Selfoss,Árni Steinn Steinþórsson,2021/22,13,2,51,0,0,2.4,3.2,0.1,1.2,0.2,0.1,0,1.5,0.1,0.3,0
Selfoss,Árni Steinn Steinþórsson,2019/20,10,3.7,53.6,0,0,3.2,5.3,0,0.5,0.4,0.4,0.1,6,0.2,0.4,0
Selfoss,Árni Steinn Steinþórsson,2018/19,29,3.6,53.3,0.3,64.3,2.5,3.5,0.1,1.4,0.4,0.4,0.2,3.4,0.1,0.3,0
FH,Ásbjörn Friðriksson,2023/24,6,2.8,51.5,1.3,61.5,2.2,4,0,0.2,0.8,0.3,0,0.8,0,0.2,0
FH,Ásbjörn Friðriksson,2022/23,26,5.9,64.8,3.1,85.3,2,2.7,0.2,1.2,0.4,0.2,0,1.2,0,0.3,0
FH,Ásbjörn Friðriksson,2021/22,25,6.4,62.8,2.6,81.5,2.5,3.8,0.4,1.3,0.3,0.6,0.1,2.1,0.1,0.4,0
FH,Ásbjörn Friðriksson,2020/21,22,4.7,60.5,1.1,77.4,2,3,0.5,1,0.7,0.5,0.1,2,0.1,0.2,0
FH,Ásbjörn Friðriksson,2019/20,20,7,60.3,1.6,72.1,3.2,4.8,0.3,1.3,0.5,0.6,0.1,1.9,0.1,0.3,0
FH,Ásbjörn Friðriksson,2018/19,23,7,63.4,2.5,84.1,3,4.8,0.5,1.7,1,0.4,0.2,1.1,0.1,0.4,0
Stjarnan,Ásgeir Pálsson,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Ásgeir Bragi Þórðarson,2023/24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hordur,Ásgeir Óli Kristjánsson,2022/23,10,0.6,50,0,0,0,0,0.1,0.3,0,0.1,0,0.1,0,0.1,0
IBV,Ásgeir Snær Vignisson,2021/22,30,2.5,47.5,0,0,1,1.6,0.1,1.4,0.2,0.3,0.1,0.9,0,0.7,0.1
IBV,Ásgeir Snær Vignisson,2020/21,8,2.6,63.6,0,0,1.8,2.3,0.6,1,0,0.3,0.3,1.1,0.3,0,0
Valur,Ásgeir Snær Vignisson,2019/20,18,1.1,38,0,0,0.2,0.4,0.3,0.6,0.1,0.1,0,0.3,0,0.1,0
Valur,Ásgeir Snær Vignisson,2018/19,25,1.6,53.9,0,0,0.3,0.3,0.2,0.5,0.2,0.1,0,0.3,0,0.1,0
Haukar,Ásgeir Örn Hallgrímsson,2019/20,19,0.5,45,0,0,1.4,1.9,0.1,0.7,0.4,0.3,0.2,1.5,0,0.4,0
Haukar,Ásgeir Örn Hallgrímsson,2018/19,32,2.1,46.9,0,0,3.1,4.6,0.2,2,0.3,0.5,0.3,2.9,0.1,0.7,0.1
HK,Ásmundur Atlason,2019/20,7,4,52.8,1,70,1,2.1,0.3,1.7,0,0.1,0.1,0.1,0,0.1,0
Grotta,Ásmundur Atlason,2018/19,6,2.8,63,0,0,0.8,1,0.5,0.5,0,0.2,0,0,0,0,0
Vikingur,Benedikt Elvar Skarphéðinsson,2021/22,21,1.8,47.5,0.6,80,0.7,1.2,0.3,1.1,0.2,0.1,0,0.5,0,0.1,0
FH,Benedikt Elvar Skarphéðinsson,2020/21,23,0.8,52.8,0,0,0.3,0.6,0.1,0.6,0.2,0,0,0,0,0.1,0
FH,Benedikt Elvar Skarphéðinsson,2019/20,13,0.1,100,0,0,0.1,0.2,0,0,0,0,0,0.1,0,0,0
FH,Benedikt Elvar Skarphéðinsson,2018/19,11,0.1,50,0,0,0.1,0.2,0,0,0,0.1,0,0.1,0,0,0
Vikingur,Benedikt Emil Aðalsteinsson,2023/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Benedikt Gunnar Óskarsson,2023/24,6,4.3,59.1,2.7,72.7,4.2,4.9,0.7,1.2,0.5,0.5,0,0.7,0,0.2,0.2
Valur,Benedikt Gunnar Óskarsson,2022/23,19,5.6,71.8,1.8,83.3,3.8,5.6,0.6,2.1,0.5,0.5,0,0.4,0,0.2,0
Valur,Benedikt Gunnar Óskarsson,2021/22,31,3.6,67.5,1.1,79.1,3.1,4.4,0.5,1.5,0.1,0.2,0,0.1,0,0.1,0
Valur,Benedikt Gunnar Óskarsson,2020/21,13,0.2,33.3,0.1,50,0.2,0.2,0.1,0.4,0,0,0,0,0,0,0
Valur,Benedikt Gunnar Óskarsson,2019/20,15,0.2,50,0.1,100,0.5,0.6,0.1,0.3,0,0,0,0.1,0,0,0
Valur,Benedikt Gunnar Óskarsson,2018/19,8,0.4,75,0.1,100,0.1,0.1,0.1,0,0,0,0,0,0,0,0
Stjarnan,Benedikt Marinó Herdísarson,2023/24,6,1.3,44.4,0,0,0.3,0.6,0.2,1,0.5,0.3,0,1,0,0.2,0
Stjarnan,Benedikt Marinó Herdísarson,2021/22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stjarnan,Benedikt Marinó Herdísarson,2020/21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Bergur Elí Rúnarsson,2022/23,24,1.7,75.9,0,0,0,0,0,0.2,0.2,0.3,0,0.6,0,0.2,0
FH,Bergur Elí Rúnarsson,2021/22,8,0.5,57.1,0,0,0.1,0.1,0.1,0,0,0.1,0,0.1,0,0,0
Fjolnir,Bergur Elí Rúnarsson,2019/20,17,2.8,62.7,0,0,0.2,0.3,0.2,0.4,0.7,0.2,0,1.1,0.2,0.2,0
Afturelding,Bergvin Þór Gíslason,2022/23,9,1.3,80,0,0,1,1.2,0.3,0.7,0.1,0.4,0.4,3,0.2,0.4,0
Afturelding,Bergvin Þór Gíslason,2021/22,22,1,46,0.1,66.7,1,1.7,0.3,1.1,0.2,0.4,1,2.9,0.1,0.6,0
Afturelding,Bergvin Þór Gíslason,2020/21,23,3.2,53.7,0,0,1.9,2.5,0.3,2.2,0.2,0.6,0.5,3.1,0.1,0.7,0.1
IR,Bergvin Þór Gíslason,2019/20,18,3.3,61.2,0,0,1.8,2.5,0.3,1.6,0.2,0.4,1.2,4.1,0.1,0.4,0
IR,Bergvin Þór Gíslason,2018/19,14,3.4,46.2,0,0,1.6,2.5,0.8,2.1,0.4,0.4,0.7,3,0.1,0.4,0.1
IR,Bergþór  Róbertsson,2022/23,21,0.1,50,0,0,0,0,0,0.2,0,0,0,0,0,0,0
IR,Bergþór  Róbertsson,2020/21,14,0.2,30,0,0,0.1,0.1,0.1,0.2,0.1,0,0,0.4,0,0,0
FH,Birgir Már Birgisson,2023/24,6,2.3,60.9,0,0,0.2,0.5,0,0.5,0.3,0.5,0,2.3,0,0,0
FH,Birgir Már Birgisson,2022/23,27,4,73.3,0,0,0.7,1,0.2,0.4,1.1,0.6,0.1,2.7,0.1,0.5,0
FH,Birgir Már Birgisson,2021/22,24,3.4,67.5,0,0,0.6,0.9,0.3,0.7,1.2,0.8,0.1,4.3,0.1,0.5,0
FH,Birgir Már Birgisson,2020/21,24,2.8,66,0,0,0.2,0.2,0.2,0.3,0.3,0.4,0,1.2,0.1,0.2,0
FH,Birgir Már Birgisson,2019/20,20,2.5,60.2,0,0,0.4,0.7,0.3,0.3,0.8,0.9,0,1.3,0.2,0.1,0
FH,Birgir Már Birgisson,2018/19,18,3.7,60.4,0,0,0.5,0.5,0.2,0.2,0.6,1.5,0,1.4,0.1,0.3,0
Afturelding,Birgir Steinn Jónsson,2023/24,5,2.8,46.7,0,0,2,2.8,0.4,0.8,0.4,0.4,0.4,3.4,0.2,0,0
Grotta,Birgir Steinn Jónsson,2022/23,20,5.7,57.1,1.2,72.7,4.2,6.4,1,2.5,0.6,0.6,0.9,3,0.2,0.4,0.1
Grotta,Birgir Steinn Jónsson,2021/22,22,5.7,55.8,0,100,4.3,6.2,0.5,3,0.4,0.6,0.7,4.8,0.2,0.8,0
Grotta,Birgir Steinn Jónsson,2020/21,21,5.2,55.3,0,0,3,5.1,0.2,3,0.3,0.2,0.7,3.8,0.2,0.8,0
Stjarnan,Birgir Steinn Jónsson,2019/20,19,1.7,47.1,0.1,100,0.8,1.1,0.4,0.7,0.1,0.1,0.2,0.7,0.1,0.5,0
Stjarnan,Birgir Steinn Jónsson,2018/19,25,1.4,49.3,0,0,0.7,0.9,0,0.4,0.2,0,0,0.7,0.1,0.4,0
Afturelding,Birgir Örn Birgisson,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Birgir Örn Birgisson,2021/22,5,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
Afturelding,Birkir Benediktsson,2023/24,3,0.3,33.3,0,0,1,1.3,0,0,0,0.3,0.3,1.3,0,0.3,0
Afturelding,Birkir Benediktsson,2022/23,29,3.6,61.2,0,0,2.5,4.1,0.7,1.3,0.3,0.4,0.3,4,0.2,0.7,0
Afturelding,Birkir Benediktsson,2021/22,22,2.7,51.8,0,0,2.1,3.1,0.5,1,0.4,0.1,0.2,4,0.2,0.5,0
Afturelding,Birkir Benediktsson,2020/21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Birkir Benediktsson,2019/20,20,5.4,62.4,0,0,2.4,3.5,0.7,1.5,0.1,0.3,0.3,3.1,0.2,0.7,0
Afturelding,Birkir Benediktsson,2018/19,19,3.8,56.6,0,0,1.1,2,0.8,1,0.3,0.3,0.2,2.3,0.2,0.7,0.1
Haukar,Birkir Snær Steinsson,2023/24,5,2.4,60,0,0,1,1.2,0.2,0.4,0.2,0,0,1.2,0,0.2,0
Haukar,Birkir Snær Steinsson,2022/23,34,0.4,52,0,100,0.1,0.2,0.1,0.1,0,0,0,0.1,0,0.1,0
Haukar,Birkir Snær Steinsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK,Bjarki Finnbogason,2021/22,21,0.7,34.9,0,0,0.6,1,0,0.7,0,0.5,0,0.3,0,0.1,0
HK,Bjarki Finnbogason,2019/20,16,1.2,34.5,0,0,0.8,1.1,0.3,1.3,0.3,0.1,0,0.5,0,0.1,0
Stjarnan,Bjarki Már Gunnarsson,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stjarnan,Bjarki Már Gunnarsson,2018/19,23,0.4,52.6,0,0,0.2,0.3,0.1,0.2,0.2,0.5,1,5.2,0.2,0.5,0
IR,Bjarki Steinn Þórisson,2022/23,22,1.4,65.2,0,0,0.1,0.1,0.8,0.5,0.3,0.3,0.3,3,0.1,0.5,0
IR,Bjarki Steinn Þórisson,2020/21,17,1.9,70.2,0,0,0.1,0.1,0.5,1,0.3,0,0.3,1.4,0.1,0.4,0.2
Stjarnan,Bjarki Steinn Þórisson,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FH,Bjarni Ófeigur Valdimarsson,2020/21,4,0.5,12.5,0,0,0.3,1.3,0.8,0.3,0.5,0.5,1,4,0.3,0.8,0
FH,Bjarni Ófeigur Valdimarsson,2019/20,14,3.2,52.9,0,0,1,1.4,0.2,1.3,0.4,0.4,0.1,3,0.1,0.6,0
FH,Bjarni Ófeigur Valdimarsson,2018/19,24,3.5,50.3,0.1,100,1.7,2.3,0.4,1.9,0.4,0.4,0.3,3.5,0,0.6,0.1
Fram,Bjartur Már Guðmundsson,2023/24,1,1,100,0,0,0,1,1,3,1,0,0,1,0,0,0
IR,Björgvin Franz Hlynsson,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,Björgvin Páll Rúnarsson,2020/21,10,1.2,60,0,0,1.3,2,0.1,1,0.1,0,0,0.6,0,0.1,0
Fjolnir,Björgvin Páll Rúnarsson,2019/20,19,1.9,48.7,0,0,1.6,2.7,0.1,2.5,0.3,0.5,0.1,0.9,0,0.2,0
Stjarnan,Björgvin Þór Hólmgeirsson,2022/23,22,4,59.3,0.3,77.8,2.2,3.7,0.2,1.5,0.2,0,0,0.5,0,0.1,0
Stjarnan,Björgvin Þór Hólmgeirsson,2021/22,17,4.5,49,0,0,2.7,3.7,0.6,1.8,0.4,0.2,0,1.1,0,0.3,0
Stjarnan,Björgvin Þór Hólmgeirsson,2020/21,26,4,57.1,0.1,100,2.2,3.4,0.7,1.9,0.1,0.3,0.1,1.3,0.1,0.4,0
IR,Björgvin Þór Hólmgeirsson,2019/20,20,4.2,48.8,0.1,50,2.1,3.7,0.4,0.8,0.2,0.2,0,0.1,0,0.3,0
IR,Björgvin Þór Hólmgeirsson,2018/19,22,5.1,53.8,0.8,77.3,2.1,2.8,0.4,1.5,0.2,0.1,0,0.4,0,0,0
Afturelding,Blær Hinriksson,2023/24,5,5,71.4,1.2,100,3.8,4.8,0.4,1.6,0.4,0.2,0.4,3.6,0,0.6,0
Afturelding,Blær Hinriksson,2022/23,28,4.9,61.3,0.9,75,4.2,5.5,0.7,2.7,0.4,0.3,0.2,3.6,0.1,0.4,0
Afturelding,Blær Hinriksson,2021/22,22,3.6,60.6,0.3,63.6,1.7,2.6,0.5,2.1,0.1,0.5,0.1,1.1,0.1,0.3,0
Afturelding,Blær Hinriksson,2020/21,20,6.2,62,1.7,76.7,3,4.8,1,3.1,0.7,0.6,0.2,3,0.3,0.6,0
HK,Blær Hinriksson,2019/20,12,5.1,47.3,0.8,62.5,2.1,2.9,0.5,2.4,0.3,0.4,0,2.1,0.3,0.3,0
Fram,Breki Dagsson,2022/23,17,1.4,48.9,0.6,64.7,2.1,2.6,0.1,1,0.1,0.3,0.1,0.9,0,0.1,0
Fram,Breki Dagsson,2021/22,19,4.3,61.8,0.9,77.3,3.1,4.5,0.3,2.2,0.6,0.5,0.2,2,0.1,0.4,0
Fram,Breki Dagsson,2020/21,21,1.9,51.9,0,0,1.5,2.3,0.2,1.7,0.3,0.3,0.2,2.1,0.1,0.2,0
Fjolnir,Breki Dagsson,2019/20,18,5.9,52.7,1.8,76.7,4.3,7.1,0.3,2.6,0.6,0.9,0.1,3.1,0.2,0.4,0
Valur,Breki Hrafn Valdimarsson,2023/24,4,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
Valur,Breki Hrafn Valdimarsson,2022/23,14,0.4,42.9,0,0,0.2,0.2,0.1,0.1,0,0.1,0,0.6,0,0.1,0
Valur,Breki Hrafn Valdimarsson,2021/22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Breki Hrafn Valdimarsson,2020/21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Breki Þór Óðinsson,2023/24,5,1.4,50,0,0,0,0,0,0,0.2,0,0,0.8,0.2,0.2,0
IBV,Breki Þór Óðinsson,2022/23,4,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0
IBV,Breki Þór Óðinsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fjolnir,Brynjar Loftsson,2019/20,17,2.4,51.9,0.2,50,0.2,0.3,0.2,0.5,0.5,0.5,0,0.8,0,0,0
Stjarnan,Brynjar Hólm Grétarsson,2022/23,16,1.3,76.9,0,0,0.2,0.3,0.3,0.1,0.4,0.3,0.8,4.8,0.3,1.3,0.1
Stjarnan,Brynjar Hólm Grétarsson,2021/22,13,0.6,44.4,0,0,0.2,0.2,0.3,0.4,0.2,0.6,0.3,3.7,0.2,0.6,0
Stjarnan,Brynjar Hólm Grétarsson,2020/21,26,1.8,60.3,0,0,0.7,1,0.4,0.7,0.3,0.8,0.8,5.3,0.2,0.8,0
Akureyri,Brynjar Hólm Grétarsson,2018/19,22,1.5,53.1,0,0,1.2,1.4,0,1,0.4,0.4,0.3,5.1,0.2,0.7,0
Vikingur,Brynjar Jökull Guðmundsson,2023/24,2,2.5,100,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Grotta,Brynjar Jökull Guðmundsson,2020/21,12,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Stjarnan,Brynjar Jökull Guðmundsson,2018/19,14,0.2,50,0.1,66.7,0,0,0.1,0,0,0,0,0.2,0,0.1,0
Fjolnir,Brynjar Óli Kristjánsson,2019/20,13,3.4,57.9,0.2,100,1.8,3.3,1.3,1.8,0.7,0.5,0.2,2.9,0.2,0.2,0
Haukar,Brynjólfur Snær Brynjólfsson,2023/24,5,2.8,93.3,0,0,0,0,0,0,0.4,0.4,0,0.8,0.2,0.2,0
Haukar,Brynjólfur Snær Brynjólfsson,2022/23,32,2.3,71.2,0.3,72.7,0.1,0.1,0,0.3,0.7,0.4,0,0.5,0,0.1,0
Haukar,Brynjólfur Snær Brynjólfsson,2021/22,27,4.2,75.5,1.7,84.9,0.7,0.8,0.2,0.3,0.7,0.8,0,0.6,0,0,0
Haukar,Brynjólfur Snær Brynjólfsson,2020/21,27,2.8,72.4,0.1,60,0.3,0.5,0.2,0.3,0.4,0.7,0,0.7,0.1,0,0
Haukar,Brynjólfur Snær Brynjólfsson,2019/20,16,3.7,72,0.1,50,0.4,0.9,0.3,0.4,1.3,0.3,0,0.6,0.1,0.1,0
Haukar,Brynjólfur Snær Brynjólfsson,2018/19,32,2.6,62.7,0,0,0.3,0.4,0.1,0.3,0.6,0.3,0,0.7,0,0.1,0
Afturelding,Böðvar Páll Ásgeirsson,2023/24,5,0.6,75,0,0,0,0,0,0,0.2,0.2,2,5.4,0.2,0.2,0.2
Afturelding,Böðvar Páll Ásgeirsson,2022/23,24,0.4,75,0,0,0.2,0.2,0,0.1,0.1,0.3,0.9,3.7,0.1,0.4,0
Afturelding,Böðvar Páll Ásgeirsson,2019/20,10,0.2,66.7,0,0,0.1,0.2,0.1,0.2,0.3,0.2,0.5,4.7,0,0.6,0
Afturelding,Böðvar Páll Ásgeirsson,2018/19,21,1,60.6,0,0,0.3,0.3,0,0.1,0.5,0.2,1.4,4.9,0.1,1,0
KA,Daði Jónsson,2023/24,1,1,50,0,0,0,0,1,0,0,1,0,3,0,1,0
KA,Daði Jónsson,2020/21,23,0.7,55.6,0,0,0.1,0.1,0.3,0.2,0.5,0.1,0.1,2.4,0,0.3,0
KA,Daði Jónsson,2019/20,18,0.4,63.6,0,0,0.4,0.6,0.1,0.2,0.3,0.2,0.1,5.7,0.2,0.8,0.1
Grotta,Daði Gautason,2018/19,1,7,77.8,3,100,1,2,1,4,0,0,0,1,0,0,0
KA,Daði Jónsson,2018/19,22,0.1,42.9,0,0,0.1,0.1,0,0,0.1,0.1,0.2,3.8,0.1,1,0
IBV,Dagur Arnarsson,2023/24,2,2,57.1,0,0,1,3,0,1.5,0.5,0.5,0,1,0,0.5,0
IBV,Dagur Arnarsson,2022/23,29,2.5,50.7,0,0,3.3,4.7,0.4,1.5,0.3,0.7,0.1,1.2,0,0.2,0
KA,Dagur Gautason,2022/23,21,5,82.2,0.2,83.3,0.5,0.6,0.6,1,0.8,0.4,0,0.5,0,0.4,0
IBV,Dagur Arnarsson,2021/22,31,3,59.2,0,0,3.4,4.9,0.5,2.5,0.4,0.6,0.2,1.4,0,0.2,0
Stjarnan,Dagur Gautason,2021/22,19,3.3,69.7,0,0,0.3,0.3,0.5,0.7,0.7,1.1,0,0.8,0,0.1,0
IBV,Dagur Arnarsson,2020/21,26,4.1,50.2,0,0,5.5,8.6,0.8,3.2,0.5,0.7,0.2,1.9,0,0.3,0
Stjarnan,Dagur Gautason,2020/21,25,2.9,66.4,0.1,66.7,0.2,0.3,0.4,0.1,0.4,0.8,0,0.8,0.1,0.2,0
IBV,Dagur Arnarsson,2019/20,19,3.2,53,0,0,3.3,5,0.5,2.4,0.2,0.4,0.4,1.4,0,0.2,0
KA,Dagur Gautason,2019/20,20,4.3,68,0.3,66.7,0.7,0.8,0.8,0.8,1.3,1.5,0,2.3,0.1,0.3,0
KA,Dagur Gautason,2018/19,20,3.4,71.3,0.1,50,0.5,0.6,0.4,0.4,1,0.7,0,1.8,0.2,0.2,0
IBV,Dagur Arnarsson,2018/19,29,2.9,54.2,0.1,50,2,2.9,0.5,1.6,0,0.1,0,0.6,0,0.1,0
KA,Dagur Árni Heimisson,2023/24,5,2.6,65,0,0,1.2,1.8,0.2,0.8,0,0,0,0.2,0,0.4,0
KA,Dagur Árni Heimisson,2022/23,22,1,56.8,0,0,1.2,2.1,0.3,0.8,0,0,0,0.5,0,0,0
KA,Dagur Árni Heimisson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Dagur Fannar Möller,2023/24,3,1,42.9,0,0,0,0,0,0.3,0.3,0,0,3,0,0.7,0
Stjarnan,Dagur Logi Sigurðsson,2022/23,10,0.1,50,0,0,0.1,0.2,0,0.1,0,0,0,0,0,0,0
Stjarnan,Dagur Logi Sigurðsson,2020/21,7,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0
IR,Dagur Sverrir Kristjánsson,2022/23,22,5.2,52,1.1,83.3,2.9,4.9,0.9,2.3,0.5,0.3,0,3,0,0.5,0
IR,Dagur Sverrir Kristjánsson,2020/21,19,2.5,52.2,0.4,72.7,1.3,2.1,0.5,0.7,0.3,0.2,0,0.6,0,0.3,0
IR,Dagur Sverrir Kristjánsson,2019/20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,Dagur Sverrir Kristjánsson,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Daniel Esteves Vieira,2023/24,5,4,62.5,0,0,2.4,2.6,0,2,0.2,0.8,0,1.6,0.2,0.2,0
FH,Daníel Matthíasson,2023/24,6,0.8,83.3,0,0,0,0,0,0.2,0.2,0,0,0.3,0,0.3,0
FH,Daníel Matthíasson,2022/23,18,0.9,72.7,0,0,0.1,0.1,0.1,0.2,0,0,0,0.7,0,0.1,0
FH,Daníel Matthíasson,2021/22,6,0.2,100,0,0,0,0,0,0,0.2,0.2,0,2.2,0,0.3,0
KA,Daníel Matthíasson,2019/20,18,1.4,69.4,0,0,0.1,0.1,0.4,0.7,0.2,0.3,0.1,4.9,0.3,0.6,0.1
KA,Daníel Matthíasson,2018/19,19,1.5,65.1,0,0,0.2,0.3,0.5,0.9,0.4,0.4,0.2,5.3,0.2,0.5,0
Fjolnir,Daníel Freyr Rúnarsson,2019/20,8,1.3,55.6,0.5,80,0,0,0,0,0,0,0,0.1,0,0,0
Stjarnan,Daníel Karl Gunnarsson,2023/24,4,1,57.1,0,0,0.3,0.3,0,0.3,0.8,0.8,0,0,0,0,0
Selfoss,Daníel Karl Gunnarsson,2021/22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selfoss,Daníel Karl Gunnarsson,2020/21,2,2,57.1,0,0,0,0,0,0.5,0.5,0.5,0,1.5,0,0,0
Selfoss,Daníel Karl Gunnarsson,2019/20,13,1.5,52.8,0,0,0.1,0.1,0.2,0.2,0.2,0.4,0,0.8,0,0.3,0
Fram,Daníel Stefán Reynisson,2023/24,5,0.6,100,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0
Fram,Daníel Stefán Reynisson,2022/23,8,0.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Daníel Stefán Reynisson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hordur,Daníel Wale Adeleye,2022/23,19,1.8,51.5,0.9,65.4,0.2,0.4,0.2,0.5,0.4,0.1,0,0.4,0,0,0
Haukar,Daníel Þór Ingason,2018/19,34,4.5,55.1,0,0,2.3,2.9,0.3,1.8,0.2,0.9,0.4,3.6,0.2,0.5,0
Vikingur,Daníel Örn Griffin,2023/24,4,2.5,58.8,0,0,0.5,1.5,0.3,0.5,0,0.3,0,1.3,0,0,0
Valur,Daníel Örn Guðmundsson,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Grotta,Daníel Örn Griffin,2022/23,18,2,52.2,0,0,1.3,1.8,0.2,0.9,0.3,0.4,0,2.6,0.1,0.2,0
Grotta,Daníel Örn Griffin,2021/22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grotta,Daníel Örn Griffin,2020/21,19,3.8,51.8,0,0,1.5,2.1,0.7,2,0.3,0.5,0.2,5.8,0.2,0.3,0
KA,Daníel Örn Griffin,2019/20,18,3.2,54.3,0,0,0.9,1.2,0.8,1.6,0.3,0.4,0,5.7,0.2,0.6,0.1
IBV,Daníel Örn Griffin,2018/19,23,0.4,50,0,0,0.2,0.3,0,0.2,0.1,0.1,0,1.5,0,0,0
Haukar,Darri Aronsson,2021/22,27,3.8,46.2,0,0,2.3,2.9,0.3,1.6,0.2,0.4,0.5,3.9,0.2,0.8,0.1
Haukar,Darri Aronsson,2020/21,16,3.6,55.8,0,0,1.8,2.6,0.3,1.2,0.3,0.3,0.4,3.3,0.1,0.6,0.1
Haukar,Darri Aronsson,2019/20,2,0.5,25,0,0,0.5,0.5,1,0.5,0,0,1.5,7,1,0.5,0
Haukar,Darri Aronsson,2018/19,31,0.3,45,0,0,0.2,0.3,0.1,0.4,0.1,0.1,0.2,2.5,0.2,0.7,0.1
HK,Davíð Elí Heimisson,2021/22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FH,Davíð Stefán Reynisson,2019/20,5,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
FH,Davíð Stefán Reynisson,2018/19,22,0.3,100,0,0,0,0,0,0.1,0.1,0,0,0.4,0,0,0
IBV,Dániel Pintér Pintér,2023/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
