Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,FiV,Sto,Sk.F,P%,S7m,TB,Sto/TB,Sk.F/TB,Frk,Stl,Blk,Stp,Gul,2m,Rau,Eink
Afturelding,Brynja Fossberg Ragnarsdóttir,2021/22,21,0.6,52.2,0,0,0.2,0.1,0.2,50,0,1.2,0.08,0.15,0.4,0.2,0,0.3,0.1,0.2,0,5.1
Afturelding,Brynja Fossberg Ragnarsdóttir,2019/20,18,0.4,66.7,0,0,0.3,0.1,0.2,50,0,0.5,0.11,0.22,0.2,0,0.1,0.8,0.1,0.3,0,5.2
Valur,Brynja Katrín Benediktsdóttir,2022/23,27,0.2,75,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,5.1
Valur,Brynja Katrín Benediktsdóttir,2021/22,13,0.2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,5
Fram,Daðey Ásta Hálfdánsdóttir,2022/23,23,0.4,75,0,0,0,0.3,0.4,80,0,0.3,1,1.25,0,0.6,0,1,0,0.2,0,5.3
Fram,Daðey Ásta Hálfdánsdóttir,2020/21,7,0.7,71.4,0,0,0.4,0.1,0.1,100,0,0.1,1,1,0.1,0.7,0,0.6,0,0,0,5.5
Fram,Daðey Ásta Hálfdánsdóttir,2019/20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Dagbjört Ýr Ólafsdóttir,2023/24,22,0.4,42.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,5.1
Fram,Dagmar Guðrún Pálsdóttir,2023/24,13,0.8,50,0.4,71.4,0.2,0.2,0.3,75,0,0.2,1,1.33,0.3,0,0,0.2,0.1,0.2,0,5.2
Fram,Dagmar Guðrún Pálsdóttir,2022/23,19,0.5,52.6,0.1,50,0.2,0.2,0.4,50,0,0.2,1,2,0,0,0,0.2,0,0,0,5.2
Fram,Dagmar Guðrún Pálsdóttir,2021/22,5,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Dagný Huld Birgisdóttir,2019/20,11,1.8,58.8,0,0,0.1,0.3,0.3,100,0,0.2,1.5,1.5,0.1,0.2,0,0.7,0,0.1,0,5.6
Stjarnan,Dagný Huld Birgisdóttir,2018/19,20,1.2,52.3,0,0,0,0,0,0,0,0.5,0,0,0.1,0.2,0,0.2,0,0,0,5.2
Stjarnan,Dagný Huld Birgisdóttir,2017/18,9,0.8,58.3,0,0,0.1,0,0,0,0,0.2,0,0,0,0.2,0,0.8,0.2,0.1,0,5.3
Valur,Díana Dögg Magnúsdóttir,2019/20,18,3.9,56.9,0,0,0.6,2.2,4.3,51.9,0.5,1.9,1.14,2.2,0.4,1.1,0.1,5.9,0.1,0.3,0,7.4
Valur,Díana Dögg Magnúsdóttir,2018/19,27,3.3,51.4,0,0,0.6,1.6,2.5,62.7,0.1,2,0.79,1.26,0.3,1.1,0.2,5.5,0,0.3,0,6.8
Valur,Díana Dögg Magnúsdóttir,2017/18,17,3.2,55.7,0.1,100,0.6,2,3.1,65.4,0.5,2,1,1.53,0.5,1.1,0.3,2.4,0.2,0.2,0,6.7
IBV,Díana Helga Guðjónsdóttir,2019/20,5,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,4.8
HK,Díana Kristín Sigmarsdóttir,2020/21,14,2.4,32.7,0.4,75,0.1,1,1.7,58.3,0.3,2.3,0.44,0.75,0.1,0.1,0,0.4,0,0.1,0,5.2
HK,Díana Kristín Sigmarsdóttir,2019/20,19,5.2,43.8,0.8,78.9,0.1,1.7,2.4,71.1,0.2,3.4,0.49,0.69,0.2,0.1,0.1,1.7,0.2,0.3,0.1,5.9
HK,Díana Kristín Sigmarsdóttir,2018/19,20,5.4,43.4,1.3,78.8,0.2,1.4,2.2,63.6,0.4,2.4,0.6,0.94,0.1,0.1,0.2,1.7,0.2,0.3,0,6.1
IBV,Díana Kristín Sigmarsdóttir,2017/18,2,1.5,23.1,0.5,100,0,1.5,3,50,0,3,0.5,1,1,0,0,1,0,0.5,0,5
Afturelding,Drífa Garðarsdóttir,2023/24,17,0.1,40,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,5
Afturelding,Drífa Garðarsdóttir,2021/22,21,1,48.8,0,0,0,0.1,0.1,66.7,0,0.4,0.22,0.33,0.2,0.6,0,0.2,0,0.1,0,5.3
Afturelding,Drífa Garðarsdóttir,2019/20,11,0.2,33.3,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0,5
Stjarnan,Elena Elísabet Birgisdóttir,2022/23,4,0.5,66.7,0,0,0.3,0.3,0.3,100,0,0.5,0.5,0.5,0,0,0,0,0,0,0,5.2
Stjarnan,Elena Elísabet Birgisdóttir,2021/22,22,1.7,88.1,0,0,0.2,0.3,0.3,85.7,0,0.3,1,1.17,0.3,0.6,0.4,2,0.1,0.3,0,5.9
Stjarnan,Elena Elísabet Birgisdóttir,2020/21,15,0.3,80,0,0,0.3,0.1,0.1,100,0,0.1,2,2,0.1,0.4,0.3,1.1,0.1,0.5,0,5.3
Stjarnan,Elena Elísabet Birgisdóttir,2019/20,12,1.2,66.7,0,0,0.2,0.1,0.1,100,0,0.5,0.17,0.17,0.4,0.3,0.1,2.6,0.2,0.2,0,5.6
Stjarnan,Elena Elísabet Birgisdóttir,2017/18,7,1.3,75,0,0,0.9,0.1,0.1,100,0,0.6,0.25,0.25,0.3,0.1,0.4,2.3,0.3,0.3,0,5.7
Stjarnan,Elín Vilhjálmsdóttir,2023/24,8,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,5
Fram,Elín Ása Bjarnadóttir,2023/24,23,0.2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Valur,Elín Helga Lárusdóttir,2020/21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Valur,Elín Helga Lárusdóttir,2019/20,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Valur,Elín Helga Lárusdóttir,2017/18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Haukar,Elín Klara Þorkelsdóttir,2023/24,28,7.4,66.5,2.3,82.3,1,4.4,6.3,70.1,0.9,2,2.14,3.05,0.6,0.6,0.1,3.6,0.1,0.4,0,8.6
Haukar,Elín Klara Þorkelsdóttir,2022/23,28,6.9,59,1.5,63.2,2,3.8,6.1,62.9,1,2,1.91,3.04,0.5,1.2,0.1,5.1,0.3,0.5,0,8.7
Haukar,Elín Klara Þorkelsdóttir,2021/22,23,3.9,65.2,0,0,1.5,3.3,5,66.7,0.7,2.3,1.41,2.11,0.6,0.7,0,4.3,0,0.4,0,7.6
Haukar,Elín Klara Þorkelsdóttir,2020/21,12,2.1,69.4,0,0,0.9,0.4,1.2,35.7,0.1,1.2,0.36,1,0.4,0.3,0,1.6,0,0,0,6.1
Selfoss,Elín Krista Sigurðardóttir,2018/19,11,0.2,33.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,5
Selfoss,Elín Krista Sigurðardóttir,2017/18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Valur,Elín Rósa Magnúsdóttir,2023/24,27,3.9,67.9,0,0,1,3.8,5.4,69.9,0.8,2,1.85,2.65,0.3,0.7,0.1,2.1,0,0.1,0,7.6
Valur,Elín Rósa Magnúsdóttir,2022/23,28,2.9,60.2,0,0,1.6,2.4,3.8,63.6,0.6,1.6,1.48,2.33,0.3,0.4,0.1,2,0,0,0,7
Valur,Elín Rósa Magnúsdóttir,2021/22,26,2,56,0,0,0.8,2,2.9,68.8,0.5,2.7,0.77,1.12,0.2,0.3,0.1,0.6,0,0,0,6.1
Valur,Elín Rósa Magnúsdóttir,2020/21,20,2.4,70.6,0,0,1.2,1,1.6,61.3,0.3,1.4,0.7,1.15,0,0.3,0.1,0.8,0,0.1,0,6.2
Valur,Elín Rósa Magnúsdóttir,2019/20,18,1.1,50,0,0,0.9,0.4,0.6,66.7,0.1,0.8,0.53,0.8,0.2,0.2,0,1.3,0,0.2,0,5.6
Selfoss,Elínborg Katla Þorbjörnsdóttir,2022/23,21,1.5,40.8,0,0,0.2,0.5,0.7,73.3,0,1.5,0.35,0.48,0.7,0.4,0.4,5.1,0.1,0.7,0,5.7
IBV,Elísa Elíasdóttir,2023/24,25,4,70.9,0,0,1,0.5,0.7,70.6,0,0.8,0.57,0.81,0.4,1,1,3.2,0.2,0.3,0,6.9
IBV,Elísa Elíasdóttir,2022/23,28,3,73.7,0,0,0.4,0.2,0.3,71.4,0,0.7,0.25,0.35,0.4,0.3,1.1,3.6,0.2,0.4,0,6.4
IBV,Elísa Elíasdóttir,2021/22,24,3.3,76.7,0,0,1.3,0.3,0.5,54.5,0.1,0.7,0.38,0.69,0.4,0.8,0.3,4,0.1,0.4,0,6.8
IBV,Elísa Elíasdóttir,2020/21,19,2.2,70.7,0,0,0.8,0.3,0.3,100,0,0.7,0.43,0.43,0.2,0.4,0.3,4.1,0.1,0.6,0,6.2
IBV,Elísa Björk Björnsdóttir,2019/20,8,0.3,100,0,0,0,0.1,0.1,100,0,0.3,0.5,0.5,0.1,0,0,0,0,0,0,5.1
IBV,Elísa Björk Björnsdóttir,2018/19,12,0,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0.2,0,0,0,5.1
IBV,Elísa Björk Björnsdóttir,2017/18,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4.9
Fjolnir,Elísa Ósk Viðarsdóttir,2017/18,15,2.5,41.1,0.1,25,0.5,0.8,1.1,75,0.1,1.7,0.46,0.62,1,0.8,0.1,2.5,0.5,0.7,0.1,5.3
Stjarnan,Elísabet Gunnarsdóttir,2023/24,15,0.7,78.6,0,0,0.3,0,0,0,0,0.4,0,0,0.1,0,0,0,0.1,0,0,5.2
Stjarnan,Elísabet Gunnarsdóttir,2022/23,28,2.6,79.6,0.1,75,0.9,0.3,0.3,100,0,0.5,0.54,0.54,0.3,0.1,0,0.3,0,0.2,0,6
Stjarnan,Elísabet Gunnarsdóttir,2021/22,23,3.6,78.3,0.9,72.4,1,0.1,0.2,50,0,0.6,0.15,0.31,0.3,0.3,0,0.3,0,0.1,0,6.3
Stjarnan,Elísabet Gunnarsdóttir,2020/21,15,2.1,66,0.2,75,1,0.1,0.1,100,0,0.3,0.25,0.25,0.3,0.2,0.1,1,0.1,0.1,0,5.9
Stjarnan,Elísabet Gunnarsdóttir,2019/20,5,2,76.9,0,0,0.6,0,0,0,0,0,0,0,0.2,0.4,0.2,0.8,0,0,0,5.8
Stjarnan,Elísabet Gunnarsdóttir,2018/19,20,2.2,77.2,0.1,50,0.9,0.4,0.5,87.5,0.1,0.9,0.41,0.47,0.2,0.4,0.2,1.6,0.1,0.6,0,5.9
Fram,Elísabet Gunnarsdóttir,2017/18,15,2.7,83.3,0,0,0.7,0.3,0.3,100,0,0.6,0.56,0.56,0,0,0,0.3,0,0,0,6
Fram,Elna Ólöf Guðjónsdóttir,2023/24,22,2.6,77.3,0,0,0.7,0.3,0.4,75,0,1,0.29,0.38,0.5,0.5,0.1,3.5,0,0.4,0,6.3
HK,Elna Ólöf Guðjónsdóttir,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
HK,Elna Ólöf Guðjónsdóttir,2021/22,20,3.2,69.2,0,0,0.9,0.2,0.4,50,0,0.9,0.18,0.35,0.2,1.2,0.3,5.8,0.3,0.7,0,6.6
HK,Elna Ólöf Guðjónsdóttir,2020/21,14,2.7,77.6,0,0,1,0.4,0.4,100,0,1.1,0.33,0.33,0.3,0.9,0.1,7.4,0.1,0.5,0,6.8
HK,Elna Ólöf Guðjónsdóttir,2019/20,19,1.7,70.2,0,0,0.9,0.2,0.3,80,0,0.9,0.24,0.29,0.3,0.7,0.1,4.7,0.3,0.7,0,6
HK,Elna Ólöf Guðjónsdóttir,2018/19,15,1.9,63.6,0,0,0.7,0.1,0.2,50,0,0.5,0.14,0.29,0.3,0.3,0.1,2.4,0.1,0.5,0,5.8
KA/Thor,Elsa Björg Guðmundsdóttir,2023/24,21,0.1,100,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,5.1
KA/Thor,Elsa Björg Guðmundsdóttir,2022/23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
HK,Elva Arinbjarnar,2019/20,8,1.1,34.6,0.3,100,0.3,0.5,1.3,40,0.1,1,0.5,1.25,0.3,0,0.8,1.8,0.3,0.1,0,5.4
HK,Elva Arinbjarnar,2018/19,20,2.6,38.5,0,0,0.3,1.5,2.1,71.4,0.2,2,0.77,1.08,0.1,0.5,0.8,1.9,0,0.4,0,5.8
Fram,Elva Þóra Arnardóttir,2020/21,14,0.1,100,0,0,0,0.1,0.1,100,0,0.1,1,1,0,0.1,0.1,0.6,0,0.1,0,5.1
Fram,Elva Þóra Arnardóttir,2019/20,18,0.2,100,0,0,0,0.3,0.3,100,0,0,0,0,0,0.2,0.4,0.9,0,0.1,0,5.3
Fram,Elva Þóra Arnardóttir,2018/19,27,0.6,78.9,0,0,0,0.1,0.1,66.7,0,0.1,0.67,1,0,0.1,0.8,1.1,0,0.1,0,5.4
Fram,Elva Þóra Arnardóttir,2017/18,8,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.3,0,0,0,5.2
Stjarnan,Embla Steindórsdóttir,2023/24,23,4.7,51.9,0.9,66.7,1.7,2.4,3.6,66.7,0.7,3.2,0.77,1.15,0.3,0.8,0.1,4.7,0.3,0.3,0,7.2
HK,Embla Steindórsdóttir,2022/23,20,4.4,43.3,1.1,59.5,1.3,2.5,3.5,71,0.4,3,0.83,1.17,0.3,0.7,0.1,4,0.1,0.7,0.1,6.5
HK,Embla Steindórsdóttir,2021/22,17,0.2,42.9,0,0,0.4,0.2,0.4,50,0,0.8,0.21,0.43,0,0.2,0,0.4,0,0.1,0,5.1
HK,Embla Steindórsdóttir,2020/21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
FH,Emilie Jakobsen,2020/21,5,0.8,66.7,0,0,0.2,0,0,0,0,1,0,0,0.2,0.2,0,0,0,0.2,0,5.1
Afturelding,Emilía Guðrún Hauksdóttir,2021/22,16,0.1,20,0,0,0.1,0.1,0.2,50,0,0.3,0.25,0.5,0.1,0,0,0.4,0,0,0,5
Haukar,Emilía Katrín Matthíasdóttir,2022/23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Haukar,Emilía Katrín Matthíasdóttir,2021/22,8,0.1,50,0,0,0,0.1,0.1,100,0,0.3,0.5,0.5,0,0.3,0,0,0,0,0,5.1
Haukar,Emilía Katrín Matthíasdóttir,2020/21,13,0.2,50,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0.1,0,5
FH,Emilía Ósk Steinarsdóttir,2020/21,14,3.6,36.2,1.1,88.2,0.2,0.9,1.3,70.6,0.1,2.6,0.33,0.47,0.3,0.4,0.1,2.2,0,0.9,0,5.4
Selfoss,Emilía Ýr Kjartansdóttir,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Fram,Emma Olsson,2021/22,27,3,60.4,0,0,0.7,0.6,0.8,71.4,0.1,1.3,0.43,0.6,0.6,0.5,0.7,3.7,0.3,0.7,0.1,6.2
FH,Emma Havin Sardardóttir,2020/21,14,0.9,63.2,0,0,0.1,0,0,0,0,0.4,0,0,0.4,0.2,0,0.6,0,0.1,0,5.3
Grotta,Emma Havin Sardardóttir,2017/18,7,3.4,55.8,0,0,0.7,0.1,0.4,33.3,0.1,1.1,0.13,0.38,0.7,0.7,0.3,2.7,0.1,0.3,0,5.6
Haukar,Ena Car,2022/23,25,2.4,41.1,0.4,69.2,0.5,1.3,2.2,59.3,0.2,1.6,0.78,1.32,0.4,0.8,0.2,4.2,0.2,0.3,0,6.2
IBV,Erika Ýr Ómarsdóttir,2023/24,11,0.1,33.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,5
IBV,Erika Ýr Ómarsdóttir,2020/21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,5
KA/Thor,Erla Hleiður Tryggvadóttir,2021/22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
KA/Thor,Erla Hleiður Tryggvadóttir,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IR,Erla María Magnúsdóttir,2023/24,22,0.4,56.3,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0.1,0,5
KA/Thor,Erla Rós Einarsdóttir,2022/23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Fram,Erna Guðlaug Gunnarsdóttir,2023/24,23,1.5,46.1,0,100,0.7,2.3,3.1,73.6,0.3,1.4,1.61,2.18,0.1,0.4,0,1.9,0,0,0,6.1
Fram,Erna Guðlaug Gunnarsdóttir,2022/23,22,1.9,52.5,0,100,0.7,3,4.2,71.4,0.5,2,1.44,2.02,0.7,0.5,0,1,0.1,0.2,0,6.4
Fram,Erna Guðlaug Gunnarsdóttir,2021/22,28,0.6,52.9,0,100,0.2,0.4,0.7,55,0.1,0.5,0.79,1.43,0.1,0.1,0,0.3,0,0,0,5.3
Fram,Erna Guðlaug Gunnarsdóttir,2020/21,13,0.2,60,0.1,100,0.3,0.3,0.5,57.1,0.1,0.1,4,7,0,0.1,0.1,0.3,0,0,0,5.3
Fram,Erna Guðlaug Gunnarsdóttir,2019/20,18,0.2,57.1,0,0,0,0.1,0.2,50,0,0.1,1,2,0,0.2,0,0.2,0,0.1,0,5.1
Fram,Erna Guðlaug Gunnarsdóttir,2018/19,7,0,0,0,0,0,0.4,0.4,100,0,0.3,1.5,1.5,0,0,0,0.1,0,0,0,5
Fram,Erna Guðlaug Gunnarsdóttir,2017/18,7,0.1,50,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,5
IBV,Ester Óskarsdóttir,2023/24,12,0,0,0,0,0,0.1,0.1,100,0,0.1,1,1,0,0.4,0.1,2.2,0.3,0.2,0,5.3
IBV,Ester Óskarsdóttir,2020/21,6,0.5,60,0,0,0,0.3,0.6,50,0.2,0.5,0.67,1.33,0.2,0.2,0.2,0.2,0,0.3,0,5.1
IBV,Ester Óskarsdóttir,2019/20,11,4.3,43.9,0,0,0.5,1.9,4.2,45.7,0.5,2.4,0.81,1.77,0.3,1.1,1.1,3.8,0.2,0.6,0,6.9
IBV,Ester Óskarsdóttir,2018/19,23,4.9,48.9,0,0,0.6,3,4.3,68.7,0.5,3.2,0.93,1.36,0.2,2,0.6,4,0.1,0.6,0,7.2
IBV,Ester Óskarsdóttir,2017/18,8,6.3,52.1,0,0,0.4,2.5,4.1,60.6,0.8,2.6,0.95,1.57,0.3,2,0.9,5.3,0.8,0.1,0,7.9
Haukar,Ester Amíra Ægisdóttir,2023/24,18,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,5
Haukar,Ester Amíra Ægisdóttir,2022/23,17,0,0,0,0,0,0.1,0.1,100,0,0.1,1,1,0,0,0,0,0,0,0,5
Haukar,Ester Amíra Ægisdóttir,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Afturelding,Eva Aðalsteinsdóttir,2019/20,8,0.1,33.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,5
IBV,Eva Aðalsteinsdóttir,2018/19,10,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0.1,0,5
IBV,Eva Aðalsteinsdóttir,2017/18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Eva Björk Davíðsdóttir,2023/24,23,5.3,53.3,2.2,70.4,1,2.1,3.2,65.8,0.4,2.2,0.94,1.43,0.6,0.7,0.7,2.8,0,0.3,0,7.1
Stjarnan,Eva Björk Davíðsdóttir,2022/23,28,4,56.9,1.8,76.6,0.6,2.3,3.3,70.3,0.8,2.2,1.05,1.49,0.6,0.4,0.2,2.1,0,0.3,0,6.8
Stjarnan,Eva Björk Davíðsdóttir,2021/22,23,4.8,54.5,1.7,73.1,1.1,3.4,4.9,69.9,0.7,2.6,1.32,1.88,0.2,0.3,0.1,2,0.1,0.5,0,7.1
Stjarnan,Eva Björk Davíðsdóttir,2020/21,16,6.8,60.2,2.9,80.7,0.6,3,4.9,60.8,0.8,3.6,0.84,1.39,0.3,0.5,0.6,2.6,0.1,0.3,0,7.7
HK,Eva Hrund Harðardóttir,2018/19,21,0.7,78.9,0.1,100,0.1,0,0,0,0,0.3,0,0.14,0,0,0,0.4,0,0.1,0,5.2
FH,Fanney Þóra Þórsdóttir,2020/21,12,3.1,50.7,1.4,81,1.1,1.3,2.1,61.5,0.2,2.7,0.5,0.81,0.6,0.8,0.8,4.8,0.1,0.3,0,6.4
Afturelding,Fanney Ösp Finnsdóttir,2023/24,12,0.2,66.7,0,0,0,0.2,0.3,66.7,0.1,0.3,0.67,1,0.1,0.1,0.2,0.2,0,0.1,0,5.1
Fjolnir,Fanney Ösp Finnsdóttir,2017/18,10,0.1,16.7,0,0,0,0.2,0.3,66.7,0,0.3,0.67,1,0,0,0.2,0,0,0,0,4.5
FH,Freydís Jara Þórsdóttir,2020/21,10,0.9,25,0,0,0,0.3,0.7,42.9,0.3,1.9,0.16,0.37,0.1,0.1,0,0.3,0,0,0,4.8
Stjarnan,Freydís Jara Þórsdóttir,2018/19,9,0.9,72.7,0.9,80,0,0.1,0.2,50,0,0.1,1,2,0,0,0,0,0,0,0,5.3
Valur,Gerður Arinbjarnar,2019/20,3,0.7,50,0,0,0.7,0,0,0,0,0.3,0,0,0,0.3,1.3,3.3,0.3,0.3,0,5.7
Valur,Gerður Arinbjarnar,2018/19,26,0.6,62.5,0,0,0,0.1,0.1,100,0.1,0.4,0.18,0.18,0.3,0.1,0.7,4.7,0.2,0.5,0,5.7
Valur,Gerður Arinbjarnar,2017/18,16,1.4,71.9,0,0,0.2,0.2,0.2,100,0.1,0.8,0.23,0.23,0.2,0,0.8,3.4,0.3,0.4,0.1,5.7
HK,Guðbjörg Erla Steinarsdóttir,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Guðmunda Auður Guðjónsdóttir,2023/24,23,0.6,72.2,0,0,0.2,0.1,0.1,100,0,0.1,1,1,0,0.1,0,0.2,0,0,0,5.2
Grotta,Guðrún Þorláksdóttir,2017/18,7,0.6,40,0,0,0.1,0.1,0.1,100,0.1,0.4,0.33,0.33,0,0.6,0.1,2.3,0.1,0.1,0,4.7
Fram,Guðrún Erla Bjarnadóttir,2021/22,20,1.4,47.4,0,0,0,0.5,0.7,76.9,0.1,0.9,0.56,0.72,0.4,0.1,0,0.4,0,0.1,0,5.3
Fram,Guðrún Erla Bjarnadóttir,2020/21,15,0.8,52.2,0.1,66.7,0.3,0.2,0.3,60,0.1,0.8,0.25,0.42,0.1,0.1,0,0.1,0,0,0,5.2
Haukar,Guðrún Erla Bjarnadóttir,2019/20,18,3.3,53.1,0.7,75,0.6,1.5,2.2,69.2,0.2,2.7,0.55,0.8,0.2,0.2,0,1.5,0.1,0.4,0,6
Haukar,Guðrún Erla Bjarnadóttir,2018/19,11,0.5,33.3,0.2,66.7,0.2,0.2,0.5,40,0,0.5,0.4,1,0.1,0,0,0.2,0,0.1,0,5.1
Haukar,Guðrún Erla Bjarnadóttir,2017/18,15,4.2,56.8,1.2,66.7,0.3,1.4,2.1,67.7,0.1,2.5,0.55,0.82,0.4,0.2,0,0.8,0.3,0.3,0,6.1
Valur,Guðrún Hekla Traustadóttir,2023/24,25,0.5,70.6,0,0,0.2,0.2,0.4,50,0,0.3,0.5,1,0,0,0,0.4,0,0,0,5.2
Valur,Guðrún Hekla Traustadóttir,2022/23,14,0,0,0,0,0,0.1,0.2,66.7,0,0,0,0,0,0.1,0,0.1,0,0,0,5.1
Haukar,Guðrún Jenný Sigurðardóttir,2021/22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,4.9
Haukar,Guðrún Jenný Sigurðardóttir,2020/21,16,0.5,72.7,0,0,0.3,0,0,0,0,0.1,0,0,0.1,0,0.1,0.3,0,0.1,0,5.2
Fjolnir,Guðrún Jenný Sigurðardóttir,2017/18,21,2,69.5,0.4,57.1,0.2,0.1,0.1,66.7,0,0.9,0.11,0.16,0.3,0.1,0,0.7,0.1,0.2,0,5.3
IR,Guðrún Maryam Rayadh,2023/24,23,0.2,26.7,0,100,0.1,0.1,0.2,40,0.1,0.2,0.5,1.25,0,0,0,0.5,0,0,0,5.1
Afturelding,Guðrún Maryam Rayadh,2019/20,8,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5
Haukar,Gunnhildur  Pétursdóttir,2022/23,22,0.9,60.6,0.7,71.4,0,0.1,0.1,75,0.1,0.2,0.75,1,0.2,0,0,0.2,0,0.1,0,5.3
Haukar,Gunnhildur  Pétursdóttir,2021/22,11,0.5,62.5,0,0,0,0.1,0.2,50,0,0.5,0.17,0.33,0,0.1,0,0.1,0,0,0,5.1
HK,Hafdís Shizuka Iura,2020/21,14,1.4,54.3,0,0,0.3,0.5,0.7,70,0.1,1.5,0.33,0.48,0,0.1,0,0.7,0,0.1,0,5.4
HK,Hafdís Shizuka Iura,2019/20,8,0.3,40,0,0,0.4,0.1,0.2,50,0.1,0.6,0.2,0.4,0,0,0,0.3,0,0,0,5.1
Fram,Hafdís Shizuka Iura,2018/19,19,0.9,45,0,0,0.3,0.5,0.7,71.4,0.2,0.8,0.67,0.93,0,0.1,0,0.4,0.1,0.2,0,5.3
Fram,Hafdís Shizuka Iura,2017/18,7,0.3,100,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.3,0,0,0,5.1
Selfoss,Hafdís Alda Hafdal,2022/23,12,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,5
IBV,Hafrún Dóra Hafþórsdóttir,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Hafrún Dóra Hafþórsdóttir,2017/18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
Afturelding,Halldóra Ástrós Guðmundsdóttir,2023/24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Hanna Guðrún Hauksdóttir,2023/24,23,0.5,48,0,0,0.2,0.4,0.8,47.4,0,0.8,0.5,1.06,0.1,0.2,0,2,0,0.1,0,5.4
Stjarnan,Hanna Guðrún Hauksdóttir,2022/23,28,0.2,50,0,0,0.1,0.5,0.8,65,0,0.5,0.87,1.33,0.1,0.1,0,0.4,0,0.1,0,5.2
Stjarnan,Hanna Guðrún Stefánsdóttir,2022/23,26,1.2,58.2,0,0,0.1,0.2,0.4,50,0,0.2,0.67,1.33,0.6,0.5,0,0.6,0,0.1,0,5.5
Stjarnan,Hanna Guðrún Hauksdóttir,2021/22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,5
Stjarnan,Hanna Guðrún Stefánsdóttir,2021/22,15,1,60,0.1,66.7,0.1,0.1,0.2,50,0,0.1,1,2,0.3,0.6,0,0.7,0.1,0.1,0,5.4
