Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,FiV,Sto,Sk.F,P%,S7m,TB,Sto/TB,Sk.F/TB,Frk,Stl,Blk,Stp,Gul,2m,Rau,Eink
Fram,Breki Dagsson,2021/22,19,4.3,61.8,0.9,77.3,0.3,3.1,4.5,68.6,0.8,2.2,1.4,2.05,0.6,0.5,0.2,2,0.1,0.4,0,7.1
Fram,Breki Dagsson,2020/21,21,1.9,51.9,0,0,0.2,1.5,2.3,65.3,0.2,1.7,0.91,1.4,0.3,0.3,0.2,2.1,0.1,0.2,0,6
Fjolnir,Breki Dagsson,2019/20,18,5.9,52.7,1.8,76.7,0.3,4.3,7.1,60.9,0.9,2.6,1.66,2.72,0.6,0.9,0.1,3.1,0.2,0.4,0,7.8
Fjolnir,Breki Dagsson,2017/18,22,3.5,55.8,0,0,0.3,2.6,4.3,60,0.2,1.5,1.73,2.88,0.7,0.6,0.1,2.8,0.1,0.4,0,6.8
Valur,Breki Hrafn Valdimarsson,2023/24,19,0,0,0,0,0,0.1,0.1,100,0,0.1,1,1,0.1,0.1,0.1,0.9,0.1,0.1,0,5
Valur,Breki Hrafn Valdimarsson,2022/23,14,0.4,42.9,0,0,0.1,0.2,0.2,100,0.1,0.1,1.5,1.5,0,0.1,0,0.6,0,0.1,0,5.2
Valur,Breki Hrafn Valdimarsson,2021/22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Valur,Breki Hrafn Valdimarsson,2020/21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Breki Þór Óðinsson,2023/24,22,1.5,61.5,0,0,0,0,0,0,0,0.2,0,0.2,0.5,0.2,0,0.8,0,0.1,0,5.5
IBV,Breki Þór Óðinsson,2022/23,4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,5
IBV,Breki Þór Óðinsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Fjolnir,Brynjar Loftsson,2019/20,17,2.4,51.9,0.2,50,0.2,0.2,0.3,75,0,0.5,0.38,0.5,0.5,0.5,0,0.8,0,0,0,5.7
Fjolnir,Brynjar Loftsson,2017/18,21,2.4,60.2,0.4,66.7,0,0,0,0,0,0.3,0.17,0.33,0.3,0.2,0,0.9,0.1,0.1,0,5.7
Stjarnan,Brynjar Hólm Grétarsson,2022/23,16,1.3,76.9,0,0,0.3,0.2,0.3,60,0,0.1,1.5,2.5,0.4,0.3,0.8,4.8,0.3,1.3,0.1,5.8
Stjarnan,Brynjar Hólm Grétarsson,2021/22,13,0.6,44.4,0,0,0.3,0.2,0.2,100,0.1,0.4,0.6,0.6,0.2,0.6,0.3,3.7,0.2,0.6,0,5.6
Stjarnan,Brynjar Hólm Grétarsson,2020/21,26,1.8,60.3,0,0,0.4,0.7,1,69.2,0.1,0.7,1.06,1.53,0.3,0.8,0.8,5.3,0.2,0.8,0,6.3
Akureyri,Brynjar Hólm Grétarsson,2018/19,22,1.5,53.1,0,0,0,1.2,1.4,83.9,0,1,1.13,1.35,0.4,0.4,0.3,5.1,0.2,0.7,0,6
Vikingur,Brynjar Jökull Guðmundsson,2023/24,18,0.9,61.5,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0.1,0,0.2,0,5.2
Grotta,Brynjar Jökull Guðmundsson,2020/21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,5
Grotta,Brynjar Jökull Guðmundsson,2018/19,14,0.2,50,0.1,66.7,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,5.1
Stjarnan,Brynjar Jökull Guðmundsson,2017/18,16,0.1,66.7,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0.1,1.6,0.1,0.4,0,5.2
Fjolnir,Brynjar Óli Kristjánsson,2019/20,13,3.4,57.9,0.2,100,1.3,1.8,3.3,55.8,0.3,1.8,1.04,1.87,0.7,0.5,0.2,2.9,0.2,0.2,0,7
Fjolnir,Brynjar Óli Kristjánsson,2017/18,3,0.3,100,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,5
Haukar,Brynjólfur Snær Brynjólfsson,2023/24,24,2.4,71.6,0.1,66.7,0,0.1,0.3,42.9,0.1,0,3,7,0.3,0.5,0,0.5,0,0.2,0,5.9
Haukar,Brynjólfur Snær Brynjólfsson,2022/23,32,2.3,71.2,0.3,72.7,0,0.1,0.1,100,0,0.3,0.3,0.3,0.7,0.4,0,0.5,0,0.1,0,5.8
Haukar,Brynjólfur Snær Brynjólfsson,2021/22,27,4.2,75.5,1.7,84.9,0.2,0.7,0.8,86.4,0.1,0.3,2.38,2.75,0.7,0.8,0,0.6,0,0,0,6.7
Haukar,Brynjólfur Snær Brynjólfsson,2020/21,27,2.8,72.4,0.1,60,0.2,0.3,0.5,58.3,0,0.3,0.78,1.33,0.4,0.7,0,0.7,0.1,0,0,6.1
Haukar,Brynjólfur Snær Brynjólfsson,2019/20,16,3.7,72,0.1,50,0.3,0.4,0.9,42.9,0,0.4,1,2.33,1.3,0.3,0,0.6,0.1,0.1,0,6.4
Haukar,Brynjólfur Snær Brynjólfsson,2018/19,32,2.6,62.7,0,0,0.1,0.3,0.4,76.9,0,0.3,1.11,1.44,0.6,0.3,0,0.7,0,0.1,0,5.9
Haukar,Brynjólfur Snær Brynjólfsson,2017/18,19,2.2,63.6,0,0,0.1,0.4,0.5,87.5,0,0.2,1.75,2,0.1,0.5,0,0.4,0,0,0,5.8
Afturelding,Böðvar Páll Ásgeirsson,2023/24,13,0.5,85.7,0,0,0.1,0.1,0.2,50,0,0.2,0.5,1,0.3,0.1,1.3,4.9,0.1,0.3,0.1,5.7
Afturelding,Böðvar Páll Ásgeirsson,2022/23,24,0.4,75,0,0,0,0.2,0.2,100,0,0.1,2.5,2.5,0.1,0.3,0.9,3.7,0.1,0.4,0,5.6
Afturelding,Böðvar Páll Ásgeirsson,2019/20,10,0.2,66.7,0,0,0.1,0.1,0.2,50,0,0.2,0.5,1,0.3,0.2,0.5,4.7,0,0.6,0,5.6
Afturelding,Böðvar Páll Ásgeirsson,2018/19,21,1,60.6,0,0,0,0.3,0.3,100,0,0.1,2,2,0.5,0.2,1.4,4.9,0.1,1,0,5.9
Afturelding,Böðvar Páll Ásgeirsson,2017/18,24,1,67.6,0,0,0,0.3,0.3,100,0,0.2,1.75,1.75,0.1,0.4,0.8,4.2,0.3,0.6,0.1,5.7
KA,Daði Jónsson,2023/24,19,1,57.6,0,0,0.2,0.2,0.2,100,0.1,0.1,1.5,1.5,0.7,0.4,0.1,3.1,0.1,0.3,0,5.7
KA,Daði Jónsson,2020/21,23,0.7,55.6,0,0,0.3,0.1,0.1,100,0,0.2,0.4,0.4,0.5,0.1,0.1,2.4,0,0.3,0,5.4
KA,Daði Jónsson,2019/20,18,0.4,63.6,0,0,0.1,0.4,0.6,63.6,0.1,0.2,2.33,3.67,0.3,0.2,0.1,5.7,0.2,0.8,0.1,5.6
KA,Daði Jónsson,2018/19,22,0.1,42.9,0,0,0,0.1,0.1,100,0,0,0,0,0.1,0.1,0.2,3.8,0.1,1,0,5.3
Grotta,Daði Gautason,2018/19,1,7,77.8,3,100,1,1,2,50,0,4,0.25,0.5,0,0,0,1,0,0,0,7.2
Grotta,Daði Gautason,2017/18,15,3.3,51.6,0.5,70,0.3,2.5,3.8,65.5,0.2,2.1,1.23,1.87,0.5,0.1,0.2,3.7,0.5,0.4,0,6.6
IBV,Dagur Arnarsson,2023/24,25,2,52.6,0,50,0.2,3.5,4.8,73.1,0.4,1.8,1.93,2.64,0.2,0.2,0.1,1.2,0,0.2,0,6.4
KA,Dagur Gautason,2022/23,21,5,82.2,0.2,83.3,0.6,0.5,0.6,84.6,0,1,0.55,0.65,0.8,0.4,0,0.5,0,0.4,0,6.8
IBV,Dagur Arnarsson,2022/23,29,2.5,50.7,0,0,0.4,3.3,4.7,70.1,0.7,1.5,2.18,3.11,0.3,0.7,0.1,1.2,0,0.2,0,6.6
Stjarnan,Dagur Gautason,2021/22,19,3.3,69.7,0,0,0.5,0.3,0.3,100,0.1,0.7,0.38,0.38,0.7,1.1,0,0.8,0,0.1,0,6.3
