timabil,dags,heima,gestir,stig_heima,stig_gestir
2011,2011-03-08T20:00:00Z,FH,ÍR,20,35
2011,2011-03-18T18:00:00Z,ÍBV,FH,27,23
2011,2011-03-18T19:30:00Z,ÍR,Fjölnir,35,16
2011,2011-03-18T19:30:00Z,Selfoss,Stjarnan,22,27
2011,2011-03-18T19:30:00Z,Grótta,Víkingur,26,25
2011,2011-03-24T19:30:00Z,Víkingur,ÍR,26,25
2011,2011-03-25T19:30:00Z,Stjarnan,Grótta,26,21
2011,2011-03-25T20:00:00Z,FH,Selfoss,29,35
2011,2011-03-25T20:00:00Z,Fjölnir,ÍBV,23,30
2011,2011-04-01T19:30:00Z,ÍBV,Víkingur,32,22
2011,2011-04-01T19:30:00Z,Grótta,Selfoss,38,25
2011,2011-04-01T19:30:00Z,ÍR,Stjarnan,32,29
2011,2011-04-01T20:00:00Z,FH,Fjölnir,29,26
2011,2011-04-08T19:30:00Z,Stjarnan,ÍBV,30,26
2011,2011-04-08T19:30:00Z,Víkingur,FH,24,24
2011,2011-04-08T19:30:00Z,Selfoss,Fjölnir,26,27
2011,2011-04-08T19:30:00Z,Grótta,ÍR,26,24
2010,2009-10-09T20:00:00Z,Fjölnir,Selfoss,14,32
2010,2009-10-10T13:30:00Z,Afturelding,ÍBV,27,22
2010,2009-10-11T15:30:00Z,ÍR,Víkingur,30,28
2010,2009-10-16T19:30:00Z,Víkingur,Fjölnir,32,14
2010,2009-10-16T21:00:00Z,Þróttur,Afturelding,20,28
2010,2009-10-18T14:30:00Z,ÍBV,ÍR,32,25
2010,2009-10-23T19:30:00Z,Selfoss,Víkingur,22,20
2010,2009-10-24T13:30:00Z,Fjölnir,ÍBV,26,40
2010,2009-10-25T15:30:00Z,ÍR,Þróttur,33,27
2010,2009-11-03T19:30:00Z,Afturelding,ÍR,29,23
2010,2009-11-03T20:15:00Z,Þróttur,Fjölnir,20,22
2010,2009-11-06T19:30:00Z,Selfoss,Þróttur,35,22
2010,2009-11-06T20:00:00Z,Fjölnir,Afturelding,19,33
2010,2009-11-07T13:30:00Z,Víkingur,ÍBV,33,23
2010,2009-11-10T19:30:00Z,Afturelding,Selfoss,26,25
2010,2009-11-13T19:00:00Z,Þróttur,Víkingur,19,24
2010,2009-11-14T13:30:00Z,ÍBV,Selfoss,23,25
2010,2009-11-15T15:30:00Z,ÍR,Fjölnir,27,18
2010,2009-11-20T19:30:00Z,Selfoss,ÍR,32,28
2010,2009-11-20T19:30:00Z,Víkingur,Afturelding,23,23
2010,2009-11-27T19:30:00Z,Selfoss,Fjölnir,36,17
2010,2009-11-28T13:30:00Z,ÍBV,Afturelding,29,26
2010,2009-12-04T19:30:00Z,Afturelding,Þróttur,30,21
2010,2009-12-04T20:00:00Z,Fjölnir,Víkingur,19,34
2010,2009-12-05T13:30:00Z,ÍR,ÍBV,27,29
2010,2009-12-10T18:30:00Z,Þróttur,ÍR,18,32
2010,2009-12-11T19:30:00Z,Víkingur,Selfoss,30,32
2010,2009-12-19T14:00:00Z,ÍBV,Fjölnir,38,16
2010,2010-01-16T13:30:00Z,ÍBV,Þróttur,35,26
2010,2010-01-21T20:30:00Z,Fjölnir,Þróttur,28,28
2010,2010-01-22T19:30:00Z,Selfoss,ÍBV,33,29
2010,2010-01-24T15:30:00Z,ÍR,Afturelding,19,28
2010,2010-01-27T19:30:00Z,Víkingur,ÍR,25,23
2010,2010-01-29T19:30:00Z,Þróttur,Selfoss,20,44
2010,2010-01-29T19:30:00Z,Afturelding,Fjölnir,33,16
2010,2010-01-30T15:15:00Z,ÍBV,Víkingur,29,27
2010,2010-02-05T19:30:00Z,Selfoss,Afturelding,32,23
2010,2010-02-05T19:30:00Z,Víkingur,Þróttur,29,14
2010,2010-02-05T20:00:00Z,Fjölnir,ÍR,24,29
2010,2010-02-09T19:30:00Z,Afturelding,Víkingur,25,23
2010,2010-02-09T19:30:00Z,ÍR,Selfoss,30,28
2010,2010-02-14T14:00:00Z,Þróttur,ÍBV,26,27
2010,2010-02-19T19:30:00Z,Víkingur,Selfoss,27,33
2010,2010-02-19T19:30:00Z,Afturelding,Þróttur,28,18
2010,2010-02-20T13:30:00Z,ÍBV,Fjölnir,36,20
2010,2010-03-05T19:30:00Z,Selfoss,Fjölnir,34,17
2010,2010-03-05T19:30:00Z,Afturelding,Víkingur,29,25
2010,2010-03-07T16:00:00Z,Þróttur,ÍR,23,28
2010,2010-03-11T19:00:00Z,Fjölnir,Afturelding,19,32
2010,2010-03-12T19:30:00Z,Víkingur,Þróttur,39,19
2010,2010-03-13T13:30:00Z,ÍR,ÍBV,27,35
2010,2010-03-18T19:30:00Z,Selfoss,ÍR,30,21
2010,2010-03-19T19:30:00Z,Fjölnir,Víkingur,18,33
2010,2010-03-20T13:30:00Z,Þróttur,ÍBV,27,41
2010,2010-03-25T20:00:00Z,Fjölnir,Þróttur,25,24
2010,2010-03-26T19:30:00Z,ÍR,Afturelding,21,26
2010,2010-03-27T13:30:00Z,ÍBV,Selfoss,32,28
2010,2010-03-30T19:30:00Z,Afturelding,ÍBV,30,27
2010,2010-03-30T19:30:00Z,Víkingur,ÍR,28,16
2010,2010-03-30T19:30:00Z,Þróttur,Selfoss,23,31
2010,2010-04-07T19:30:00Z,Selfoss,Afturelding,27,24
2010,2010-04-07T19:30:00Z,ÍR,Fjölnir,29,25
2010,2010-04-08T19:30:00Z,ÍBV,Víkingur,33,32
