timabil,dags,heima,gestir,stig_heima,stig_gestir,leikmenn_heima,leikmenn_gestir
2024,2024-04-05T19:30:00Z,HK,ÍBV,33,37,Aron Gauti Óskarsson;Arnór Róbertsson;Kári Tómas Hauksson;Haukur Ingi Hauksson;Ágúst Guðmundsson;Sigurjón Guðmundsson;Hjörtur Ingi Halldórsson;Kristófer Ísak Bárðarson;Ari Sverrir Magnússon;Kristján Pétur Barðason;Róbert Örn Karlsson;Styrmir Máni Arnarsson;Elías Björgvin Sigurðsson;Benedikt Þorsteinsson;Sigurvin Jarl Ármannsson;Kristján Ottó Hjálmsson,Hinrik Hugi Heiðarsson;Dagur Arnarsson;Gauti Gunnarsson;Ísak Rafnsson;Jason Stefánsson;Daniel Esteves Vieira;Gabríel Martinez Róbertsson;Arnór Viðarsson;Pavel Miskevich;Petar Jokanovic;Sveinn José Rivera;Andrés Marel Sigurðsson;Nökkvi Snær Óðinsson;Sigtryggur Daði Rúnarsson;Kári Kristján Kristjánsson;Elmar Erlingsson
2024,2024-04-05T19:30:00Z,FH,KA,32,22,Daníel Freyr Andrésson;Ágúst Birgisson;Aron Pálmarsson;Ásbjörn Friðriksson;Leonharð Þorgeir Harðarson;Atli Steinn Arnarson;Jakob Martin Ásgeirsson;Axel Hreinn Hilmisson;Daníel Matthíasson;Jón Bjarni Ólafsson;Einar Örn Sindrason;Birgir Már Birgisson;Ingvar Dagur Gunnarsson;Jóhannes Berg Andrason;Garðar Ingi Sindrason;Símon Michael Guðjónsson,Patrekur Stefánsson;Daði Jónsson;Arnór Ísak Haddsson;Magnús Dagur Jónatansson;Skarphéðinn Ívar Einarsson;Ólafur Gústafsson;Nicolai Horntvedt Kristensen;Einar Rafn Eiðsson;Logi Gautason;Jens Bragi Bergþórsson;Bruno Bernat;Dagur Árni Heimisson;Einar Birgir Stefánsson;Jóhann Geir Sævarsson;Ott Varik
2023,2022-09-08T18:00:00Z,Fram,Selfoss,33,26,Þorvaldur Tryggvason;Stefán Darri Þórsson;Lárus Helgi Ólafsson;Kristófer Dagur Sigurðsson;Arnór Máni Daðason;Eiður Rafn Valsson;Daníel Stefán Reynisson;Þorsteinn Gauti Hjálmarsson;Kjartan Þór Júlíusson;Kristófer Andri Daðason;Stefán Orri Arnalds;Ólafur Brim Stefánsson;Ívar Logi Styrmisson;Marko Coric;Reynir Þór Stefánsson;Luka Vukicevic,Vilius Rasimas;Karolis Stropus;Elvar Elí Hallgrímsson;Guðmundur Hólmar Helgason;Sölvi Svavarsson;Richard Sæþór Sigurðsson;Ísak Gústafsson;Sverrir Pálsson;Alexander Hrafnkelsson;Atli Ævar Ingólfsson;Hannes Höskuldsson;Guðjón Baldur Ómarsson;Einar Sverrisson;Tryggvi Sigurberg Traustason;Vilhelm Freyr Steindórsson;Jón Þórarinn Þorsteinsson
2023,2022-09-08T19:30:00Z,Grótta,ÍR,31,20,Þorgeir Bjarki Davíðsson;Jakob Ingi Stefánsson;Elvar Otri Hjálmarsson;Ísak Arnar Kolbeins;Einar Baldvin Baldvinsson;Daníel Andri Valtýsson;Ari Pétur Eiríksson;Kári Kvaran;Ágúst Emil Grétarsson;Jóel Bernburg;Birgir Steinn Jónsson;Antoine Óskar Pantano;Daníel Örn Griffin;Andri Þór Helgason;Hannes Grimm;Theis Kock Sondergard,Ólafur Rafn Gíslason;Bjarki Steinn Þórisson;Viktor Sigurðsson;Dagur Sverrir Kristjánsson;Arnar Freyr Guðmundsson;Eyþór Ari Waage;Hrannar Ingi Jóhannsson;Bergþór Róbertsson;Andri Freyr Ármannsson;Viktor Freyr Viðarsson;Sveinn Brynjar Agnarsson;Rökkvi Pacheco Steinunnarson;Úlfur Gunnar Kjartansson;Róbert Snær Örvarsson;Markús Björnsson;Friðrik Hólm Jónsson
2023,2022-09-08T19:30:00Z,Valur,Afturelding,25,24,Björgvin Páll Gústavsson;Tjörvi Týr Gíslason;Finnur Ingi Stefánsson;Agnar Smári Jónsson;Arnór Snær Óskarsson;Tryggvi Garðar Jónsson;Aron Dagur Pálsson;Benedikt Gunnar Óskarsson;Vignir Stefánsson;Stiven Tobar Valencia;Alexander Örn Júlíusson;Stefán Pétursson;Bergur Elí Rúnarsson;Róbert Aron Hostert;Magnús Óli Magnússon;Þorgils Jón Svölu Baldursson,Brynjar Vignir Sigurjónsson;Pétur Júníusson;Stefán Scheving Th. Guðmundsson;Árni Bragi Eyjólfsson;Einar Ingi Hrafnsson;Úlfar Páll Monsi Þórðarson;Bergvin Þór Gíslason;Gestur Ólafur Ingvarsson;Gunnar Kristinn Þórsson;Jovan Kukobat;Birkir Benediktsson;Ágúst Atli Björgvinsson;Blær Hinriksson;Sveinn Aron Sveinsson;Hilmar Ásgeirsson;Ihor Kopyshynskyi
2023,2022-09-08T19:40:00Z,FH,Stjarnan,28,33,Atli Steinn Arnarson;Ásbjörn Friðriksson;Eiríkur Guðni Þórarinsson;Leonharð Þorgeir Harðarson;Egill Magnússon;Jakob Martin Ásgeirsson;Axel Hreinn Hilmisson;Veigar Snær Sigurðsson;Jón Bjarni Ólafsson;Einar Bragi Aðalsteinsson;Róbert Dagur Davíðsson;Einar Örn Sindrason;Birgir Már Birgisson;Andri Clausen;Jóhannes Berg Andrason;Phil Döhler,Hergeir Grímsson;Þórður Tandri Ágústsson;Jóhann Karl Reynisson;Leó Snær Pétursson;Hjálmtýr Alfreðsson;Tandri Már Konráðsson;Arnór Freyr Stefánsson;Brynjar Hólm Grétarsson;Aðalsteinn Örn Aðalsteinsson;Starri Friðriksson;Arnar Freyr Ársælsson;Pétur Árni Hauksson;Ari Sverrir Magnússon;Gunnar Steinn Jónsson;Björgvin Þór Hólmgeirsson;Adam Thorstensen
2023,2022-09-09T19:30:00Z,Haukar,KA,27,21,Geir Guðmundsson;Adam Haukur Baumruk;Brynjólfur Snær Brynjólfsson;Atli Már Báruson;Guðmundur Bragi Ástþórsson;Heimir Óli Heimisson;Matas Pranckevicus;Össur Haraldsson;Magnús Gunnar Karlsson;Sigurður Jónsson;Birkir Snær Steinsson;Ágúst Ingi Óskarsson;Andri Már Rúnarsson;Ólafur Ægir Ólafsson;Andri Fannar Elísson,Dagur Gautason;Patrekur Stefánsson;Arnór Ísak Haddsson;Ísak Óli Eggertsson;Gauti Gunnarsson;Skarphéðinn Ívar Einarsson;Einar Rafn Eiðsson;Hilmar Bjarki Gíslason;Bruno Bernat;Dagur Árni Heimisson;Allan Norðberg;Einar Birgir Stefánsson;Jóhann Geir Sævarsson;Haraldur Bolli Heimisson;Ragnar Snær Njálsson
2023,2022-09-15T19:30:00Z,ÍR,Haukar,33,29,Ólafur Rafn Gíslason;Bjarki Steinn Þórisson;Viktor Sigurðsson;Dagur Sverrir Kristjánsson;Arnar Freyr Guðmundsson;Eyþór Ari Waage;Hrannar Ingi Jóhannsson;Bergþór Róbertsson;Andri Freyr Ármannsson;Viktor Freyr Viðarsson;Sveinn Brynjar Agnarsson;Rökkvi Pacheco Steinunnarson;Úlfur Gunnar Kjartansson;Róbert Snær Örvarsson;Markús Björnsson;Friðrik Hólm Jónsson,Geir Guðmundsson;Adam Haukur Baumruk;Brynjólfur Snær Brynjólfsson;Atli Már Báruson;Guðmundur Bragi Ástþórsson;Heimir Óli Heimisson;Matas Pranckevicus;Páll Þór Kolbeins;Össur Haraldsson;Magnús Gunnar Karlsson;Sigurður Jónsson;Birkir Snær Steinsson;Ágúst Ingi Óskarsson;Andri Már Rúnarsson;Ólafur Ægir Ólafsson;Andri Fannar Elísson
2023,2022-09-15T19:30:00Z,Selfoss,Grótta,28,27,Vilius Rasimas;Karolis Stropus;Elvar Elí Hallgrímsson;Guðmundur Hólmar Helgason;Sölvi Svavarsson;Richard Sæþór Sigurðsson;Ísak Gústafsson;Sverrir Pálsson;Alexander Hrafnkelsson;Atli Ævar Ingólfsson;Hannes Höskuldsson;Guðjón Baldur Ómarsson;Einar Sverrisson;Tryggvi Sigurberg Traustason;Vilhelm Freyr Steindórsson;Jón Þórarinn Þorsteinsson,Þorgeir Bjarki Davíðsson;Lúðvík Thorberg B Arnkelsson;Jakob Ingi Stefánsson;Elvar Otri Hjálmarsson;Ísak Arnar Kolbeins;Einar Baldvin Baldvinsson;Daníel Andri Valtýsson;Ari Pétur Eiríksson;Kári Kvaran;Ágúst Emil Grétarsson;Jóel Bernburg;Birgir Steinn Jónsson;Andri Þór Helgason;Hannes Grimm;Theis Kock Sondergard
2023,2022-09-15T20:00:00Z,Stjarnan,Fram,24,24,Hergeir Grímsson;Þórður Tandri Ágústsson;Leó Snær Pétursson;Hjálmtýr Alfreðsson;Hrannar Bragi Eyjólfsson;Tandri Már Konráðsson;Brynjar Hólm Grétarsson;Aðalsteinn Örn Aðalsteinsson;Starri Friðriksson;Arnar Freyr Ársælsson;Pétur Árni Hauksson;Ari Sverrir Magnússon;Sigurður Dan Óskarsson;Gunnar Steinn Jónsson;Björgvin Þór Hólmgeirsson;Adam Thorstensen,Þorvaldur Tryggvason;Stefán Darri Þórsson;Lárus Helgi Ólafsson;Kristófer Dagur Sigurðsson;Arnór Máni Daðason;Eiður Rafn Valsson;Þorsteinn Gauti Hjálmarsson;Kjartan Þór Júlíusson;Felix Már Kjartansson;Reynir Þór Stefánsson;Stefán Orri Arnalds;Ólafur Brim Stefánsson;Alexander Már Egan;Ívar Logi Styrmisson;Marko Coric;Luka Vukicevic
2023,2022-09-16T19:40:00Z,Afturelding,FH,25,25,Brynjar Vignir Sigurjónsson;Pétur Júníusson;Stefán Scheving Th. Guðmundsson;Þorsteinn Leó Gunnarsson;Árni Bragi Eyjólfsson;Einar Ingi Hrafnsson;Úlfar Páll Monsi Þórðarson;Bergvin Þór Gíslason;Böðvar Páll Ásgeirsson;Gestur Ólafur Ingvarsson;Gunnar Kristinn Þórsson;Jovan Kukobat;Birkir Benediktsson;Blær Hinriksson;Sveinn Aron Sveinsson;Ihor Kopyshynskyi,Axel Hreinn Hilmisson;Atli Steinn Arnarson;Ásbjörn Friðriksson;Eiríkur Guðni Þórarinsson;Leonharð Þorgeir Harðarson;Jakob Martin Ásgeirsson;Veigar Snær Sigurðsson;Jón Bjarni Ólafsson;Ari Valur Atlason;Einar Bragi Aðalsteinsson;Róbert Dagur Davíðsson;Einar Örn Sindrason;Birgir Már Birgisson;Andri Clausen;Jóhannes Berg Andrason;Phil Döhler
2023,2022-09-16T20:15:00Z,Valur,Hörður,38,28,Björgvin Páll Gústavsson;Tjörvi Týr Gíslason;Finnur Ingi Stefánsson;Agnar Smári Jónsson;Arnór Snær Óskarsson;Tryggvi Garðar Jónsson;Aron Dagur Pálsson;Benedikt Gunnar Óskarsson;Vignir Stefánsson;Stiven Tobar Valencia;Alexander Örn Júlíusson;Sakai Motoki;Bergur Elí Rúnarsson;Róbert Aron Hostert;Magnús Óli Magnússon;Þorgils Jón Svölu Baldursson,Sudario Eidur Carneiro;Guntis Pilpuks;Tadeo Ulises Salduna;Rolands Lebedevs;Óli Björn Vilhjálmsson;Suguru Hikawa;Mikel Amilibia Aristi;Elías Ari Guðjónsson;Þráinn Ágúst Arnaldsson;Endijs Kusners;Ásgeir Óli Kristjánsson;Daníel Wale Adeleye;Jón Ómar Gíslason;Stefán Freyr Jónsson;Victor Manuel Peinado Iturrino;Noah Virgil Angelo Bardou
2023,2022-09-17T16:30:00Z,KA,ÍBV,35,35,Dagur Gautason;Patrekur Stefánsson;Arnór Ísak Haddsson;Ísak Óli Eggertsson;Gauti Gunnarsson;Skarphéðinn Ívar Einarsson;Einar Rafn Eiðsson;Hilmar Bjarki Gíslason;Bruno Bernat;Dagur Árni Heimisson;Allan Norðberg;Einar Birgir Stefánsson;Jóhann Geir Sævarsson;Ragnar Snær Njálsson,Breki Þór Óðinsson;Rúnar Kárason;Dagur Arnarsson;Ísak Rafnsson;Svanur Páll Vilhjálmsson;Dánjal Ragnarsson;Gabríel Martinez Róbertsson;Ívar Bessi Viðarsson;Petar Jokanovic;Janus Dam Djurhuus;Sveinn José Rivera;Nökkvi Snær Óðinsson;Sigtryggur Daði Rúnarsson;Kári Kristján Kristjánsson;Elmar Erlingsson;Jóhannes Esra Ingólfsson
2023,2022-09-22T18:00:00Z,Hörður,KA,27,31,Sudario Eidur Carneiro;Guntis Pilpuks;Tadeo Ulises Salduna;Rolands Lebedevs;Óli Björn Vilhjálmsson;Suguru Hikawa;Anton Freyr Traustason;Mikel Amilibia Aristi;Elías Ari Guðjónsson;Endijs Kusners;Ásgeir Óli Kristjánsson;Daníel Wale Adeleye;Jón Ómar Gíslason;Stefán Freyr Jónsson;Victor Manuel Peinado Iturrino;Noah Virgil Angelo Bardou,Dagur Gautason;Patrekur Stefánsson;Arnór Ísak Haddsson;Gauti Gunnarsson;Skarphéðinn Ívar Einarsson;Einar Rafn Eiðsson;Nicholas Adam B Satchwell;Hilmar Bjarki Gíslason;Bruno Bernat;Dagur Árni Heimisson;Allan Norðberg;Einar Birgir Stefánsson;Jóhann Geir Sævarsson;Ragnar Snær Njálsson
2023,2022-09-22T18:00:00Z,ÍBV,ÍR,43,28,Rúnar Kárason;Dagur Arnarsson;Ísak Rafnsson;Svanur Páll Vilhjálmsson;Dánjal Ragnarsson;Gabríel Martinez Róbertsson;Ívar Bessi Viðarsson;Petar Jokanovic;Janus Dam Djurhuus;Sveinn José Rivera;Nökkvi Snær Óðinsson;Sigtryggur Daði Rúnarsson;Einar Þór Jónsson;Kári Kristján Kristjánsson;Elmar Erlingsson;Jóhannes Esra Ingólfsson,Ólafur Rafn Gíslason;Markús Björnsson;Dagur Sverrir Kristjánsson;Viktor Sigurðsson;Friðrik Hólm Jónsson;Bjarki Steinn Þórisson;Hrannar Ingi Jóhannsson;Róbert Snær Örvarsson;Andri Freyr Ármannsson;Viktor Freyr Viðarsson;Sveinn Brynjar Agnarsson;Rökkvi Pacheco Steinunnarson;Úlfur Gunnar Kjartansson;Arnar Freyr Guðmundsson;Eyþór Ari Waage;Bergþór Róbertsson
2023,2022-09-22T19:30:00Z,Fram,Afturelding,28,26,Þorvaldur Tryggvason;Felix Már Kjartansson;Stefán Darri Þórsson;Lárus Helgi Ólafsson;Kristófer Dagur Sigurðsson;Arnór Máni Daðason;Eiður Rafn Valsson;Þorsteinn Gauti Hjálmarsson;Kjartan Þór Júlíusson;Reynir Þór Stefánsson;Stefán Orri Arnalds;Ólafur Brim Stefánsson;Alexander Már Egan;Ívar Logi Styrmisson;Marko Coric;Luka Vukicevic,Brynjar Vignir Sigurjónsson;Stefán Scheving Th. Guðmundsson;Þorsteinn Leó Gunnarsson;Árni Bragi Eyjólfsson;Einar Ingi Hrafnsson;Úlfar Páll Monsi Þórðarson;Bergvin Þór Gíslason;Birgir Örn Birgisson;Gestur Ólafur Ingvarsson;Gunnar Kristinn Þórsson;Jovan Kukobat;Birkir Benediktsson;Blær Hinriksson;Sveinn Aron Sveinsson;Hilmar Ásgeirsson;Ihor Kopyshynskyi
2023,2022-09-22T19:30:00Z,Grótta,Stjarnan,29,28,Þorgeir Bjarki Davíðsson;Lúðvík Thorberg B Arnkelsson;Jakob Ingi Stefánsson;Akimasa Abe;Elvar Otri Hjálmarsson;Ísak Arnar Kolbeins;Einar Baldvin Baldvinsson;Daníel Andri Valtýsson;Ari Pétur Eiríksson;Kári Kvaran;Ágúst Emil Grétarsson;Jóel Bernburg;Birgir Steinn Jónsson;Andri Þór Helgason;Hannes Grimm;Theis Kock Sondergard,Hergeir Grímsson;Þórður Tandri Ágústsson;Jóhann Karl Reynisson;Leó Snær Pétursson;Hjálmtýr Alfreðsson;Hrannar Bragi Eyjólfsson;Tandri Már Konráðsson;Brynjar Hólm Grétarsson;Starri Friðriksson;Arnar Freyr Ársælsson;Pétur Árni Hauksson;Ari Sverrir Magnússon;Sigurður Dan Óskarsson;Gunnar Steinn Jónsson;Björgvin Þór Hólmgeirsson;Adam Thorstensen
2023,2022-09-22T19:40:00Z,Haukar,Selfoss,27,26,Geir Guðmundsson;Adam Haukur Baumruk;Brynjólfur Snær Brynjólfsson;Atli Már Báruson;Guðmundur Bragi Ástþórsson;Heimir Óli Heimisson;Matas Pranckevicus;Össur Haraldsson;Birkir Snær Steinsson;Ágúst Ingi Óskarsson;Andri Már Rúnarsson;Ólafur Ægir Ólafsson;Stefán Huldar Stefánsson;Andri Fannar Elísson,Vilius Rasimas;Karolis Stropus;Elvar Elí Hallgrímsson;Guðmundur Hólmar Helgason;Richard Sæþór Sigurðsson;Ísak Gústafsson;Sverrir Pálsson;Alexander Hrafnkelsson;Atli Ævar Ingólfsson;Hannes Höskuldsson;Guðjón Baldur Ómarsson;Einar Sverrisson;Sigurður Snær Sigurjónsson;Tryggvi Sigurberg Traustason;Vilhelm Freyr Steindórsson
2023,2022-09-23T19:30:00Z,FH,Valur,28,33,Atli Steinn Arnarson;Ásbjörn Friðriksson;Eiríkur Guðni Þórarinsson;Leonharð Þorgeir Harðarson;Egill Magnússon;Jakob Martin Ásgeirsson;Axel Hreinn Hilmisson;Veigar Snær Sigurðsson;Jón Bjarni Ólafsson;Einar Bragi Aðalsteinsson;Róbert Dagur Davíðsson;Einar Örn Sindrason;Birgir Már Birgisson;Andri Clausen;Jóhannes Berg Andrason;Phil Döhler,Björgvin Páll Gústavsson;Tjörvi Týr Gíslason;Finnur Ingi Stefánsson;Agnar Smári Jónsson;Arnór Snær Óskarsson;Tryggvi Garðar Jónsson;Aron Dagur Pálsson;Benedikt Gunnar Óskarsson;Vignir Stefánsson;Stiven Tobar Valencia;Alexander Örn Júlíusson;Sakai Motoki;Bergur Elí Rúnarsson;Róbert Aron Hostert;Magnús Óli Magnússon;Þorgils Jón Svölu Baldursson
2023,2022-09-29T18:00:00Z,Valur,KA,26,18,Björgvin Páll Gústavsson;Tjörvi Týr Gíslason;Finnur Ingi Stefánsson;Agnar Smári Jónsson;Arnór Snær Óskarsson;Tryggvi Garðar Jónsson;Aron Dagur Pálsson;Benedikt Gunnar Óskarsson;Vignir Stefánsson;Stiven Tobar Valencia;Alexander Örn Júlíusson;Sakai Motoki;Bergur Elí Rúnarsson;Róbert Aron Hostert;Magnús Óli Magnússon;Þorgils Jón Svölu Baldursson,Patrekur Stefánsson;Arnór Ísak Haddsson;Gauti Gunnarsson;Skarphéðinn Ívar Einarsson;Einar Rafn Eiðsson;Nicholas Adam B Satchwell;Hilmar Bjarki Gíslason;Bruno Bernat;Dagur Árni Heimisson;Allan Norðberg;Einar Birgir Stefánsson;Jóhann Geir Sævarsson;Haraldur Bolli Heimisson;Ragnar Snær Njálsson
2023,2022-09-29T18:45:00Z,Selfoss,ÍBV,31,31,Vilius Rasimas;Karolis Stropus;Elvar Elí Hallgrímsson;Guðmundur Hólmar Helgason;Sölvi Svavarsson;Richard Sæþór Sigurðsson;Ísak Gústafsson;Sverrir Pálsson;Alexander Hrafnkelsson;Ragnar Jóhannsson;Hannes Höskuldsson;Guðjón Baldur Ómarsson;Einar Sverrisson;Sigurður Snær Sigurjónsson;Tryggvi Sigurberg Traustason;Vilhelm Freyr Steindórsson,Hinrik Hugi Heiðarsson;Rúnar Kárason;Dagur Arnarsson;Ísak Rafnsson;Svanur Páll Vilhjálmsson;Dánjal Ragnarsson;Gabríel Martinez Róbertsson;Arnór Viðarsson;Ívar Bessi Viðarsson;Petar Jokanovic;Janus Dam Djurhuus;Nökkvi Snær Óðinsson;Sigtryggur Daði Rúnarsson;Einar Þór Jónsson;Kári Kristján Kristjánsson;Elmar Erlingsson
2023,2022-09-29T19:30:00Z,Afturelding,Grótta,29,25,Brynjar Vignir Sigurjónsson;Stefán Scheving Th. Guðmundsson;Þorsteinn Leó Gunnarsson;Árni Bragi Eyjólfsson;Einar Ingi Hrafnsson;Úlfar Páll Monsi Þórðarson;Bergvin Þór Gíslason;Gunnar Kristinn Þórsson;Birgir Örn Birgisson;Gestur Ólafur Ingvarsson;Jovan Kukobat;Birkir Benediktsson;Blær Hinriksson;Sveinn Aron Sveinsson;Hilmar Ásgeirsson;Ihor Kopyshynskyi,Þorgeir Bjarki Davíðsson;Lúðvík Thorberg B Arnkelsson;Jakob Ingi Stefánsson;Akimasa Abe;Elvar Otri Hjálmarsson;Ísak Arnar Kolbeins;Einar Baldvin Baldvinsson;Daníel Andri Valtýsson;Ari Pétur Eiríksson;Ágúst Emil Grétarsson;Jóel Bernburg;Birgir Steinn Jónsson;Daníel Örn Griffin;Andri Þór Helgason;Hannes Grimm;Theis Kock Sondergard
2023,2022-09-29T19:30:00Z,FH,Fram,25,25,Atli Steinn Arnarson;Ásbjörn Friðriksson;Eiríkur Guðni Þórarinsson;Leonharð Þorgeir Harðarson;Egill Magnússon;Jakob Martin Ásgeirsson;Axel Hreinn Hilmisson;Veigar Snær Sigurðsson;Jón Bjarni Ólafsson;Einar Bragi Aðalsteinsson;Róbert Dagur Davíðsson;Einar Örn Sindrason;Birgir Már Birgisson;Andri Clausen;Jóhannes Berg Andrason;Phil Döhler,Magnús Gunnar Erlendsson;Þorvaldur Tryggvason;Stefán Darri Þórsson;Lárus Helgi Ólafsson;Kristófer Dagur Sigurðsson;Arnór Máni Daðason;Þorsteinn Gauti Hjálmarsson;Kjartan Þór Júlíusson;Reynir Þór Stefánsson;Arnar Snær Magnússon;Stefán Orri Arnalds;Ólafur Brim Stefánsson;Alexander Már Egan;Ívar Logi Styrmisson;Marko Coric;Luka Vukicevic
2023,2022-09-29T19:40:00Z,ÍR,Hörður,35,34,Ólafur Rafn Gíslason;Bjarki Steinn Þórisson;Viktor Sigurðsson;Dagur Sverrir Kristjánsson;Arnar Freyr Guðmundsson;Eyþór Ari Waage;Hrannar Ingi Jóhannsson;Bergþór Róbertsson;Andri Freyr Ármannsson;Gabríel Freyr Kristinsson;Sveinn Brynjar Agnarsson;Rökkvi Pacheco Steinunnarson;Úlfur Gunnar Kjartansson;Róbert Snær Örvarsson;Markús Björnsson;Friðrik Hólm Jónsson,Sudario Eidur Carneiro;Guntis Pilpuks;Tadeo Ulises Salduna;Rolands Lebedevs;Emanuel Evangelista;Óli Björn Vilhjálmsson;Suguru Hikawa;Mikel Amilibia Aristi;Þráinn Ágúst Arnaldsson;Endijs Kusners;Ásgeir Óli Kristjánsson;Daníel Wale Adeleye;Jón Ómar Gíslason;Stefán Freyr Jónsson;Victor Manuel Peinado Iturrino;Noah Virgil Angelo Bardou
2023,2022-09-30T19:30:00Z,Stjarnan,Haukar,29,29,Hergeir Grímsson;Þórður Tandri Ágústsson;Jóhann Karl Reynisson;Leó Snær Pétursson;Hjálmtýr Alfreðsson;Hrannar Bragi Eyjólfsson;Tandri Már Konráðsson;Arnór Freyr Stefánsson;Aðalsteinn Örn Aðalsteinsson;Starri Friðriksson;Arnar Freyr Ársælsson;Pétur Árni Hauksson;Ari Sverrir Magnússon;Gunnar Steinn Jónsson;Björgvin Þór Hólmgeirsson;Adam Thorstensen,Geir Guðmundsson;Adam Haukur Baumruk;Brynjólfur Snær Brynjólfsson;Atli Már Báruson;Guðmundur Bragi Ástþórsson;Heimir Óli Heimisson;Stefán Rafn Sigurmannsson;Matas Pranckevicus;Össur Haraldsson;Sigurður Jónsson;Birkir Snær Steinsson;Ágúst Ingi Óskarsson;Andri Már Rúnarsson;Ólafur Ægir Ólafsson;Stefán Huldar Stefánsson;Andri Fannar Elísson
2023,2022-10-02T16:00:00Z,ÍBV,Hörður,43,25,Rúnar Kárason;Dagur Arnarsson;Ísak Rafnsson;Svanur Páll Vilhjálmsson;Dánjal Ragnarsson;Gabríel Martinez Róbertsson;Arnór Viðarsson;Ívar Bessi Viðarsson;Petar Jokanovic;Janus Dam Djurhuus;Sveinn José Rivera;Nökkvi Snær Óðinsson;Sigtryggur Daði Rúnarsson;Kári Kristján Kristjánsson;Elmar Erlingsson;Jóhannes Esra Ingólfsson,Sudario Eidur Carneiro;Guntis Pilpuks;Tadeo Ulises Salduna;Rolands Lebedevs;Emanuel Evangelista;Óli Björn Vilhjálmsson;Suguru Hikawa;Mikel Amilibia Aristi;Þráinn Ágúst Arnaldsson;Endijs Kusners;Ásgeir Óli Kristjánsson;Daníel Wale Adeleye;Jón Ómar Gíslason;Stefán Freyr Jónsson;Victor Manuel Peinado Iturrino;Noah Virgil Angelo Bardou
2023,2022-10-03T19:30:00Z,Valur,Fram,34,27,Björgvin Páll Gústavsson;Tjörvi Týr Gíslason;Finnur Ingi Stefánsson;Agnar Smári Jónsson;Arnór Snær Óskarsson;Tryggvi Garðar Jónsson;Aron Dagur Pálsson;Benedikt Gunnar Óskarsson;Vignir Stefánsson;Stiven Tobar Valencia;Alexander Örn Júlíusson;Sakai Motoki;Bergur Elí Rúnarsson;Róbert Aron Hostert;Magnús Óli Magnússon;Þorgils Jón Svölu Baldursson,Magnús Gunnar Erlendsson;Ívar Logi Styrmisson;Þorvaldur Tryggvason;Stefán Darri Þórsson;Lárus Helgi Ólafsson;Kristófer Dagur Sigurðsson;Arnór Máni Daðason;Þorsteinn Gauti Hjálmarsson;Kjartan Þór Júlíusson;Reynir Þór Stefánsson;Arnar Snær Magnússon;Stefán Orri Arnalds;Ólafur Brim Stefánsson;Alexander Már Egan;Marko Coric;Luka Vukicevic
2023,2022-10-06T18:00:00Z,ÍBV,Stjarnan,36,27,Rúnar Kárason;Dagur Arnarsson;Ísak Rafnsson;Svanur Páll Vilhjálmsson;Dánjal Ragnarsson;Gabríel Martinez Róbertsson;Arnór Viðarsson;Petar Jokanovic;Róbert Sigurðarson;Janus Dam Djurhuus;Sveinn José Rivera;Nökkvi Snær Óðinsson;Sigtryggur Daði Rúnarsson;Kári Kristján Kristjánsson;Elmar Erlingsson;Jóhannes Esra Ingólfsson,Hergeir Grímsson;Þórður Tandri Ágústsson;Jóhann Karl Reynisson;Leó Snær Pétursson;Hjálmtýr Alfreðsson;Hrannar Bragi Eyjólfsson;Tandri Már Konráðsson;Brynjar Hólm Grétarsson;Aðalsteinn Örn Aðalsteinsson;Starri Friðriksson;Pétur Árni Hauksson;Ari Sverrir Magnússon;Sigurður Dan Óskarsson;Björgvin Þór Hólmgeirsson;Adam Thorstensen
2023,2022-10-06T19:30:00Z,Grótta,FH,27,30,Þorgeir Bjarki Davíðsson;Lúðvík Thorberg B Arnkelsson;Jakob Ingi Stefánsson;Akimasa Abe;Elvar Otri Hjálmarsson;Ísak Arnar Kolbeins;Einar Baldvin Baldvinsson;Daníel Andri Valtýsson;Ari Pétur Eiríksson;Ágúst Emil Grétarsson;Jóel Bernburg;Daníel Örn Griffin;Andri Þór Helgason;Sigurður Finnbogi Sæmundsson;Hannes Grimm;Theis Kock Sondergard,Atli Steinn Arnarson;Ásbjörn Friðriksson;Eiríkur Guðni Þórarinsson;Leonharð Þorgeir Harðarson;Egill Magnússon;Jóhann Birgir Ingvarsson;Jakob Martin Ásgeirsson;Axel Hreinn Hilmisson;Veigar Snær Sigurðsson;Jón Bjarni Ólafsson;Einar Bragi Aðalsteinsson;Einar Örn Sindrason;Birgir Már Birgisson;Andri Clausen;Jóhannes Berg Andrason;Phil Döhler
