timabil,dags,heima,gestir,stig_heima,stig_gestir,leikmenn_heima,leikmenn_gestir
2018,2018-03-18T19:30:00Z,ÍR,Fram,31,27,Óðinn Sigurðsson (Markmaður);Grétar Ari Guðjónsson (Markmaður);Orri Freyr Þorkelsson;Halldór Logi Árnason;Sveinn Andri Sveinsson;Ingólfur Arnar Þorgeirsson;Davíð Georgsson;Aron Örn Ægisson;Bergvin Þór Gíslason;Sturla Ásgeirsson;Jón Kristinn Björgvinsson;Elías Bóasson;Kristján Orri Jóhannsson;Þrándur Gíslason,Valtýr Már Hákonarson (Markmaður);Viktor Gísli Hallgrímsson (Markmaður);Valdimar Sigurðsson;Matthías Daðason;Svanur Páll Vilhjálmsson;Bjartur Guðmundsson;Þorsteinn Gauti Hjálmarsson;Þorgrímur Smári Ólafsson;Andri Dagur Ófeigsson;Aron Fannar Sindrason;Andri Þór Helgason;Lúðvík Thorberg B Arnkelsson;Ólafur Haukur Júlíusson;Arnar Birkir Hálfdánsson
2018,2018-03-18T19:30:00Z,ÍBV,Stjarnan,29,28,Andri Ísak Sigfússon (Markmaður);Aron Rafn Eðvarðsson (Markmaður);Magnús Stefánsson;Agnar Smári Jónsson;Dagur Arnarsson;Sigurbergur Sveinsson;Friðrik Hólm Jónsson;Elliði Snær Viðarsson;Andri Heimir Friðriksson;Ágúst Emil Grétarsson;Róbert Sigurðarson;Róbert Aron Hostert;Kári Kristján Kristjánsson;Grétar Þór Eyþórsson,Lárus Gunnarsson (Markmaður);Sveinbjörn Pétursson (Markmaður);Bjarki Már Gunnarsson;Hörður Kristinn Örvarsson;Leó Snær Pétursson;Hjálmtýr Alfreðsson;Garðar Benedikt Sigurjónsson;Egill Magnússon;Brynjar Jökull Guðmundsson;Ari Magnús Þorgeirsson;Andri Hjartar Grétarsson;Starri Friðriksson;Pétur Breki Blöndal Haraldsson;Birgir Steinn Jónsson
2018,2018-03-18T19:30:00Z,Valur,Afturelding,32,28,Einar Baldvin Baldvinsson (Markmaður);Sigurður Ingiberg Ólafsson (Markmaður);Orri Freyr Gíslason;Ólafur Ægir Ólafsson;Ryuto Inage;Snorri Steinn Guðjónsson;Vignir Stefánsson;Alexander Örn Júlíusson;Ásgeir Snær Vignisson;Sveinn Aron Sveinsson;Magnús Óli Magnússon;Ýmir Örn Gíslason;Anton Rúnarsson;Stiven Tobar Valencia,Lárus Helgi Ólafsson (Markmaður);Kolbeinn Aron Ingibjargarson (Markmaður);Árni Bragi Eyjólfsson;Einar Ingi Hrafnsson;Hrafn Ingvarsson;Böðvar Páll Ásgeirsson;Gunnar Kristinn Þórsson;Gestur Ólafur Ingvarsson;Pétur Júníusson;Kristinn Hrannar Bjarkason;Birkir Benediktsson;Mikk Pinnonen;Kristófer Andri Daðason;Ernir Hrafn Arnarson
2018,2018-03-21T20:30:00Z,Stjarnan,FH,26,38,Sveinbjörn Pétursson (Markmaður);Lárus Gunnarsson (Markmaður);Bjarki Már Gunnarsson;Hörður Kristinn Örvarsson;Leó Snær Pétursson;Hjálmtýr Alfreðsson;Garðar Benedikt Sigurjónsson;Egill Magnússon;Brynjar Jökull Guðmundsson;Ari Magnús Þorgeirsson;Andri Hjartar Grétarsson;Starri Friðriksson;Pétur Breki Blöndal Haraldsson;Birgir Steinn Jónsson,Birkir Fannar Bragason (Markmaður);Ágúst Elí Björgvinsson (Markmaður);Ágúst Birgisson;Óðinn Þór Ríkharðsson;Ásbjörn Friðriksson;Ísak Rafnsson;Jóhann Karl Reynisson;Einar Rafn Eiðsson;Jóhann Birgir Ingvarsson;Jakob Martin Ásgeirsson;Jón Bjarni Ólafsson;Arnar Freyr Ársælsson;Þorgeir Björnsson;Einar Örn Sindrason
2018,2018-03-21T20:30:00Z,Grótta,Fjölnir,30,35,Hreiðar Levy Guðmundsson (Markmaður);Arnar Sveinbjörnsson (Markmaður);Júlíus Þórir Stefánsson;Sigurvin Jarl Ármannsson;Gunnar Valdimar Johnsen;Daði Gautason;Þorsteinn Sæmundsson;Nökkvi Dan Elliðason;Pétur Árni Hauksson;Sveinn José Rivera;Gunnar Hrafn Pálsson;Hannes Grimm;Hlynur Rafn Guðmundsson;Friðrik Magnússon,Bjarki Snær Jónsson (Markmaður);Ingvar Kristinn Guðmundsson (Markmaður);Kristján Örn Kristjánsson;Sveinn Jóhannsson;Bergur Snorrason;Breki Dagsson;Sveinn Þorgeirsson;Brynjar Loftsson;Bjarki Lárusson;Sigfús Páll Sigfússon;Andri Berg Haraldsson;Björgvin Páll Rúnarsson;Þorleifur Rafn Aðalsteinsson;Logi Ágústsson
2018,2018-03-21T20:30:00Z,Fram,ÍBV,33,34,Daníel Þór Guðmundsson (Markmaður);Viktor Gísli Hallgrímsson (Markmaður);Valdimar Sigurðsson;Matthías Daðason;Sigurður Örn Þorsteinsson;Svanur Páll Vilhjálmsson;Bjartur Guðmundsson;Þorsteinn Gauti Hjálmarsson;Þorgrímur Smári Ólafsson;Andri Dagur Ófeigsson;Aron Fannar Sindrason;Andri Þór Helgason;Lúðvík Thorberg B Arnkelsson;Arnar Birkir Hálfdánsson,Andri Ísak Sigfússon (Markmaður);Aron Rafn Eðvarðsson (Markmaður);Magnús Stefánsson;Agnar Smári Jónsson;Dagur Arnarsson;Sigurbergur Sveinsson;Friðrik Hólm Jónsson;Elliði Snær Viðarsson;Andri Heimir Friðriksson;Ágúst Emil Grétarsson;Róbert Sigurðarson;Daníel Örn Griffin;Kári Kristján Kristjánsson;Grétar Þór Eyþórsson
2018,2018-03-21T20:30:00Z,Afturelding,ÍR,43,21,Lárus Helgi Ólafsson (Markmaður);Kolbeinn Aron Ingibjargarson (Markmaður);Árni Bragi Eyjólfsson;Einar Ingi Hrafnsson;Hrafn Ingvarsson;Böðvar Páll Ásgeirsson;Gunnar Kristinn Þórsson;Gestur Ólafur Ingvarsson;Pétur Júníusson;Kristinn Hrannar Bjarkason;Birkir Benediktsson;Mikk Pinnonen;Kristófer Andri Daðason;Ernir Hrafn Arnarson,Bjarki Fjalar Guðjónsson (Markmaður);Óðinn Sigurðsson (Markmaður);Orri Freyr Þorkelsson;Halldór Logi Árnason;Eyþór Ari Waage;Ingólfur Arnar Þorgeirsson;Magnús Páll Jónsson;Daníel Pétursson;Bogi Örn Jónsson;Sturla Ásgeirsson;Elías Bóasson;Ólafur Haukur Matthíasson;Sveinn Brynjar Agnarsson;Þrándur Gíslason
2018,2018-03-21T20:30:00Z,Haukar,Valur,22,29,Björgvin Páll Gústavsson (Markmaður);Andri Sigmarsson Scheving (Markmaður);Adam Haukur Baumruk;Brynjólfur Snær Brynjólfsson;Þórður Rafn Guðmundsson;Atli Már Báruson;Leonharð Þorgeir Harðarson;Heimir Óli Heimisson;Daníel Þór Ingason;Árni Þór Sigtryggsson;Halldór Ingi Jónasson;Jón Þorbjörn Jóhannsson;Hákon Daði Styrmisson;Einar Pétur Pétursson,Einar Baldvin Baldvinsson (Markmaður);Sigurður Ingiberg Ólafsson (Markmaður);Orri Freyr Gíslason;Ólafur Ægir Ólafsson;Ryuto Inage;Snorri Steinn Guðjónsson;Vignir Stefánsson;Alexander Örn Júlíusson;Ásgeir Snær Vignisson;Sveinn Aron Sveinsson;Magnús Óli Magnússon;Ýmir Örn Gíslason;Anton Rúnarsson;Stiven Tobar Valencia
2018,2018-03-21T20:30:00Z,Selfoss,Víkingur,37,26,Helgi Hlynsson (Markmaður);Sölvi Ólafsson (Markmaður);Hergeir Grímsson;Guðni Ingvarsson;Richard Sæþór Sigurðsson;Elvar Örn Jónsson;Sverrir Pálsson;Árni Steinn Steinþórsson;Teitur Örn Einarsson;Atli Ævar Ingólfsson;Guðjón Baldur Ómarsson;Einar Sverrisson;Haukur Þrastarson;Eyvindur Hrannar Gunnarsson,Hrafn Valdísarson (Markmaður);Bjarki Garðarsson (Markmaður);Víglundur Jarl Þórsson;Ragnar Áki Ragnarsson;Arnar Gauti Grettisson;Jón Hjálmarsson;Ægir Hrafn Jónsson;Egidijus Mikalonis;Magnús Karl Magnússon;Róbert Árni Guðmundsson;Jónas Bragi Hafsteinsson;Birgir Már Birgisson;Bjartur Heiðarsson;Hjalti Már Hjaltason
2017,2016-09-08T19:30:00Z,Afturelding,Selfoss,25,32,Davíð Hlíðdal Svansson (Markmaður);Sölvi Ólafsson (Markmaður);Jón Heiðar Gunnarsson;Elvar Ásgeirsson;Unnar Arnarsson;Árni Bragi Eyjólfsson;Bjarki Þór Kristinsson;Gunnar Kristinn Þórsson;Gestur Ólafur Ingvarsson;Hrafn Ingvarsson;Kristinn Hrannar Bjarkason;Birkir Benediktsson;Guðni Már Kristinsson;Mikk Pinnonen,Helgi Hlynsson (Markmaður);Grétar Ari Guðjónsson (Markmaður);Guðjón Ágústsson;Hergeir Grímsson;Guðni Ingvarsson;Magnús Öder Einarsson;Elvar Örn Jónsson;Sverrir Pálsson;Teitur Örn Einarsson;Andri Már Sveinsson;Einar Sverrisson;Haukur Þrastarson;Eyvindur Hrannar Gunnarsson;Alexander Már Egan
2017,2016-09-08T19:30:00Z,Grótta,Fram,28,26,Lárus Helgi Ólafsson (Markmaður);Lárus Gunnarsson (Markmaður);Júlíus Þórir Stefánsson;Einar Þór Kristinsson;Finnur Ingi Stefánsson;Árni Benedikt Árnason;Leonharð Þorgeir Harðarson;Nökkvi Dan Elliðason;Ásmundur Atlason;Vilhjálmur Geir Hauksson;Pétur Árni Hauksson;Þráinn Orri Jónsson;Hannes Grimm;Kristján Þór Karlsson,Valtýr Már Hákonarson (Markmaður);Viktor Gísli Hallgrímsson (Markmaður);Þorgeir Bjarki Davíðsson;Ragnar Þór Kjartansson;Valdimar Sigurðsson;Sigurður Örn Þorsteinsson;Svanur Páll Vilhjálmsson;Bjartur Guðmundsson;Davíð Stefán Reynisson;Elías Bóasson;Þorsteinn Gauti Hjálmarsson;Andri Þór Helgason;Lúðvík Thorberg B Arnkelsson;Arnar Birkir Hálfdánsson
2017,2016-09-10T16:00:00Z,ÍBV,Haukar,34,28,Kolbeinn Aron Ingibjargarson (Markmaður);Stephen Christian D. Nielsen (Markmaður);Magnús Stefánsson;Agnar Smári Jónsson;Dagur Arnarsson;Sigurbergur Sveinsson;Brynjar Karl Óskarsson;Sindri Haraldsson;Elliði Snær Viðarsson;Friðrik Hólm Jónsson;Theodór Sigurbjörnsson;Róbert Aron Hostert;Kári Kristján Kristjánsson;Grétar Þór Eyþórsson,Einar Ólafur Vilmundarson (Markmaður);Giedrius Morkunas (Markmaður);Janus Daði Smárason;Adam Haukur Baumruk;Brynjólfur Snær Brynjólfsson;Þórður Rafn Guðmundsson;Elías Már Halldórsson;Guðmundur Árni Ólafsson;Daníel Þór Ingason;Brimir Björnsson;Jón Þorbjörn Jóhannsson;Andri Heimir Friðriksson;Hákon Daði Styrmisson;Einar Pétur Pétursson
2017,2016-09-10T16:00:00Z,Stjarnan,Akureyri,26,23,Ólafur Rafn Gíslason (Markmaður);Sveinbjörn Pétursson (Markmaður);Hörður Kristinn Örvarsson;Ari Pétursson;Stefán Darri Þórsson;Hjálmtýr Alfreðsson;Sverrir Eyjólfsson;Garðar Benedikt Sigurjónsson;Gunnar Valdimar Johnsen;Brynjar Jökull Guðmundsson;Guðmundur Sigurður Guðmundsson;Ólafur Gústafsson;Finnur Jónsson;Dagur Snær Stefánsson,Tomas Olason (Markmaður);Bernharð Anton Jónsson (Markmaður);Andri Snær Stefánsson;Mindaugas Dumcius;Patrekur Stefánsson;Hafþór Már Vignisson;Friðrik Svavarsson;Arnór Þorri Þorsteinsson;Arnþór Gylfi Finnsson;Kristján Orri Jóhannsson;Róbert Sigurðarson;Sigþór Árni Heimisson;Karolis Stropus;Brynjar Hólm Grétarsson
2017,2016-09-11T19:15:00Z,FH,Valur,27,25,Birkir Fannar Bragason (Markmaður);Ágúst Elí Björgvinsson (Markmaður);Ágúst Birgisson;Óðinn Þór Ríkharðsson;Gísli Þorgeir Kristjánsson;Ásbjörn Friðriksson;Ísak Rafnsson;Jóhann Karl Reynisson;Einar Rafn Eiðsson;Jóhann Birgir Ingvarsson;Jakob Martin Ásgeirsson;Jón Bjarni Ólafsson;Arnar Freyr Ársælsson;Þorgeir Björnsson,Sigurður Ingiberg Ólafsson (Markmaður);Hlynur Morthens (Markmaður);Orri Freyr Gíslason;Þorgils Jón Svölu Baldursson;Atli Karl Bachmann;Alexander Jón Másson;Atli Már Báruson;Vignir Stefánsson;Bjarni Ófeigur Valdimarsson;Alexander Örn Júlíusson;Sveinn Aron Sveinsson;Anton Rúnarsson;Sigurvin Jarl Ármannsson;Markús Björnsson
2017,2016-09-15T18:00:00Z,Fram,ÍBV,26,26,Valtýr Már Hákonarson (Markmaður);Viktor Gísli Hallgrímsson (Markmaður);Þorgeir Bjarki Davíðsson;Ragnar Þór Kjartansson;Valdimar Sigurðsson;Sigurður Örn Þorsteinsson;Svanur Páll Vilhjálmsson;Bjartur Guðmundsson;Davíð Stefán Reynisson;Elías Bóasson;Þorsteinn Gauti Hjálmarsson;Andri Þór Helgason;Lúðvík Thorberg B Arnkelsson;Arnar Birkir Hálfdánsson,Kolbeinn Aron Ingibjargarson (Markmaður);Stephen Christian D. Nielsen (Markmaður);Magnús Stefánsson;Agnar Smári Jónsson;Dagur Arnarsson;Sigurbergur Sveinsson;Brynjar Karl Óskarsson;Sindri Haraldsson;Elliði Snær Viðarsson;Friðrik Hólm Jónsson;Theodór Sigurbjörnsson;Róbert Aron Hostert;Kári Kristján Kristjánsson;Grétar Þór Eyþórsson
2017,2016-09-15T19:30:00Z,FH,Stjarnan,23,23,Birkir Fannar Bragason (Markmaður);Ágúst Elí Björgvinsson (Markmaður);Ágúst Birgisson;Óðinn Þór Ríkharðsson;Gísli Þorgeir Kristjánsson;Hallur Kristinn Þorsteinsson;Ísak Rafnsson;Jóhann Karl Reynisson;Einar Rafn Eiðsson;Jóhann Birgir Ingvarsson;Jakob Martin Ásgeirsson;Jón Bjarni Ólafsson;Arnar Freyr Ársælsson;Þorgeir Björnsson,Ólafur Rafn Gíslason (Markmaður);Sveinbjörn Pétursson (Markmaður);Hörður Kristinn Örvarsson;Ari Pétursson;Stefán Darri Þórsson;Hjálmtýr Alfreðsson;Sverrir Eyjólfsson;Garðar Benedikt Sigurjónsson;Brynjar Jökull Guðmundsson;Andri Hjartar Grétarsson;Guðmundur Sigurður Guðmundsson;Ólafur Gústafsson;Finnur Jónsson;Dagur Snær Stefánsson
2017,2016-09-15T19:30:00Z,Haukar,Afturelding,30,31,Einar Ólafur Vilmundarson (Markmaður);Giedrius Morkunas (Markmaður);Janus Daði Smárason;Adam Haukur Baumruk;Brynjólfur Snær Brynjólfsson;Þórður Rafn Guðmundsson;Elías Már Halldórsson;Guðmundur Árni Ólafsson;Brimir Björnsson;Kristinn Pétursson;Jón Þorbjörn Jóhannsson;Andri Heimir Friðriksson;Hákon Daði Styrmisson;Einar Pétur Pétursson,Davíð Hlíðdal Svansson (Markmaður);Sölvi Ólafsson (Markmaður);Jón Heiðar Gunnarsson;Elvar Ásgeirsson;Árni Bragi Eyjólfsson;Hrafn Ingvarsson;Gunnar Kristinn Þórsson;Gestur Ólafur Ingvarsson;Kristinn Hrannar Bjarkason;Birkir Benediktsson;Guðni Már Kristinsson;Mikk Pinnonen;Kristófer Andri Daðason;Bjarki Þór Kristinsson
2017,2016-09-15T19:30:00Z,Akureyri,Grótta,20,21,Tomas Olason (Markmaður);Bernharð Anton Jónsson (Markmaður);Andri Snær Stefánsson;Patrekur Stefánsson;Hafþór Már Vignisson;Arnór Þorri Þorsteinsson;Friðrik Svavarsson;Arnþór Gylfi Finnsson;Kristján Orri Jóhannsson;Róbert Sigurðarson;Sigþór Árni Heimisson;Karolis Stropus;Brynjar Hólm Grétarsson;Mindaugas Dumcius,Lárus Helgi Ólafsson (Markmaður);Lárus Gunnarsson (Markmaður);Júlíus Þórir Stefánsson;Finnur Ingi Stefánsson;Árni Benedikt Árnason;Leonharð Þorgeir Harðarson;Nökkvi Dan Elliðason;Elvar Friðriksson;Þórir Bjarni Traustason;Pétur Árni Hauksson;Vilhjálmur Geir Hauksson;Þráinn Orri Jónsson;Hannes Grimm;Kristján Þór Karlsson
2017,2016-09-16T19:30:00Z,Valur,Selfoss,23,36,Sigurður Ingiberg Ólafsson (Markmaður);Hlynur Morthens (Markmaður);Orri Freyr Gíslason;Atli Karl Bachmann;Heiðar Þór Aðalsteinsson;Atli Már Báruson;Vignir Stefánsson;Bjarni Ófeigur Valdimarsson;Alexander Örn Júlíusson;Sveinn Aron Sveinsson;Ýmir Örn Gíslason;Anton Rúnarsson;Sigurvin Jarl Ármannsson;Markús Björnsson,Helgi Hlynsson (Markmaður);Grétar Ari Guðjónsson (Markmaður);Guðjón Ágústsson;Hergeir Grímsson;Guðni Ingvarsson;Magnús Öder Einarsson;Elvar Örn Jónsson;Sverrir Pálsson;Teitur Örn Einarsson;Andri Már Sveinsson;Einar Sverrisson;Haukur Þrastarson;Eyvindur Hrannar Gunnarsson;Alexander Már Egan
2017,2016-09-18T15:00:00Z,ÍBV,Akureyri,25,24,Kolbeinn Aron Ingibjargarson (Markmaður);Stephen Christian D. Nielsen (Markmaður);Magnús Stefánsson;Agnar Smári Jónsson;Dagur Arnarsson;Sigurbergur Sveinsson;Brynjar Karl Óskarsson;Daníel Örn Griffin;Sindri Haraldsson;Elliði Snær Viðarsson;Friðrik Hólm Jónsson;Theodór Sigurbjörnsson;Kári Kristján Kristjánsson;Grétar Þór Eyþórsson,Tomas Olason (Markmaður);Bernharð Anton Jónsson (Markmaður);Andri Snær Stefánsson;Patrekur Stefánsson;Hafþór Már Vignisson;Arnór Þorri Þorsteinsson;Friðrik Svavarsson;Arnþór Gylfi Finnsson;Kristján Orri Jóhannsson;Róbert Sigurðarson;Sigþór Árni Heimisson;Karolis Stropus;Brynjar Hólm Grétarsson;Mindaugas Dumcius
2017,2016-09-19T19:30:00Z,Afturelding,Fram,32,25,Davíð Hlíðdal Svansson (Markmaður);Sölvi Ólafsson (Markmaður);Jón Heiðar Gunnarsson;Elvar Ásgeirsson;Árni Bragi Eyjólfsson;Bjarki Þór Kristinsson;Hrafn Ingvarsson;Gunnar Kristinn Þórsson;Gestur Ólafur Ingvarsson;Kristinn Hrannar Bjarkason;Birkir Benediktsson;Guðni Már Kristinsson;Mikk Pinnonen;Kristófer Andri Daðason,Valtýr Már Hákonarson (Markmaður);Daníel Þór Guðmundsson (Markmaður);Þorgeir Bjarki Davíðsson;Ragnar Þór Kjartansson;Valdimar Sigurðsson;Sigurður Örn Þorsteinsson;Svanur Páll Vilhjálmsson;Bjartur Guðmundsson;Davíð Stefán Reynisson;Elías Bóasson;Þorsteinn Gauti Hjálmarsson;Andri Þór Helgason;Lúðvík Thorberg B Arnkelsson;Arnar Birkir Hálfdánsson
2017,2016-09-19T19:30:00Z,Stjarnan,Valur,22,21,Ólafur Rafn Gíslason (Markmaður);Sveinbjörn Pétursson (Markmaður);Ari Pétursson;Stefán Darri Þórsson;Hjálmtýr Alfreðsson;Sverrir Eyjólfsson;Garðar Benedikt Sigurjónsson;Brynjar Jökull Guðmundsson;Andri Hjartar Grétarsson;Guðmundur Sigurður Guðmundsson;Ólafur Gústafsson;Ari Magnús Þorgeirsson;Finnur Jónsson;Dagur Snær Stefánsson,Jóhann Páll Einarsson (Markmaður);Hlynur Morthens (Markmaður);Orri Freyr Gíslason;Atli Karl Bachmann;Heiðar Þór Aðalsteinsson;Atli Már Báruson;Vignir Stefánsson;Bjarni Ófeigur Valdimarsson;Alexander Örn Júlíusson;Sveinn Aron Sveinsson;Ýmir Örn Gíslason;Anton Rúnarsson;Sigurvin Jarl Ármannsson;Markús Björnsson
2017,2016-09-19T19:30:00Z,Grótta,FH,30,24,Lárus Helgi Ólafsson (Markmaður);Lárus Gunnarsson (Markmaður);Júlíus Þórir Stefánsson;Finnur Ingi Stefánsson;Árni Benedikt Árnason;Leonharð Þorgeir Harðarson;Nökkvi Dan Elliðason;Elvar Friðriksson;Þórir Bjarni Traustason;Pétur Árni Hauksson;Vilhjálmur Geir Hauksson;Þráinn Orri Jónsson;Hannes Grimm;Kristján Þór Karlsson,Birkir Fannar Bragason (Markmaður);Ágúst Elí Björgvinsson (Markmaður);Ágúst Birgisson;Óðinn Þór Ríkharðsson;Gísli Þorgeir Kristjánsson;Hallur Kristinn Þorsteinsson;Ísak Rafnsson;Jóhann Karl Reynisson;Einar Rafn Eiðsson;Jóhann Birgir Ingvarsson;Jakob Martin Ásgeirsson;Jón Bjarni Ólafsson;Arnar Freyr Ársælsson;Þorgeir Björnsson
2017,2016-09-19T19:30:00Z,Selfoss,Haukar,31,34,Helgi Hlynsson (Markmaður);Grétar Ari Guðjónsson (Markmaður);Guðjón Ágústsson;Hergeir Grímsson;Guðni Ingvarsson;Haukur Þrastarson;Magnús Öder Einarsson;Elvar Örn Jónsson;Sverrir Pálsson;Teitur Örn Einarsson;Andri Már Sveinsson;Einar Sverrisson;Eyvindur Hrannar Gunnarsson;Alexander Már Egan,Einar Ólafur Vilmundarson (Markmaður);Giedrius Morkunas (Markmaður);Janus Daði Smárason;Adam Haukur Baumruk;Þórður Rafn Guðmundsson;Elías Már Halldórsson;Guðmundur Árni Ólafsson;Daníel Þór Ingason;Darri Aronsson;Brimir Björnsson;Kristinn Pétursson;Jón Þorbjörn Jóhannsson;Andri Heimir Friðriksson;Hákon Daði Styrmisson
2017,2016-09-22T19:00:00Z,Akureyri,Afturelding,24,30,Bernharð Anton Jónsson (Markmaður);Arnar Þór Fylkisson (Markmaður);Andri Snær Stefánsson;Patrekur Stefánsson;Hafþór Már Vignisson;Arnór Þorri Þorsteinsson;Friðrik Svavarsson;Arnþór Gylfi Finnsson;Kristján Orri Jóhannsson;Róbert Sigurðarson;Sigþór Árni Heimisson;Karolis Stropus;Brynjar Hólm Grétarsson;Mindaugas Dumcius,Davíð Hlíðdal Svansson (Markmaður);Sölvi Ólafsson (Markmaður);Jón Heiðar Gunnarsson;Elvar Ásgeirsson;Unnar Arnarsson;Árni Bragi Eyjólfsson;Hrafn Ingvarsson;Gunnar Kristinn Þórsson;Gestur Ólafur Ingvarsson;Kristinn Hrannar Bjarkason;Birkir Benediktsson;Guðni Már Kristinsson;Mikk Pinnonen;Kristófer Andri Daðason
2017,2016-09-22T19:30:00Z,Fram,Selfoss,31,27,Valtýr Már Hákonarson (Markmaður);Viktor Gísli Hallgrímsson (Markmaður);Þorgeir Bjarki Davíðsson;Ragnar Þór Kjartansson;Valdimar Sigurðsson;Sigurður Örn Þorsteinsson;Svanur Páll Vilhjálmsson;Bjartur Guðmundsson;Davíð Stefán Reynisson;Elías Bóasson;Þorsteinn Gauti Hjálmarsson;Andri Þór Helgason;Lúðvík Thorberg B Arnkelsson;Arnar Birkir Hálfdánsson,Helgi Hlynsson (Markmaður);Grétar Ari Guðjónsson (Markmaður);Guðjón Ágústsson;Hergeir Grímsson;Guðni Ingvarsson;Árni Guðmundsson;Elvar Örn Jónsson;Sverrir Pálsson;Teitur Örn Einarsson;Andri Már Sveinsson;Einar Sverrisson;Haukur Þrastarson;Eyvindur Hrannar Gunnarsson;Alexander Már Egan
2017,2016-09-22T19:30:00Z,Valur,Haukar,25,21,Sigurður Ingiberg Ólafsson (Markmaður);Hlynur Morthens (Markmaður);Orri Freyr Gíslason;Atli Karl Bachmann;Heiðar Þór Aðalsteinsson;Atli Már Báruson;Vignir Stefánsson;Josip Juric Gric;Bjarni Ófeigur Valdimarsson;Alexander Örn Júlíusson;Sveinn Aron Sveinsson;Ýmir Örn Gíslason;Anton Rúnarsson;Sigurvin Jarl Ármannsson,Einar Ólafur Vilmundarson (Markmaður);Giedrius Morkunas (Markmaður);Janus Daði Smárason;Adam Haukur Baumruk;Þórður Rafn Guðmundsson;Elías Már Halldórsson;Guðmundur Árni Ólafsson;Daníel Þór Ingason;Darri Aronsson;Brimir Björnsson;Kristinn Pétursson;Jón Þorbjörn Jóhannsson;Andri Heimir Friðriksson;Hákon Daði Styrmisson
2017,2016-09-24T16:00:00Z,Stjarnan,Grótta,21,21,Ólafur Rafn Gíslason (Markmaður);Sveinbjörn Pétursson (Markmaður);Hörður Kristinn Örvarsson;Ari Pétursson;Stefán Darri Þórsson;Hjálmtýr Alfreðsson;Garðar Benedikt Sigurjónsson;Brynjar Jökull Guðmundsson;Ari Magnús Þorgeirsson;Andri Hjartar Grétarsson;Starri Friðriksson;Guðmundur Sigurður Guðmundsson;Finnur Jónsson;Dagur Snær Stefánsson,Lárus Helgi Ólafsson (Markmaður);Lárus Gunnarsson (Markmaður);Júlíus Þórir Stefánsson;Finnur Ingi Stefánsson;Árni Benedikt Árnason;Leonharð Þorgeir Harðarson;Nökkvi Dan Elliðason;Elvar Friðriksson;Þórir Bjarni Traustason;Pétur Árni Hauksson;Vilhjálmur Geir Hauksson;Þráinn Orri Jónsson;Hannes Grimm;Kristján Þór Karlsson
2017,2016-09-24T16:00:00Z,FH,ÍBV,36,30,Birkir Fannar Bragason (Markmaður);Ágúst Elí Björgvinsson (Markmaður);Ágúst Birgisson;Óðinn Þór Ríkharðsson;Gísli Þorgeir Kristjánsson;Hallur Kristinn Þorsteinsson;Ísak Rafnsson;Jóhann Karl Reynisson;Einar Rafn Eiðsson;Jóhann Birgir Ingvarsson;Jakob Martin Ásgeirsson;Jón Bjarni Ólafsson;Arnar Freyr Ársælsson;Þorgeir Björnsson,Kolbeinn Aron Ingibjargarson (Markmaður);Andri Ísak Sigfússon (Markmaður);Ágúst Emil Grétarsson;Magnús Stefánsson;Agnar Smári Jónsson;Dagur Arnarsson;Sigurbergur Sveinsson;Brynjar Karl Óskarsson;Sindri Haraldsson;Elliði Snær Viðarsson;Friðrik Hólm Jónsson;Theodór Sigurbjörnsson;Kári Kristján Kristjánsson;Grétar Þór Eyþórsson
2017,2016-09-28T19:30:00Z,Afturelding,FH,27,26,Davíð Hlíðdal Svansson (Markmaður);Sölvi Ólafsson (Markmaður);Jón Heiðar Gunnarsson;Elvar Ásgeirsson;Árni Bragi Eyjólfsson;Bjarki Þór Kristinsson;Unnar Arnarsson;Gunnar Kristinn Þórsson;Gestur Ólafur Ingvarsson;Kristinn Hrannar Bjarkason;Birkir Benediktsson;Guðni Már Kristinsson;Mikk Pinnonen;Kristófer Andri Daðason,Birkir Fannar Bragason (Markmaður);Ágúst Elí Björgvinsson (Markmaður);Ágúst Birgisson;Óðinn Þór Ríkharðsson;Gísli Þorgeir Kristjánsson;Hallur Kristinn Þorsteinsson;Ísak Rafnsson;Jóhann Karl Reynisson;Einar Rafn Eiðsson;Jóhann Birgir Ingvarsson;Jakob Martin Ásgeirsson;Jón Bjarni Ólafsson;Arnar Freyr Ársælsson;Þorgeir Björnsson
2017,2016-09-29T18:30:00Z,ÍBV,Stjarnan,30,23,Kolbeinn Aron Ingibjargarson (Markmaður);Andri Ísak Sigfússon (Markmaður);Agnar Smári Jónsson;Dagur Arnarsson;Sigurbergur Sveinsson;Brynjar Karl Óskarsson;Darri Viktor Gylfason;Sindri Haraldsson;Elliði Snær Viðarsson;Friðrik Hólm Jónsson;Theodór Sigurbjörnsson;Ágúst Emil Grétarsson;Kári Kristján Kristjánsson;Grétar Þór Eyþórsson,Ólafur Rafn Gíslason (Markmaður);Sveinbjörn Pétursson (Markmaður);Hörður Kristinn Örvarsson;Ari Pétursson;Stefán Darri Þórsson;Hjálmtýr Alfreðsson;Garðar Benedikt Sigurjónsson;Brynjar Jökull Guðmundsson;Ari Magnús Þorgeirsson;Andri Hjartar Grétarsson;Starri Friðriksson;Guðmundur Sigurður Guðmundsson;Finnur Jónsson;Dagur Snær Stefánsson
